id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_liarsend_04_1,130004,event_liarsend_04,Narration,Locale_SubScenario:event_liarsend_04_1,False,BriefingRoom,black,black,1.0,sfx_scn_autodooropen,bgm_story_languor,,,,delta,1,delight
event_liarsend_04_2,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_2,True,,3,1,1.0,,,delta,delta,,,1,delight
event_liarsend_04_3,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_3,False,,1,S_10,1.0,,,delta,,,,1,delight
event_liarsend_04_4,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_4,False,,S_10,S_10,1.0,,,delta,,,,1,delight
event_liarsend_04_5,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_5,True,,S_10,S_10,1.0,,,delta,delta,,,1,idle
event_liarsend_04_6,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_6,False,,S_10,S_10,1.0,,,delta,,,,1,idle
event_liarsend_04_7,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_7,False,,S_10,S_10,1.0,,,delta,,,,1,idle
event_liarsend_04_8,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_8,True,,S_10,S_10,1.0,,,delta,delta,,,1,idle
event_liarsend_04_9,130004,event_liarsend_04,Choice,Locale_SubScenario:event_liarsend_04_9,False,,S_10,S_10,1.0,,,delta,,event_liarsend_04_11,,1,idle
event_liarsend_04_10,130004,event_liarsend_04,Choice,Locale_SubScenario:event_liarsend_04_10,False,,S_10,S_10,1.0,,,delta,,event_liarsend_04_11,,1,idle
event_liarsend_04_11,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_11,False,,S_10,S_100,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_12,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_12,True,,S_100,S_100,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_13,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_13,False,,S_100,S_100,1.0,,,delta,,,,1,surprise
event_liarsend_04_14,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_14,False,,S_100,S_100,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_15,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_15,True,,S_100,S_100,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_16,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_16,False,,S_100,S_100,1.0,,,delta,,,,1,surprise
event_liarsend_04_17,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_17,True,,S_100,S_100,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_18,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_18,False,,S_100,S_100,1.0,,,delta,delta,,,1,surprise
