id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_boomtheghost1_prologue_1,40084,event_boomtheghost1_prologue,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_prologue_1,False,Deck_n,S_50,S_500,0.5,bgm_story_spookaboo,,,elegg_s,1,idle,,tove_s,5,no,,pepper_s,13,angry,,centi_s,15,angry,,frima_s,17,sleep_01,,yan_s,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_2,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_2,False,,black,black,1.0,,,,,1,idle,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_3,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_3,True,,S_100,S_10,1.0,,,,,1,think,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_4,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_4,True,,S_10,S_10,1.0,,,,,1,idle,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_5,40084,event_boomtheghost1_prologue,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_prologue_5,True,,S_10,XS_130,1.0,,,,,1,idle,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_6,40084,event_boomtheghost1_prologue,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_prologue_6,True,,XS_130,L_150,1.0,,,,,1,idle,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_7,40084,event_boomtheghost1_prologue,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_prologue_7,False,,L_150,170,1.0,,,,,1,idle,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_8,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_8,True,,170,S_190,1.0,,,,,1,idle,,,5,no,,,13,angry,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_9,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_9,True,,S_10,S_100,0.5,,,,,1,idle,,,5,no,,,13,idle,,,15,angry,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_10,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_10,True,,S_1900,S_1900,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_11,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_11,True,,S_100,S_10,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_12,40084,event_boomtheghost1_prologue,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_prologue_12,True,,S_190,S_190,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_13,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_13,True,,S_10,S_10,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_14,40084,event_boomtheghost1_prologue,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_prologue_14,False,,S_500,S_50,0.5,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_15,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_15,False,,black,black,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_16,40084,event_boomtheghost1_prologue,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_prologue_16,True,,S_50,S_50,1.0,,Low_2,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_17,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_17,False,,S_50,S_500,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_18,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_18,False,,S_500,S_500,1.0,,,,,1,idle,,,5,no,,,13,idle,,,15,idle,,,17,sleep_01,,,19,sad,,,,,,,,,,,
event_boomtheghost1_prologue_19,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_19,True,EventScene_boomtheghost_01_1,black,black,1.0,,,,,1,idle,elegg_s,,5,no,tove_s,,13,idle,pepper_s,,15,idle,centi_s,,17,sleep_01,frima_s,,19,sad,yan_s,,,,,,,,,,
event_boomtheghost1_prologue_20,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_20,True,,bfgboom_01,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_21,40084,event_boomtheghost1_prologue,Monologue,tove_s,,Locale_MainScenario:event_boomtheghost1_prologue_21,False,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_22,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_22,True,,bfgboom_02,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_23,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_23,False,,bfgboom_03,bfgboom_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_24,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_24,True,,bfgboom_03,bfgboom_02,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_25,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_25,False,none,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown_ghost,5,idle,,,,,,,
event_boomtheghost1_prologue_26,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_26,False,,90,50,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,
event_boomtheghost1_prologue_27,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_27,False,,50,50,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,
event_boomtheghost1_prologue_28,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_28,False,,50,S_500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,
event_boomtheghost1_prologue_29,40084,event_boomtheghost1_prologue,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_prologue_29,False,,S_500,S_500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,
event_boomtheghost1_prologue_30,40084,event_boomtheghost1_prologue,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_prologue_30,True,,S_500,S_500,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,
event_boomtheghost1_prologue_31,40084,event_boomtheghost1_prologue,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_31,False,Deck_n,S_500,S_100,1.5,,,,elegg_s,1,idle,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,,,,,
event_boomtheghost1_prologue_32,40084,event_boomtheghost1_prologue,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_prologue_32,True,,S_100,S_100,1.0,,Low_2,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,5,idle,unknown_ghost,,,,,,
event_boomtheghost1_prologue_33,40084,event_boomtheghost1_prologue,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_33,False,EventScene_boomtheghost_01_2,black,black,1.0,,,sfx_scn_tyrantcry,,1,idle,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_34,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_34,False,,bfgboom_03,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_35,40084,event_boomtheghost1_prologue,Monologue,elegg_s,,Locale_MainScenario:event_boomtheghost1_prologue_35,False,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_prologue_36,40084,event_boomtheghost1_prologue,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_prologue_36,True,,bfgboom_02,bfgboom_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
