id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_04_1,80903,snowfall_speech_emma_04,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_04_1,False,emma,1,idle,Trail_s,1,1,1.0,amb_so_trail_2,event_bgm_neverland_snowflakes_sunset,,,
snowfall_speech_emma_04_2,80903,snowfall_speech_emma_04,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_04_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_04_3,80903,snowfall_speech_emma_04,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_04_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_04_4,80903,snowfall_speech_emma_04,Choice,emma,Locale_SubScenario:snowfall_speech_emma_04_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_04_7,,
snowfall_speech_emma_04_5,80903,snowfall_speech_emma_04,Choice,emma,Locale_SubScenario:snowfall_speech_emma_04_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_04_6,,
snowfall_speech_emma_04_6,80903,snowfall_speech_emma_04,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_04_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_04_7,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_7,True,,1,idle,,1,10,1.0,,,,,emma
snowfall_speech_emma_04_8,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_8,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_9,80903,snowfall_speech_emma_04,Self,emma,Locale_SubScenario:snowfall_speech_emma_04_9,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_04_10,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_10,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_11,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_11,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_12,80903,snowfall_speech_emma_04,Choice,emma,Locale_SubScenario:snowfall_speech_emma_04_12,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_04_14,,
snowfall_speech_emma_04_13,80903,snowfall_speech_emma_04,Choice,emma,Locale_SubScenario:snowfall_speech_emma_04_13,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_04_17,,
snowfall_speech_emma_04_14,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_14,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_15,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_15,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_16,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_16,True,,1,idle,,10,10,1.0,,,snowfall_speech_emma_04_20,,emma
snowfall_speech_emma_04_17,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_17,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_18,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_18,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_19,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_19,True,,1,idle,,10,10,1.0,,,snowfall_speech_emma_04_20,,emma
snowfall_speech_emma_04_20,80903,snowfall_speech_emma_04,Self,emma,Locale_SubScenario:snowfall_speech_emma_04_20,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_04_21,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_21,True,,1,worry,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_22,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_22,True,,1,worry,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_23,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_23,True,,1,worry,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_24,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_24,True,,1,worry,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_25,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_25,True,,1,worry,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_26,80903,snowfall_speech_emma_04,Speech,emma,Locale_SubScenario:snowfall_speech_emma_04_26,True,,1,worry,,10,10,1.0,,,,,emma
snowfall_speech_emma_04_27,80903,snowfall_speech_emma_04,Narration,emma,Locale_SubScenario:snowfall_speech_emma_04_27,False,,1,worry,,black,black,1.0,,,,,
