id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
event_lastkingdom1_03_e_1,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_1,False,kilo,1,idle,marian_q,13,idle,Crowncastlebedroom_d,S_10,S_100,1.0,none,,,,,,,,
event_lastkingdom1_03_e_2,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_2,True,,1,idle,,13,idle,,S_100,S_10,1.0,,,,,,,,,
event_lastkingdom1_03_e_3,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_3,True,,1,idle,,13,idle,,S_10,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_4,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_4,True,,1,surprise,,13,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_5,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_5,False,,1,surprise,,13,void,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_6,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_6,True,,1,surprise,,13,void,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_7,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_7,True,,1,surprise,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_8,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_8,True,,1,surprise,,13,sad2,,113,113,1.0,event_bgm_lastkingdom_imwaitingcmd,,,,,,,,
event_lastkingdom1_03_e_9,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_9,True,,1,surprise,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_10,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_10,True,,1,surprise,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_11,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_11,False,,1,idle,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_12,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_12,True,,1,idle,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_13,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_13,True,,1,idle,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_14,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_14,True,,1,idle,,13,sad2,,113,113,1.0,,,,,,,,,
event_lastkingdom1_03_e_15,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_15,False,,1,idle,,13,sad2,,113,130,1.0,,,,,,,,,
event_lastkingdom1_03_e_16,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_16,True,,1,idle,,13,sad2,,130,130,1.0,,,,,,,,,
event_lastkingdom1_03_e_17,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_17,True,,1,idle,,13,sad2,,130,130,1.0,,,,,,,,,
event_lastkingdom1_03_e_18,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_18,False,,1,idle,,13,sad2,,130,S_10,1.0,,,,,,,,,
event_lastkingdom1_03_e_19,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_19,True,,1,smile,,13,sad2,,S_10,S_10,1.0,none,,,,,,,,
event_lastkingdom1_03_e_20,40045,event_lastkingdom1_03_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_03_e_20,False,,1,smile,,13,sad2,,black,black,1.0,event_bgm_lastkingdom_machines,sfx_scn_castlebell,,,,,,,
event_lastkingdom1_03_e_21,40045,event_lastkingdom1_03_e,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_03_e_21,False,,1,smile,,13,sad2,,black,black,1.0,,,,,,,,,
event_lastkingdom1_03_e_22,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_22,False,,1,smile,,13,angry,,13,1300,1.0,,,,,,,,,
event_lastkingdom1_03_e_23,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_23,True,,1,surprise,,13,angry,,S_100,S_100,1.0,,,,,,,,,
event_lastkingdom1_03_e_24,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_24,True,,1,surprise,,13,angry,,1300,1300,1.0,,,,,,,,,
event_lastkingdom1_03_e_25,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_25,True,,1,surprise,,13,angry,CrownCastleFrontYard_d,17,1315,1.0,,,chime,15,angry_03,crown,3,idle,black
event_lastkingdom1_03_e_26,40045,event_lastkingdom1_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_03_e_26,True,,1,idle,,13,angry,,1315,1315,1.0,,,,15,angry_03,,3,idle,
event_lastkingdom1_03_e_27,40045,event_lastkingdom1_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_03_e_27,True,,1,idle,,13,angry,,1315,1315,1.0,,,,15,angry_03,,3,idle,
event_lastkingdom1_03_e_28,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_28,True,,1,idle,,13,void,,1315,1315,1.0,,,,15,angry_03,,3,idle,
event_lastkingdom1_03_e_29,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_29,True,,1,idle,,13,void,,30,30,1.0,,,,15,angry_03,,3,idle,
