id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/3/hide_char_id
event_overzone1_05_e_1,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_1,True,dorothy,1,think,hongryeon,13,shy,pinne,15,worry,Desert_01,13,13,1.0,bgm_story_promise,,,,,,,,,,
event_overzone1_05_e_2,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_2,True,,1,think,,13,shy,,15,worry,,13,130,1.0,,,,,,,,,,,
event_overzone1_05_e_3,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_3,True,,1,think,,13,shy,,15,worry,,130,130,1.0,,,,,,,,,,,
event_overzone1_05_e_4,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_4,True,,1,think,,13,shy,,15,worry,,130,130,1.0,,,,,,,,,,,
event_overzone1_05_e_5,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_5,False,,1,think,,13,shy,,15,worry,,130,113,2.0,,,,,,,,,,,
event_overzone1_05_e_6,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_6,False,,1,think,,13,shy,,15,worry,,black,black,1.0,,sfx_scn_sglassbreak,,,,,,,,,
event_overzone1_05_e_7,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_7,False,,1,think,,13,no,,15,worry,,S_150,S_150,1.0,,,,,,,,,,,
event_overzone1_05_e_8,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_8,False,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_9,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_9,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_10,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_10,False,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_11,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_11,False,,1,think,,13,no,,15,worry,,113,113,1.0,,sfx_scn_glassbreak,Low_2,,,,,,,,
event_overzone1_05_e_12,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_12,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_13,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_13,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_14,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_14,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_15,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_15,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_16,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_16,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_17,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_17,False,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_18,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_18,False,,1,think,,13,no,,15,worry,,113,1,1.0,,,,,,,,,,,
event_overzone1_05_e_19,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_19,True,,1,think,,13,no,,15,worry,,1,1,1.0,,,,,,,,,,,
event_overzone1_05_e_20,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_20,False,,1,think,,13,no,,15,worry,,1,10,1.0,,,,,,,,,,,
event_overzone1_05_e_21,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_21,False,,1,think,,13,no,,15,worry,,10,10,1.0,,,,,,,,,,,
event_overzone1_05_e_22,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_22,True,,1,think,,13,no,,15,angry,,10,10,1.0,,,,,,,,,,,
event_overzone1_05_e_23,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_23,True,,1,think,,13,no,,15,angry,,10,10,1.0,,,,,,,,,,,
event_overzone1_05_e_24,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_24,False,,1,think,,13,no,,15,angry,,10,10,1.0,,,,,,,,,,,
event_overzone1_05_e_25,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_25,False,,1,think,,13,no,,15,angry,,10,S_150,2.0,,,,,,,,,,,
event_overzone1_05_e_26,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_26,False,,1,think,,13,no,,15,angry,,S_150,S_150,1.0,,,,,,,,,,,
event_overzone1_05_e_27,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_27,True,,1,think,,13,no,,15,worry,,S_150,S_150,1.0,,,,,,,,,,,
event_overzone1_05_e_28,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_28,False,,1,think,,13,no,,15,worry,,S_150,1315,2.0,,,,,,,,,,,
event_overzone1_05_e_29,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_29,True,,1,think,,13,no,,15,worry,,1315,1315,1.0,,,,,,,,,,,
event_overzone1_05_e_30,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_30,True,,1,think,,13,no,,15,worry,,1315,1315,1.0,,,,,,,,,,,
event_overzone1_05_e_31,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_31,True,,1,think,,13,no,,15,worry,,1315,1315,1.0,,,,,,,,,,,
event_overzone1_05_e_32,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_32,True,,1,think,,13,no,,15,worry,,1315,1315,1.0,,,,,,,,,,,
event_overzone1_05_e_33,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_33,True,,1,think,,13,no,,15,worry,,1315,113,1.0,,,,,,,,,,,
event_overzone1_05_e_34,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_34,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_35,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_35,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_36,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_36,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_37,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_37,True,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_38,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_38,False,,1,think,,13,no,,15,worry,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_39,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_39,False,,1,think,,13,no,,15,worry,,113,1,1.0,,,,,,,,,,,
event_overzone1_05_e_40,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_40,False,,1,think,,13,no,,15,worry,,1,10,1.0,,,,,,,,,,,
event_overzone1_05_e_41,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_41,False,,1,idle,,13,no,,15,idle,,10,10,1.0,,,,,,,,,,,
event_overzone1_05_e_42,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_42,False,,1,idle,,13,surprise,,15,idle,,10,10,1.0,,,,,,,,,,,
event_overzone1_05_e_43,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_43,True,,1,idle,,13,surprise,,15,idle,,10,100,1.0,,,,,,,,,,,
event_overzone1_05_e_44,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_44,False,,1,idle,,13,surprise,,15,idle,,100,100,1.0,,,,,,,,,,,
event_overzone1_05_e_45,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_45,True,,1,idle,,13,idle,,15,idle,,100,113,2.0,,,,,,,,,,,
event_overzone1_05_e_46,80303,event_overzone1_05_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_e_46,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_47,80303,event_overzone1_05_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_05_e_47,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_48,80303,event_overzone1_05_e,Narration,,,Locale_MainScenario:event_overzone1_05_e_48,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,,,,,,
event_overzone1_05_e_49,80303,event_overzone1_05_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_e_49,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,,,,,,,,,,,
