id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_wisdomspring_02_e_1,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_1,True,ElevatorOut,XS_10,XS_10,1.0,bgm_collapse,,ether,1,idle,
event_wisdomspring_02_e_2,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_2,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_3,40068,event_wisdomspring_02_e,Narration,ether,,Locale_SubScenario:event_wisdomspring_02_e_3,False,,XS_10,XS_10,1.0,,sfx_scn_scorebeep,,1,idle,
event_wisdomspring_02_e_4,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_4,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_5,40068,event_wisdomspring_02_e,Narration,ether,,Locale_SubScenario:event_wisdomspring_02_e_5,False,,black,black,1.0,,sfx_scn_scifiheavydoor,,1,idle,
event_wisdomspring_02_e_6,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_6,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_7,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_7,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_8,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_8,False,MachineRoom,XS_10,XS_160,1.0,,,,1,idle,ether
event_wisdomspring_02_e_9,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_9,False,,XS_160,XS_160,1.0,,,,,,
event_wisdomspring_02_e_10,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_10,False,,XS_160,XS_160,1.0,,,,,,
event_wisdomspring_02_e_11,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_11,True,,XS_160,XS_160,1.0,,,,,,
event_wisdomspring_02_e_12,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_12,True,,XS_160,XS_160,1.0,,,,,,
event_wisdomspring_02_e_13,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_13,False,,XS_160,XS_1600,1.0,,,,,,
event_wisdomspring_02_e_14,40068,event_wisdomspring_02_e,Narration,ether,,Locale_SubScenario:event_wisdomspring_02_e_14,False,,XS_1600,XS_1600,1.0,,sfx_scn_mechasignal,,,,
event_wisdomspring_02_e_15,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_15,False,,XS_1600,XS_160,1.0,,,,,,
event_wisdomspring_02_e_16,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_16,False,ElevatorOut,XS_160,XS_10,1.0,,,ether,1,idle,
event_wisdomspring_02_e_17,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_17,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_18,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_18,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_19,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_19,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_20,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_20,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_21,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_21,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_22,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_22,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_23,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_23,True,,XS_10,XS_10,1.0,,,,1,idle,
