id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_darkhero_03_e_1,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_1,True,Theater,120,120,1.0,bgm_story_tuffguys,,trony,2,surprise,,black,12,idle,
event_darkhero_03_e_2,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_2,True,,120,20,1.0,,,,2,surprise,,,12,idle,
event_darkhero_03_e_3,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_3,True,,20,1,1.0,,,,2,surprise,,,12,idle,
event_darkhero_03_e_4,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_4,True,,1,1,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_5,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_5,True,,1,1,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_6,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_6,True,,1,1,1.0,,,,2,surprise,,,12,surprise,
event_darkhero_03_e_7,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_7,True,,1,20,1.0,,,,2,think,,,12,surprise,
event_darkhero_03_e_8,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_8,False,,20,20,1.0,,,,2,think,,,12,surprise,
event_darkhero_03_e_9,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_9,True,,20,20,1.0,,,,2,smile,,,12,surprise,
event_darkhero_03_e_10,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_10,True,,20,20,1.0,,,,2,smile,,,12,surprise,
event_darkhero_03_e_11,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_11,False,,20,20,1.0,,,,2,smile,,,12,surprise,
event_darkhero_03_e_12,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_12,False,,black,black,1.0,,,,2,smile,,,12,surprise,
event_darkhero_03_e_13,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_13,False,,20,20,1.0,,,,2,smile,,,12,surprise,
event_darkhero_03_e_14,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_14,False,,20,20,1.0,,,,2,smile,,,12,surprise,
event_darkhero_03_e_15,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_15,True,,20,20,1.0,,,,2,no,,,12,surprise,
event_darkhero_03_e_16,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_16,True,,20,1,1.0,,,,2,no,,,12,idle,
event_darkhero_03_e_17,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_17,True,,1,1,1.0,,,,2,no,,,12,idle,
event_darkhero_03_e_18,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_18,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_19,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_19,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_20,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_20,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_21,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_21,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_22,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_22,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_23,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_23,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_24,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_24,True,,1,1,1.0,,,,2,sad,,,12,smile,
event_darkhero_03_e_25,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_25,True,,1,1,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_26,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_26,True,,1,20,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_27,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_27,True,,20,20,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_28,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_28,True,,20,20,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_29,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_29,True,,20,20,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_30,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_30,True,,20,20,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_31,40047,event_darkhero_03_e,Monologue,trony,,Locale_SubScenario:event_darkhero_03_e_31,False,,20,20,1.0,,,,2,sad,,,12,smile,
event_darkhero_03_e_32,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_32,True,,20,120,1.0,,,,2,sad,,,12,think,
event_darkhero_03_e_33,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_33,True,,120,120,1.0,,,,2,sad,,,12,think,
event_darkhero_03_e_34,40047,event_darkhero_03_e,Speech,black,trony,Locale_SubScenario:event_darkhero_03_e_34,False,,120,120,1.0,,,,2,sad,,,12,think,
event_darkhero_03_e_35,40047,event_darkhero_03_e,Speech,black,trony,Locale_SubScenario:event_darkhero_03_e_35,False,,120,120,1.0,,,,2,sad,,,12,think,
event_darkhero_03_e_36,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_36,True,,120,1200,1.0,,,,2,sad,,,12,think,
event_darkhero_03_e_37,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_37,True,,1200,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_38,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_38,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_39,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_39,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_40,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_40,True,,1,1,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_41,40047,event_darkhero_03_e,Monologue,black,,Locale_SubScenario:event_darkhero_03_e_41,False,Park,black,black,1.0,none,,,2,shy,,,12,idle,
event_darkhero_03_e_42,40047,event_darkhero_03_e,Monologue,black,,Locale_SubScenario:event_darkhero_03_e_42,False,,160,160,1.0,bgm_story_sundayintheark,,,2,shy,,,12,idle,
event_darkhero_03_e_43,40047,event_darkhero_03_e,Monologue,black,,Locale_SubScenario:event_darkhero_03_e_43,False,,160,160,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_44,40047,event_darkhero_03_e,Monologue,black,,Locale_SubScenario:event_darkhero_03_e_44,False,,160,120,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_45,40047,event_darkhero_03_e,Monologue,black,,Locale_SubScenario:event_darkhero_03_e_45,False,,120,120,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_46,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_46,True,,120,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_47,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_47,True,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_48,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_48,True,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_49,40047,event_darkhero_03_e,Self,black,,Locale_SubScenario:event_darkhero_03_e_49,False,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_50,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_50,True,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_51,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_51,True,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_52,40047,event_darkhero_03_e,Self,black,,Locale_SubScenario:event_darkhero_03_e_52,False,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_53,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_53,True,,1,1,1.0,,,,2,shy,,,12,smile,
event_darkhero_03_e_54,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_54,True,,1,1,1.0,,,,2,shy,,,12,smile,
event_darkhero_03_e_55,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_55,True,,1,1,1.0,,,,2,delight,,,12,smile,
event_darkhero_03_e_56,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_56,True,,1,12,1.0,,,,2,delight,,,12,idle,
event_darkhero_03_e_57,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_57,True,,12,120,1.0,,,,2,delight,,,12,idle,
event_darkhero_03_e_58,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_58,True,,120,120,1.0,,,,2,delight,,,12,idle,
event_darkhero_03_e_59,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_59,True,,120,120,1.0,,,,2,delight,,,12,idle,
event_darkhero_03_e_60,40047,event_darkhero_03_e,Speech,black,trony,Locale_SubScenario:event_darkhero_03_e_60,False,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_61,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_61,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_62,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_62,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_63,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_63,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_64,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_64,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_65,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_65,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_66,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_66,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_67,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_67,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_68,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_68,True,,120,120,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_69,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_69,True,,120,1200,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_70,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_70,True,,1200,1200,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_71,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_71,True,,1200,1200,1.0,,,,2,sad,,,12,idle,
event_darkhero_03_e_72,40047,event_darkhero_03_e,Speech,black,trony,Locale_SubScenario:event_darkhero_03_e_72,False,,1200,1200,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_73,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_73,True,,1200,1200,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_74,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_74,True,,1200,1200,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_75,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_75,True,,1200,1200,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_76,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_76,True,,1200,1200,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_77,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_77,True,,1200,120,1.0,,,,2,shy,,,12,smile,
event_darkhero_03_e_78,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_78,True,,120,1,1.0,,,,2,shy,,,12,smile,
event_darkhero_03_e_79,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_79,True,,1,1,1.0,,,,2,shy,,,12,smile,
event_darkhero_03_e_80,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_80,True,,1,1,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_81,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_81,True,,1,20,1.0,,,,2,shy,,,12,idle,
event_darkhero_03_e_82,40047,event_darkhero_03_e,Speech,trony,black,Locale_SubScenario:event_darkhero_03_e_82,False,,20,20,1.0,,,,2,shy,,,12,idle,
