id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_bbqmaster_04_1,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_1,True,LogHouseOut_n,2,2,1.0,bgm_story_summermood,anis_s,3,worry,neon_s,1,worry
d_contents_bbqmaster_04_2,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_2,True,,2,2,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_3,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_3,True,,2,XS_10,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_4,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_4,True,,XS_10,XS_10,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_5,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_5,True,,XS_10,XS_10,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_6,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_6,True,,XS_10,XS_10,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_7,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_7,True,,XS_10,XS_30,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_8,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_8,True,,XS_30,XS_30,1.0,,,3,worry,,1,worry
d_contents_bbqmaster_04_9,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_9,True,,XS_30,2,1.0,,,3,worry,,1,idle
d_contents_bbqmaster_04_10,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_10,True,,2,2,1.0,,,3,idle,,1,idle
d_contents_bbqmaster_04_11,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_11,True,,2,2,1.0,,,3,idle,,1,idle
d_contents_bbqmaster_04_12,80603,d_contents_bbqmaster_04,Self,,,Locale_SubScenario:d_contents_bbqmaster_04_12,False,,2,2,1.0,,,3,idle,,1,idle
d_contents_bbqmaster_04_13,80603,d_contents_bbqmaster_04,Self,,,Locale_SubScenario:d_contents_bbqmaster_04_13,False,,2,2,1.0,,,3,idle,,1,idle
d_contents_bbqmaster_04_14,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_14,True,,2,2,1.0,,,3,delight,,1,idle
d_contents_bbqmaster_04_15,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_15,True,,2,2,1.0,,,3,delight,,1,idle
d_contents_bbqmaster_04_16,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_16,False,,2,2,1.0,,,3,"expression_0,idle",,1,"expression_0,idle"
d_contents_bbqmaster_04_17,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_17,True,,2,2,1.0,,,3,delight,,1,idle
d_contents_bbqmaster_04_18,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_18,True,,2,2,1.0,,,3,delight,,1,delight
d_contents_bbqmaster_04_19,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_19,True,,2,2,1.0,,,3,void,,1,delight
d_contents_bbqmaster_04_20,80603,d_contents_bbqmaster_04,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_04_20,True,,2,2,1.0,,,3,void,,1,delight
d_contents_bbqmaster_04_21,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_21,True,,2,2,1.0,,,3,void,,1,surprise
d_contents_bbqmaster_04_22,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_22,True,,2,2,1.0,,,3,void,,1,no
d_contents_bbqmaster_04_23,80603,d_contents_bbqmaster_04,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_04_23,True,,2,2,1.0,,,3,void,,1,no
