id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
event_icedragonsaga2_05_s_1,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_1,True,ingrid,2,idle,guillotine,12,think,GoddessOfVictory_n,1,1,1.0,bgm_story_monochrome,Vignetting,,,,,,,
event_icedragonsaga2_05_s_2,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_2,True,,2,idle,,12,think,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_3,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_3,False,,2,idle,,12,think,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_4,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_4,True,,2,idle,,12,think,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_5,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_5,True,,2,idle,,12,no,,1,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_6,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_6,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_7,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_7,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_8,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_8,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_9,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_9,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_10,40065,event_icedragonsaga2_05_s,Speech,guillotine,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_10,False,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_11,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_11,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_12,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_12,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_13,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_13,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_14,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_14,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_15,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_15,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_16,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_16,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_17,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_17,True,,2,idle,,12,think,,XS_120,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_18,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_18,True,,2,idle,,12,think,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_19,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_19,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_20,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_20,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_21,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_21,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_22,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_22,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_23,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_23,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_24,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_24,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_25,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_25,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_26,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_26,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_27,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_27,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_28,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_28,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_29,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_29,True,,2,idle,,12,think,,1,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_30,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_30,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_31,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_31,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_32,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_32,True,,2,angry,,12,think,,XS_120,L_200,0.5,none,Vignetting,,,,,,,
event_icedragonsaga2_05_s_33,40065,event_icedragonsaga2_05_s,Speech,ingrid,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_33,False,,2,angry,,12,no,,L_200,L_200,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_34,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_34,True,,2,angry,,12,no,,L_200,L_200,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_35,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_35,True,,2,angry,,12,no,,L_200,L_200,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_36,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_36,True,,2,angry,,12,no,,L_200,L_200,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_37,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_37,False,,2,angry,,12,no,,L_200,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_38,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_38,True,,2,angry,,12,no,,1,1,1.0,bgm_story_sceneofmemory,Vignetting,,,,,,,
event_icedragonsaga2_05_s_39,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_39,True,,2,angry,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_40,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_40,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_41,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_41,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_42,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_42,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_43,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_43,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_44,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_44,False,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_45,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_45,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_46,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_46,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_47,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_47,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_48,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_48,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_49,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_49,True,,2,idle,,12,no,BriefingRoom,1,1,1.0,,Vignetting,black,,,,,,
event_icedragonsaga2_05_s_50,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_50,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_51,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_51,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_52,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_52,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_53,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_53,True,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_54,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_54,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,black,,,,,,
event_icedragonsaga2_05_s_55,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_55,True,,2,idle,,12,idle,,1,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_56,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_56,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_57,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_57,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_58,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_58,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_59,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_59,True,,2,think,,12,no,,1,1,1.0,,Vignetting,black,,,,,,
