id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade
event_ce_01_02_1,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_1,True,andersen,1,angry,Office,1,1,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_2,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_2,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_3,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_3,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_4,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_4,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_5,40008,event_ce_01_02,Self,andersen,Self,Locale_SubScenario:event_ce_01_02_5,False,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_6,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_6,True,,1,think,,1,L_10,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_7,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_7,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_8,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_8,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_9,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_9,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_10,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_10,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_11,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_11,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_12,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_12,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_13,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_13,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_14,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_14,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_15,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_15,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_16,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_16,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_17,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_17,True,,1,idle,,L_10,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_18,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_18,True,,1,think,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_19,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_19,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_20,40008,event_ce_01_02,Self,andersen,Self,Locale_SubScenario:event_ce_01_02_20,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_21,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_21,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_22,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_22,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_23,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_23,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_24,40008,event_ce_01_02,Self,andersen,Self,Locale_SubScenario:event_ce_01_02_24,False,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_25,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_25,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_26,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_26,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_27,40008,event_ce_01_02,Self,andersen,Self,Locale_SubScenario:event_ce_01_02_27,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_28,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_28,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_29,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_29,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_30,40008,event_ce_01_02,Self,andersen,Self,Locale_SubScenario:event_ce_01_02_30,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_31,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_31,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_32,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_32,True,,1,delight,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
event_ce_01_02_33,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_33,True,,9,delight,Restaurant,12,12,1.0,bgm_inark,andersen,neon,7,idle,anis,5,idle,rapi,3,idle,c_npc_2,1,idle,c_3,13,idle,c_npc_1,15,idle,c_2,17,sad,black
event_ce_01_02_34,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_34,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_35,40008,event_ce_01_02,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_02_35,True,,,,,12,16,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_36,40008,event_ce_01_02,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_02_36,True,,,,,16,16,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,smile,
event_ce_01_02_37,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_37,True,,,,,S_70,S_70,1.0,,,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,smile,
event_ce_01_02_38,40008,event_ce_01_02,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_02_38,True,,,,,17,170,0.3,,,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,
event_ce_01_02_39,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_39,True,,,,,6,6,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,
event_ce_01_02_40,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_40,True,,,,,6,6,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_41,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_41,True,,,,,6,6,1.0,,,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_42,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_42,True,,,,,6,4,1.0,,,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_43,40008,event_ce_01_02,Self,,Self,Locale_SubScenario:event_ce_01_02_43,False,,,,,4,4,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_44,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_44,True,,,,,4,2,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_45,40008,event_ce_01_02,Self,,Self,Locale_SubScenario:event_ce_01_02_45,False,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_46,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_46,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_47,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_47,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_48,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_48,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_49,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_49,True,,,,,50,50,1.0,,,,7,idle,,5,worry,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_50,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_50,True,,,,,130,130,1.0,,,,7,idle,,5,worry,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_51,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_51,True,,,,,130,130,1.0,,,,7,idle,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_52,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_52,True,,,,,130,130,1.0,,,,7,idle,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_53,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_53,True,,,,,50,50,1.0,,,,7,idle,,5,sad,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_54,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_54,True,,,,,12,12,1.0,,,,7,idle,,5,sad,,3,idle,,1,angry,,13,idle,,15,idle,,17,sad,
event_ce_01_02_55,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_55,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,sad,
event_ce_01_02_56,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_56,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,sad,
event_ce_01_02_57,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_57,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,good,,15,idle,,17,sad,
event_ce_01_02_58,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_58,False,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,think,,13,good,,15,idle,,17,sad,
event_ce_01_02_59,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_59,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,sad,
event_ce_01_02_60,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_60,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,sad,
event_ce_01_02_61,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_61,True,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
