id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake
event_beautyfullshot2_05_e_1,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_1,True,EventScene_BeautyFullShot_04,fishing_01,1,1.0,bgm_story_milkyway,,,,,,,,
event_beautyfullshot2_05_e_2,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_2,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_3,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_3,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_4,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_4,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_5,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_5,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_6,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_6,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_7,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_7,True,,1,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_8,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_8,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_9,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_9,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_10,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_10,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_11,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_11,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_12,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_12,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_13,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_13,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_14,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_14,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_15,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_15,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_16,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_16,True,,100,fishing_02,2.0,,,,,,,,,
event_beautyfullshot2_05_e_17,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_17,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_18,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_18,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_19,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_19,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_20,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_20,True,,fishing_02,fishing_03,1.0,,,,,,,,,
event_beautyfullshot2_05_e_21,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_21,True,,fishing_03,fishing_03,1.0,,,,,,,,,
event_beautyfullshot2_05_e_22,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_22,True,,fishing_03,fishing_03,1.0,,,,,,,,,
event_beautyfullshot2_05_e_23,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_23,True,,fishing_03,fishing_03,1.0,,,,,,,,,
event_beautyfullshot2_05_e_24,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_24,True,,fishing_03,fishing_03,1.0,,,,,,,,,
event_beautyfullshot2_05_e_25,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_25,True,,fishing_03,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_26,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_26,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_27,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_27,True,,fishing_02,1,2.0,,,,,,,,,
event_beautyfullshot2_05_e_28,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_28,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_29,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_29,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_30,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_30,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_31,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_31,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_32,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_32,True,,1,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_33,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_33,True,,100,100,1.0,,,,,,,,,
