id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,set_filter_01,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,effects/0/stop_effect_id
event_lastkingdom1_04_e_1,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_1,True,EventScene_lastkingdom_02,hyperfood_02,hyperfood_01,1.0,event_bgm_lastkingdom_reclusivepilot,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_2,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_2,True,,hyperfood_01,hyperfood_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_3,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_3,True,,hyperfood_01,hyperfood_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_4,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_4,True,,hyperfood_01,hyperfood_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_5,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_5,True,,hyperfood_01,hyperfood_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_6,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_6,True,,hyperfood_02,hyperfood_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_7,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_7,True,,hyperfood_02,hyperfood_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_8,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_8,True,FreezerIn,black,black,1.0,,kilo,1,idle,talos,3,idle,crown,13,idle,chime,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_9,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_9,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,sfx_scn_mechawakeup,,,,,,,,,,,,,,
event_lastkingdom1_04_e_10,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_10,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_11,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_11,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_12,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_12,True,,31,3,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_13,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_13,True,,3,30,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_14,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_14,True,,30,30,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_15,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_15,True,,30,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_16,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_16,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_17,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_17,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_18,40045,event_lastkingdom1_04_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_04_e_18,True,,31,31,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_19,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_19,True,,31,1,1.0,,,1,think,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_20,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_20,True,,1,S_10,1.0,,,1,think,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_21,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_21,True,,S_10,S_10,1.0,,,1,delight,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_22,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_22,True,,XXS_1500,XXS_1500,1.0,,,1,delight,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_23,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_23,True,,XXS_1500,XXS_150,1.0,,,1,delight,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_24,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_24,True,,XXS_150,XXS_150,1.0,,,1,delight,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_25,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_25,True,,XXS_150,XXS_150,1.0,,,1,delight,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_26,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_26,True,,XXS_150,XXS_150,1.0,,,1,delight,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_27,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_27,True,,S_10,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_28,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_28,False,,S_10,S_10,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_29,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_29,True,,S_10,1,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_30,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_30,True,,1,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_31,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_31,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_32,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_32,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_33,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_33,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_34,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_34,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_35,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_35,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_36,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_36,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_37,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_37,True,,113,130,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_38,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_38,True,,130,130,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_39,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_39,True,,130,130,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_40,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_40,True,,130,1300,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_41,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_41,True,,1300,1300,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_42,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_42,True,,S_100,S_100,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_43,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_43,True,,XXS_1500,XXS_1500,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_44,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_44,True,,XXS_1500,XXS_1500,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_45,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_45,True,,XXS_1500,XXS_150,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_46,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_46,True,,XXS_150,XXS_150,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_47,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_47,False,,S_10,S_10,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_48,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_48,True,,S_10,S_10,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_49,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_49,True,,S_10,S_100,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_50,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_50,True,,S_100,S_100,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_51,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_51,True,,1315,1315,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_52,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_52,True,,1315,1315,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_53,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_53,False,,1315,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_54,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_54,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_55,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_55,True,,113,113,1.0,,,1,surprise,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_56,40045,event_lastkingdom1_04_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_04_e_56,False,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_57,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_57,True,,113,113,1.0,,,1,idle,,3,idle,,13,idle,,15,void,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_58,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_58,True,CrownCastleFrontYard_d,XXS_1500,XXS_1500,1.0,,,1,idle,,3,idle,,13,idle,,15,idle,,kilo,talos,marian_q,17,void,fx_Eventscene_camera_recording,rec,True,Blur_Low,black,,,,
event_lastkingdom1_04_e_59,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_59,True,,1300,1300,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
