id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_movie,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/hide_char_id,characters/5/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id
event_absolute2_06_e_1,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_1,True,eunhwa_t,1,angry,emma_t,3,worry,vesti_t,13,angry_02,IceLand_02,100,10,1.0,bgm_story_ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_2,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_2,True,,1,angry,,3,worry,,13,angry_02,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_3,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_3,True,,1,angry,,3,worry,,13,angry_02,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_4,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_4,True,,1,angry,,3,worry,,13,angry_02,,XS_130,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_5,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_5,True,,1,angry,,3,worry,,13,angry_02,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_6,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_6,True,,1,angry,,3,worry,,13,angry_02,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_7,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_7,True,,1,angry,,3,worry,,13,angry_02,,10,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_8,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_8,True,,1,angry,,3,worry,,13,angry_02,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_9,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_9,True,,1,angry,,3,worry,,13,angry_02,,30,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_10,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_10,False,,1,angry,,3,worry,,13,angry_02,,10,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_11,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_11,True,,1,angry,,3,worry,,13,angry_02,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_12,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_12,False,,1,angry,,3,worry,,13,angry_02,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_13,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_13,True,,1,angry,,3,worry,,13,angry_02,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_14,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_14,False,,1,angry,,3,worry,,13,angry_02,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_15,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_15,True,,1,angry,,3,worry,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_16,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_16,True,,1,angry,,3,worry,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_17,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_17,True,,1,angry,,3,worry,,13,delight,,113,31,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_18,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_18,True,,1,idle,,3,worry,,13,delight,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_19,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_19,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_20,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_20,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_21,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_21,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_22,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_22,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_23,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_23,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_24,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_24,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_25,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_25,True,,1,idle,,3,worry,,13,idle,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_26,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_26,True,,1,idle,,3,worry,,13,idle,,31,113,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_27,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_27,True,,1,angry,,3,worry,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_28,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_28,True,,1,angry,,3,worry,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_29,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_29,True,,1,angry,,3,worry,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_30,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_30,True,,1,angry,,3,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_31,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_31,True,,1,idle,,3,idle,,13,idle,,30,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_32,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_32,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_33,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_33,True,,1,idle,,3,idle,,13,idle,,10,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_34,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_34,True,,1,idle,,3,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_35,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_35,True,,1,idle,,3,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_36,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_36,True,,1,idle,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_37,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_37,True,,1,angry,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_38,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_38,True,,1,angry,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_39,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_39,False,,1,angry,,3,idle,,13,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_40,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_40,False,,1,angry,,3,idle,,13,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_41,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_41,True,,1,angry,,3,idle,,13,delight,,XS_130,XS_1300,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_42,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_42,True,,1,angry,,3,delight,,13,delight,,30,300,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_43,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_43,False,,1,angry,,3,delight,,13,delight,IceLand_03,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_44,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_44,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
