id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_bluewaterisland1_04_e_1,40020,event_bluewaterisland1_04_e,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland1_04_e_1,False,EventScene_BluewaterIsland_04,black,black,1.0,bgm_story_summermood,,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_2,40020,event_bluewaterisland1_04_e,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland1_04_e_2,False,,black,black,1.0,,,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_3,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_3,True,,clinic_mary,clinic_mary,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_4,40020,event_bluewaterisland1_04_e,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland1_04_e_4,True,,clinic_mary,clinic_pepper,1.0,,pepper_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_5,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_5,True,,clinic_pepper,clinic_pepper,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_6,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_6,True,,clinic_pepper,clinic_pepper,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_7,40020,event_bluewaterisland1_04_e,Self,Self,Locale_SubScenario:event_bluewaterisland1_04_e_7,False,,clinic_pepper,clinic_pepper,1.0,,,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_8,40020,event_bluewaterisland1_04_e,Speech,neon_s,Locale_SubScenario:event_bluewaterisland1_04_e_8,True,,clinic_pepper,clinic_pepper,1.0,,neon_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_9,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_9,True,,clinic_pepper,clinic_mary,2.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_10,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_10,True,,clinic_mary,clinic_mary,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_11,40020,event_bluewaterisland1_04_e,Speech,frima_s,Locale_SubScenario:event_bluewaterisland1_04_e_11,True,,clinic_mary,clinic_frima,2.0,,frima_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_12,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_12,True,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_13,40020,event_bluewaterisland1_04_e,Speech,frima_s,Locale_SubScenario:event_bluewaterisland1_04_e_13,True,,clinic_frima,clinic_frima,1.0,,frima_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_14,40020,event_bluewaterisland1_04_e,Speech,frima_s,Locale_SubScenario:event_bluewaterisland1_04_e_14,True,,clinic_frima,clinic_frima,1.0,,frima_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_15,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_15,True,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_16,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_16,False,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_17,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_17,True,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_18,40020,event_bluewaterisland1_04_e,Speech,frima_s,Locale_SubScenario:event_bluewaterisland1_04_e_18,True,,clinic_frima,clinic_frima,1.0,,frima_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_19,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_19,True,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_20,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_20,True,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_21,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_21,True,,clinic_frima,clinic_frima,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_22,40020,event_bluewaterisland1_04_e,Speech,frima_s,Locale_SubScenario:event_bluewaterisland1_04_e_22,True,,clinic_frima,clinic_frima,1.0,,frima_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_23,40020,event_bluewaterisland1_04_e,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_e_23,True,,clinic_frima,clinic_rapi,3.0,,rapi_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_24,40020,event_bluewaterisland1_04_e,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_e_24,True,,clinic_rapi,clinic_rapi,1.0,,rapi_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_25,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_25,True,,clinic_rapi,clinic_all,3.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_26,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_26,True,,clinic_all,clinic_all,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_27,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_27,True,,clinic_all,clinic_all,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_28,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_28,True,,clinic_all,clinic_all,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_29,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_29,True,,clinic_all,clinic_all,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_30,40020,event_bluewaterisland1_04_e,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland1_04_e_30,True,,clinic_all,clinic_all,1.0,,rapi_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_31,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_31,True,,clinic_all,clinic_all,1.0,,mary_s,,,,,,,,,,,,,,
event_bluewaterisland1_04_e_32,40020,event_bluewaterisland1_04_e,Speech,mary_s,Locale_SubScenario:event_bluewaterisland1_04_e_32,True,,clinic_all,clinic_all,1.0,,mary_s,,,,,,,,,,,,,,
