id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_overzone1_03_s_1,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_1,False,TemporaryCamp,black,black,1.0,event_bgm_overzone,,,,,,dorothy,1,think,pinne,13,worry,,,,,,,,,
event_overzone1_03_s_2,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_2,True,,113,113,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_3,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_3,True,,113,113,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_4,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_4,True,,113,1,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_5,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_5,True,,1,10,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_6,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_6,True,,10,10,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_7,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_7,True,,10,10,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_8,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_8,True,,10,10,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_9,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_9,True,,10,100,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_10,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_10,True,,100,100,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_11,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_11,True,,S_1300,S_1300,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_12,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_12,True,,100,100,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_13,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_13,True,,100,100,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_14,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_14,True,,100,113,2.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_15,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_15,False,,113,113,1.0,,dorothy,dorothy,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_16,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_16,False,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_17,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_17,False,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_18,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_18,True,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_19,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_19,True,,113,113,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_20,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_20,False,,113,113,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_21,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_21,True,,113,1,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_22,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_22,True,,1,1,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_23,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_23,True,,1,10,2.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_24,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_24,True,,10,10,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_25,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_25,True,,10,10,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_26,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_26,True,,10,113,2.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_27,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_27,True,,113,113,1.0,,dorothy,dorothy,,,,,1,idle,,13,worry,,,,,,,,,
event_overzone1_03_s_28,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_28,True,,113,113,1.0,,dorothy,dorothy,,,,,1,idle,,13,worry,,,,,,,,,
event_overzone1_03_s_29,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_29,True,,113,113,1.0,,pinne,pinne,,,,,1,idle,,13,idle,,,,,,,,,
event_overzone1_03_s_30,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_30,True,,113,113,1.0,,pinne,pinne,,,,,1,idle,,13,idle,,,,,,,,,
event_overzone1_03_s_31,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_31,True,,113,113,1.0,,pinne,pinne,,,,,1,idle,,13,idle,,,,,,,,,
event_overzone1_03_s_32,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_32,True,,113,113,1.0,,dorothy,dorothy,,,,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_33,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_33,False,,black,black,1.0,,,,sfx_scn_zipper,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_34,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_34,False,,black,black,1.0,,,,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_35,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_35,False,,black,black,1.0,,,,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_36,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_36,False,,black,black,1.0,,,,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_37,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_37,False,,113,113,1.0,,dorothy,dorothy,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_38,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_38,True,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_39,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_39,True,,113,113,1.0,,dorothy,dorothy,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_40,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_40,True,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_41,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_41,True,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_42,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_42,True,,113,113,1.0,,dorothy,dorothy,,,,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_43,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_43,True,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_44,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_44,True,,113,113,1.0,,pinne,pinne,,,,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_45,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_45,False,,113,113,1.0,,dorothy,dorothy,,,,,1,think,,13,idle,,,,,,,,,
event_overzone1_03_s_46,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_46,True,,113,S_130,2.0,,pinne,pinne,,,,,1,think,,13,surprise,,,,,,,,,
event_overzone1_03_s_47,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_47,False,,S_130,S_130,1.0,,dorothy,dorothy,,,,,1,think,,13,surprise,,,,,,,,,
event_overzone1_03_s_48,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_48,True,,S_130,S_1300,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_49,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_49,False,,S_1300,S_1300,1.0,,dorothy,dorothy,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_50,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_50,True,,S_1300,S_130,1.0,,pinne,pinne,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_51,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_51,True,,S_130,S_130,1.0,,pinne,pinne,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_52,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_52,False,,S_130,S_130,1.0,,dorothy,dorothy,,,,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_53,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_53,True,,S_130,113,2.0,,pinne,pinne,,,,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_54,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_54,True,,113,113,1.0,,dorothy,dorothy,,,,,1,think,,13,idle,,,,,,,,,
event_overzone1_03_s_55,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_55,True,,113,113,1.0,,pinne,pinne,,,,,1,think,,13,idle,,,,,,,,,
event_overzone1_03_s_56,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_56,True,,113,113,1.0,,pinne,pinne,,,,,1,think,,13,idle,,,,,,,,,
event_overzone1_03_s_57,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_57,True,,113,113,1.0,,dorothy,dorothy,,,,,1,worry,,13,idle,,,,,,,,,
