id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_npc_day7_04_1,80903,snowfall_speech_npc_day7_04,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day7_04_1,True,BambooForest_n,2,2,1.0,amb_so_bambooforest_3,event_bgm_neverland_snowflakes_night,lumi_01,3,idle,belorta,1,delight
snowfall_speech_npc_day7_04_2,80903,snowfall_speech_npc_day7_04,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day7_04_2,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_3,80903,snowfall_speech_npc_day7_04,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day7_04_3,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_4,80903,snowfall_speech_npc_day7_04,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day7_04_4,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_5,80903,snowfall_speech_npc_day7_04,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day7_04_5,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_6,80903,snowfall_speech_npc_day7_04,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day7_04_6,True,,2,2,1.0,,,,3,idle,,1,delight
snowfall_speech_npc_day7_04_7,80903,snowfall_speech_npc_day7_04,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day7_04_7,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_8,80903,snowfall_speech_npc_day7_04,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day7_04_8,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_9,80903,snowfall_speech_npc_day7_04,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day7_04_9,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_10,80903,snowfall_speech_npc_day7_04,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day7_04_10,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day7_04_11,80903,snowfall_speech_npc_day7_04,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day7_04_11,True,,2,2,1.0,,,,3,idle,,1,angry
snowfall_speech_npc_day7_04_12,80903,snowfall_speech_npc_day7_04,Narration,,,Locale_SubScenario:snowfall_speech_npc_day7_04_12,False,,black,black,1.0,,,,3,idle,,1,angry
