id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_ex_redash_03_4_1,80800,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_1,False,ArkRuinIndoor,black,black,1.0,none,,,,rapunzel_o,9,idle,dorothy,7,idle,liliweiss,5,idle,commander,3,no,,,
d_ex_redash_03_4_2,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_2,True,,4,4,1.0,event_bgm_redash_alldownhill,commander,,,,9,idle,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_3,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_3,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_4,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_4,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_5,80800,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_5,True,,4,8,1.0,,dorothy,,,,9,idle,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_6,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_6,True,,8,8,1.0,,rapunzel_o,,,,9,surprise,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_7,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_7,True,,8,4,1.0,,commander,,,,9,surprise,,7,idle,,5,surprise,,3,surprise,,,
d_ex_redash_03_4_8,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_8,True,,4,4,1.0,,liliweiss,,,,9,surprise,,7,idle,,5,idle,,3,surprise,,,
d_ex_redash_03_4_9,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_9,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,idle,,3,no,,,
d_ex_redash_03_4_10,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_10,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,no,,3,no,,,
d_ex_redash_03_4_11,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_11,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,surprise,,,
d_ex_redash_03_4_12,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_12,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,no,,3,surprise,,,
d_ex_redash_03_4_13,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_13,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,no,,,
d_ex_redash_03_4_14,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_14,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_15,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_15,True,,L_90,L_90,1.0,,rapunzel_o,,,,9,think,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_16,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_16,True,,L_30,L_30,1.0,,commander,,,,9,think,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_17,80800,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_17,True,,L_30,L_30,1.0,,dorothy,,,,9,idle,,7,idle,,5,no,,3,idle,,,
d_ex_redash_03_4_18,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_18,True,,L_30,L_30,1.0,,commander,,,,9,idle,,7,idle,,5,no,,3,no,,,
d_ex_redash_03_4_19,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_19,True,,L_30,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,no,,,
d_ex_redash_03_4_20,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_20,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,no,,,
d_ex_redash_03_4_21,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_21,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,no,,,
d_ex_redash_03_4_22,80800,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_22,False,,17,170,0.3,,,sfx_scn_capsuleopen,,,9,idle,,7,idle,,5,think,,3,idle,,,
d_ex_redash_03_4_23,80800,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_23,False,,170,170,1.0,none,,,,,9,surprise,,7,idle,,5,think,,3,idle,,,
d_ex_redash_03_4_24,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_24,False,,4,4,1.0,,commander,,,,9,surprise,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_25,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_25,False,,4,4,1.0,,liliweiss,,,,9,surprise,,7,idle,,5,surprise,,3,no,,,
d_ex_redash_03_4_26,80800,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_26,False,,8,8,1.0,,dorothy,,,,9,surprise,,7,worry,,5,surprise,,3,no,,,
d_ex_redash_03_4_27,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_27,False,,8,8,1.0,,rapunzel_o,,,,9,surprise,,7,worry,,5,surprise,,3,no,,,
d_ex_redash_03_4_28,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_28,True,,3,3,1.0,,commander,,,,9,surprise,,7,idle,,5,surprise,,3,no,redhood,1,shy_02
d_ex_redash_03_4_29,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_29,True,,1,10,0.3,bgm_story_languor,redhood,,,,9,idle,,7,idle,,5,surprise,,3,no,,1,shy_02
d_ex_redash_03_4_30,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_30,True,,10,10,1.0,,redhood,,Low_2,,9,idle,,7,idle,,5,idle,,3,no,,1,panic
d_ex_redash_03_4_31,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_31,False,,10,2,1.0,,commander,,,,9,idle,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_32,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_32,True,,2,2,1.0,,commander,,,,9,idle,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_33,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_33,True,,2,2,1.0,,redhood,,,,9,pain_01,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_34,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_34,True,,L_90,L_90,1.0,,rapunzel_o,,,,9,pain_01,,7,idle,,5,idle,,3,surprise,,1,panic
d_ex_redash_03_4_35,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_35,True,,10,10,1.0,,redhood,,,,9,pain_01,,7,idle,,5,idle,,3,surprise,,1,no
d_ex_redash_03_4_36,80800,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_36,False,,10,10,1.0,,,,,,9,pain_01,,7,idle,,5,idle,,3,idle,,1,no
d_ex_redash_03_4_37,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_37,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,no
d_ex_redash_03_4_38,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_38,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,surprise,,3,idle,,1,idle
d_ex_redash_03_4_39,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_39,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,idle,,1,idle
d_ex_redash_03_4_40,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_40,True,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,idle,,1,idle
d_ex_redash_03_4_41,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_41,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_42,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_42,True,,10,1,1.0,,redhood,,Low_2,,9,idle,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_43,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_43,True,,1,1,1.0,,redhood,,,,9,idle,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_44,80800,d_ex_redash_03_4,Speech,commander,Locale_SuddenStory:d_ex_redash_03_4_44,False,,4,4,1.0,,commander,,,,9,idle,,7,idle,,5,think,,3,no,,1,smile
d_ex_redash_03_4_45,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_45,False,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,no,,1,smile
d_ex_redash_03_4_46,80800,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_46,False,,8,8,1.0,,dorothy,,,,9,pain_01,,7,worry,,5,think,,3,no,,1,smile
d_ex_redash_03_4_47,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_47,False,,8,8,1.0,,rapunzel_o,,,,9,pain_01,,7,worry,,5,think,,3,no,,1,smile
d_ex_redash_03_4_48,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_48,True,,1,10,0.5,,redhood,,,,9,pain_01,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_49,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_49,True,,L_90,L_90,1.0,,rapunzel_o,,,,9,pain_01,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_50,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_50,True,,10,10,1.0,,redhood,,,,9,pain_01,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_51,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_51,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_52,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_52,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_53,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_53,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_54,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_54,True,,10,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,go
d_ex_redash_03_4_55,80800,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_55,True,,70,70,1.0,,dorothy,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,go
d_ex_redash_03_4_56,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_56,True,,100,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_57,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_57,True,,100,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_58,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_58,True,,100,100,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_59,80800,d_ex_redash_03_4,Speech,dorothy,Locale_SuddenStory:d_ex_redash_03_4_59,True,,70,70,1.0,,dorothy,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_60,80800,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_60,False,,100,1,1.0,,,,Low_2,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_61,80800,d_ex_redash_03_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_03_4_61,False,,1,1,1.0,,,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,surprise
d_ex_redash_03_4_62,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_62,True,,1,1,1.0,,redhood,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,smile
d_ex_redash_03_4_63,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_63,True,,1,1,1.0,,redhood,,,,9,no,,7,idle,,5,idle,,3,idle,,1,idle
d_ex_redash_03_4_64,80800,d_ex_redash_03_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_03_4_64,True,,1,1,1.0,,rapunzel_o,,,,9,no,,7,idle,,5,think,,3,idle,,1,idle
d_ex_redash_03_4_65,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_65,True,,1,10,1.0,,redhood,,,,9,no,,7,idle,,5,think,,3,idle,,1,surprise
d_ex_redash_03_4_66,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_66,True,,10,10,1.0,,redhood,,,,9,no,,7,idle,,5,think,,3,idle,,1,smile
d_ex_redash_03_4_67,80800,d_ex_redash_03_4,Speech,redhood,Locale_SuddenStory:d_ex_redash_03_4_67,True,,10,10,1.0,,redhood,,,,9,idle,,7,idle,,5,think,,3,idle,,1,panic
d_ex_redash_03_4_68,80800,d_ex_redash_03_4,Speech,liliweiss,Locale_SuddenStory:d_ex_redash_03_4_68,True,,4,4,1.0,,liliweiss,,,,9,idle,,7,idle,,5,think,,3,idle,,1,panic
