id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_oldtales2_05_e_1,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_1,False,NoCloudLand,1517,1517,1.0,event_bgm_oldtales_oswald,,oswald_o,1,idle,hansel,15,void,gretel,17,void,littlemermaid,13,idle,abe,3,idle,cinderella,5,idle
event_oldtales2_05_e_2,40062,event_oldtales2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_05_e_2,False,,1517,13,1.0,,,,1,idle,,15,void,,17,void,,13,idle,,3,idle,,5,idle
event_oldtales2_05_e_3,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_3,False,,13,1,1.0,,,,1,idle,,15,void,,17,void,,13,idle,,3,idle,,5,idle
event_oldtales2_05_e_4,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_4,True,,1,53,1.5,,,,1,idle,,15,void,,17,void,,13,idle,,3,idle,,5,idle
event_oldtales2_05_e_5,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_5,False,,53,53,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_6,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_6,True,,53,31,1.5,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_7,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_7,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_8,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_8,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_9,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_9,False,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_10,40062,event_oldtales2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_05_e_10,False,,L_170,L_170,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_11,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_11,True,,30,30,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_12,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_12,True,,30,30,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_13,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_13,True,,30,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_14,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_14,True,,L_10,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_15,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_15,True,,S_500,S_500,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_16,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_16,True,,S_500,S_500,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_17,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_17,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_18,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_18,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_19,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_19,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_20,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_20,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_21,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_21,True,,L_100,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_22,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_22,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_23,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_23,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_24,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_24,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_25,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_25,True,,L_10,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_26,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_26,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_27,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_27,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_28,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_28,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_29,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_29,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_30,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_30,False,,S_500,S_500,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_31,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_31,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_32,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_32,True,,L_100,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_33,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_33,True,,L_10,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_34,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_34,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_35,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_35,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_36,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_36,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_37,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_37,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_38,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_38,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_39,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_39,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_40,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_40,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_41,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_41,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_42,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_42,False,,31,1315,1.5,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_43,40062,event_oldtales2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_05_e_43,False,,1315,17,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_44,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_44,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_45,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_45,True,,L_10,30,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_46,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_46,True,,30,30,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_47,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_47,True,,30,300,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_48,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_48,False,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_49,40062,event_oldtales2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_05_e_49,False,,L_170,L_170,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_50,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_50,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_51,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_51,True,,L_10,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_52,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_52,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_53,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_53,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_54,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_54,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_55,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_55,True,,L_100,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_56,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_56,False,,L_10,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_57,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_57,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_58,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_58,True,,31,1315,2.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_59,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_59,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_60,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_60,False,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_61,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_61,True,,1315,31,2.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_62,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_62,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_63,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_63,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_64,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_64,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_65,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_65,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_66,40062,event_oldtales2_05_e,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_e_66,True,,31,31,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_67,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_67,True,,31,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
