id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
re_event_ce02_1_06_e_1,40082,re_event_ce02_1_06_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_e_1,True,rapi,5,idle,anis,7,angry,neon,9,idle,ce_02_01,3,idle,ce_02_npc_01,1,idle,c1002_02,13,idle,b0006_02,15,idle,6000d_02,17,idle,WasteLand_03,S_90,S_90,1.0,event_bgm_ce002_story_2,
re_event_ce02_1_06_e_2,40082,re_event_ce02_1_06_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_06_e_2,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,
re_event_ce02_1_06_e_3,40082,re_event_ce02_1_06_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_06_e_3,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,150,1.0,,
re_event_ce02_1_06_e_4,40082,re_event_ce02_1_06_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_06_e_4,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,170,1.0,,
re_event_ce02_1_06_e_5,40082,re_event_ce02_1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_e_5,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,
re_event_ce02_1_06_e_6,40082,re_event_ce02_1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_e_6,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,
re_event_ce02_1_06_e_7,40082,re_event_ce02_1_06_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_06_e_7,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_06_e_8,40082,re_event_ce02_1_06_e,Self,,,Locale_SubScenario:event_ce02_1_06_e_8,False,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_06_e_9,40082,re_event_ce02_1_06_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_06_e_9,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_06_e_10,40082,re_event_ce02_1_06_e,Narration,,,Locale_SubScenario:event_ce02_1_06_e_10,False,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_aim
re_event_ce02_1_06_e_11,40082,re_event_ce02_1_06_e,Monologue,,,Locale_SubScenario:event_ce02_1_06_e_11,False,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_06_e_12,40082,re_event_ce02_1_06_e,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_06_e_12,False,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_06_e_13,40082,re_event_ce02_1_06_e,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_06_e_13,False,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_06_e_14,40082,re_event_ce02_1_06_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_e_14,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,97,97,1.0,,
re_event_ce02_1_06_e_15,40082,re_event_ce02_1_06_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_e_15,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,97,97,1.0,,
re_event_ce02_1_06_e_16,40082,re_event_ce02_1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_e_16,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,97,5,1.0,,
re_event_ce02_1_06_e_17,40082,re_event_ce02_1_06_e,Self,,,Locale_SubScenario:event_ce02_1_06_e_17,False,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,5,1.0,,
re_event_ce02_1_06_e_18,40082,re_event_ce02_1_06_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_e_18,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,5,1.0,,
re_event_ce02_1_06_e_19,40082,re_event_ce02_1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_e_19,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,1.0,,
re_event_ce02_1_06_e_20,40082,re_event_ce02_1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_e_20,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,
re_event_ce02_1_06_e_21,40082,re_event_ce02_1_06_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_e_21,True,,5,idle,,7,angry,,9,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,
