id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
event_maidinvalentine_02_e_1,40007,event_maidinvalentine_02_e,Narration,Locale_SubScenario:event_maidinvalentine_02_e_1,False,signal_v,1,shy,cocoa,3,idle,soda,5,idle,ade,7,idle,Cafe,black,black,1.0,none,,
event_maidinvalentine_02_e_2,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_2,False,,1,shy,,3,idle,,5,idle,,7,idle,,1,1,1.0,bgm_inark,,
event_maidinvalentine_02_e_3,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_3,False,,1,shy,,3,idle,,5,idle,,7,idle,,1,1,1.0,,signal_v,signal
event_maidinvalentine_02_e_4,40007,event_maidinvalentine_02_e,Monologue,Locale_SubScenario:event_maidinvalentine_02_e_4,False,,1,shy,,3,idle,,5,idle,,7,idle,,1,XS_10,1.0,,signal_v,
event_maidinvalentine_02_e_5,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_5,False,,1,shy,,3,idle,,5,idle,,7,idle,,XS_10,XS_10,1.0,,signal_v,
event_maidinvalentine_02_e_6,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_6,False,,1,shy,,3,idle,,5,idle,,7,idle,,XS_10,XS_10,1.0,,signal_v,
event_maidinvalentine_02_e_7,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_7,False,,1,shy,,3,idle,,5,idle,,7,idle,,XS_10,XS_10,1.0,,signal_v,signal
event_maidinvalentine_02_e_8,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_8,True,,1,shy,,3,idle,,5,idle,,7,idle,,XS_10,XS_10,1.0,,signal_v,signal
event_maidinvalentine_02_e_9,40007,event_maidinvalentine_02_e,Monologue,Locale_SubScenario:event_maidinvalentine_02_e_9,False,,1,shy,,3,idle,,5,idle,,7,idle,,XS_10,XS_100,1.0,,signal_v,
event_maidinvalentine_02_e_10,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_10,False,,1,shy,,3,idle,,5,idle,,7,idle,,XS_100,XS_100,1.0,,signal_v,
event_maidinvalentine_02_e_11,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_11,False,,1,shy,,3,idle,,5,idle,,7,idle,,XS_100,XS_100,1.0,,signal_v,
event_maidinvalentine_02_e_12,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_12,True,,1,shy,,3,idle,,5,idle,,7,idle,,XS_100,XS_10,1.0,,signal_v,signal
event_maidinvalentine_02_e_13,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_13,True,,1,shy,,3,idle,,5,idle,,7,idle,,XS_10,XS_10,1.0,,signal_v,signal
event_maidinvalentine_02_e_14,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_14,True,,1,shy,,3,surprised,,5,idle,,7,idle,,XS_10,31,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_15,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_15,True,,1,shy,,3,surprised,,5,idle,,7,idle,,31,31,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_16,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_16,True,,1,shy,,3,surprised,,5,idle,,7,idle,,31,31,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_17,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_17,True,,1,idle,,3,surprised,,5,idle,,7,idle,,31,31,1.0,,signal_v,signal
event_maidinvalentine_02_e_18,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_18,False,,1,idle,,3,surprised,,5,idle,,7,idle,,31,31,1.0,,,
event_maidinvalentine_02_e_19,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_19,False,,1,idle,,3,serious,,5,idle,,7,idle,,31,3,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_20,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_20,True,,1,idle,,3,serious,,5,idle,,7,idle,,3,53,1.0,,soda,soda
event_maidinvalentine_02_e_21,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_21,False,,1,idle,,3,serious,,5,idle,,7,idle,,53,53,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_22,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_22,True,,1,idle,,3,sad,,5,idle,,7,idle,,53,53,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_23,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_23,False,,1,idle,,3,sad,,5,sad,,7,idle,,53,53,1.0,,soda,soda
event_maidinvalentine_02_e_24,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_24,True,,1,idle,,3,sad,,5,sad,,7,idle,,53,31,1.0,,signal_v,signal
event_maidinvalentine_02_e_25,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_25,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_26,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_26,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_27,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_27,True,,1,sad,,3,idle,,5,sad,,7,idle,,31,31,1.0,,signal_v,signal
event_maidinvalentine_02_e_28,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_28,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,signal_v,signal
event_maidinvalentine_02_e_29,40007,event_maidinvalentine_02_e,Monologue,Locale_SubScenario:event_maidinvalentine_02_e_29,False,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,,
event_maidinvalentine_02_e_30,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_30,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_31,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_31,False,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,,
event_maidinvalentine_02_e_32,40007,event_maidinvalentine_02_e,Monologue,Locale_SubScenario:event_maidinvalentine_02_e_32,False,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,,
event_maidinvalentine_02_e_33,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_33,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,signal_v,signal
event_maidinvalentine_02_e_34,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_34,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,31,1.0,,signal_v,signal
event_maidinvalentine_02_e_35,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_35,True,,1,idle,,3,idle,,5,sad,,7,idle,,31,53,1.0,,soda,soda
event_maidinvalentine_02_e_36,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_36,False,,1,idle,,3,serious,,5,sad,,7,idle,,53,53,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_37,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_37,True,,1,idle,,3,serious,,5,sad,,7,idle,,53,53,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_38,40007,event_maidinvalentine_02_e,Monologue,Locale_SubScenario:event_maidinvalentine_02_e_38,False,,1,idle,,3,serious,,5,sad,,7,idle,,53,XS_30,1.0,,,
event_maidinvalentine_02_e_39,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_39,True,,1,idle,,3,serious,,5,sad,,7,idle,,XS_30,XS_30,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_40,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_40,True,,1,idle,,3,serious,,5,sad,,7,idle,,XS_30,XS_30,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_41,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_41,True,,1,idle,,3,serious,,5,sad,,7,worried,,70,70,1.0,,ade,ade
event_maidinvalentine_02_e_42,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_42,True,,1,idle,,3,serious,,5,sad,,7,worried,,70,70,1.0,none,ade,ade
event_maidinvalentine_02_e_43,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_43,False,,1,idle,,3,serious,,5,sad,,7,worried,,70,70,1.0,,ade,ade
event_maidinvalentine_02_e_44,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_44,False,,1,idle,,3,serious,,5,sad,,7,worried,,70,S_50,1.0,,soda,soda
event_maidinvalentine_02_e_45,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_45,False,,1,idle,,3,serious,,5,sad,,7,worried,,S_50,XS_30,1.0,,cocoa,cocoa
event_maidinvalentine_02_e_46,40007,event_maidinvalentine_02_e,Monologue,Locale_SubScenario:event_maidinvalentine_02_e_46,False,,1,idle,,3,serious,,5,sad,,7,worried,,XS_30,XS_30,1.0,,,
event_maidinvalentine_02_e_47,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_47,False,,1,idle,,3,serious,,5,sad,,7,worried,,XS_30,XS_30,1.0,,,
event_maidinvalentine_02_e_48,40007,event_maidinvalentine_02_e,Speech,Locale_SubScenario:event_maidinvalentine_02_e_48,True,,1,idle,,3,serious,,5,sad,,7,worried,,XS_30,XS_10,1.0,,signal_v,signal
event_maidinvalentine_02_e_49,40007,event_maidinvalentine_02_e,Self,Locale_SubScenario:event_maidinvalentine_02_e_49,False,,1,idle,,3,serious,,5,sad,,7,worried,,XS_10,XS_10,1.0,,,
