id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_footstepwalkrun1_05_e_1,40066,event_footstepwalkrun1_05_e,Narration,Locale_MainScenario:event_footstepwalkrun1_05_e_1,False,JailCorridor,black,black,1.0,sfx_scn_heavydoorhit,none,,,,,,,,,,,
event_footstepwalkrun1_05_e_2,40066,event_footstepwalkrun1_05_e,Narration,Locale_MainScenario:event_footstepwalkrun1_05_e_2,False,,100,100,1.0,,,,,,,,,,,,,
event_footstepwalkrun1_05_e_3,40066,event_footstepwalkrun1_05_e,Narration,Locale_MainScenario:event_footstepwalkrun1_05_e_3,False,,100,10,1.0,,,,,,,,,,,,,
event_footstepwalkrun1_05_e_4,40066,event_footstepwalkrun1_05_e,Narration,Locale_MainScenario:event_footstepwalkrun1_05_e_4,False,,10,10,1.0,,,,,,,,,,,,,
event_footstepwalkrun1_05_e_5,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_5,True,,10,10,1.0,,,rapi_m,rapi_m,rapi_m,1,idle,rio,13,idle,wendi,15,idle
event_footstepwalkrun1_05_e_6,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_6,True,,10,130,1.0,,bgm_areah,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_7,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_7,True,,130,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_8,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_8,False,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_9,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_9,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_10,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_10,True,,1500,1300,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_11,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_11,True,,1300,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_12,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_12,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_13,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_13,True,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_14,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_14,True,,1300,1300,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_15,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_15,True,,1300,130,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_16,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_16,True,,130,113,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_17,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_17,True,,113,113,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_18,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_18,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_19,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_19,True,,150,130,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_20,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_20,True,,130,130,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_21,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_21,True,,130,130,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_22,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_22,True,,130,1300,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_23,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_23,True,,1300,1300,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_24,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_24,True,,1300,1300,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_25,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_25,True,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_26,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_26,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_27,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_27,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_28,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_28,True,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_29,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_29,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_30,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_30,False,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_31,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_31,True,,100,10,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_32,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_32,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,surprise
event_footstepwalkrun1_05_e_33,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_33,True,,150,15,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,surprise
event_footstepwalkrun1_05_e_34,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_34,True,,15,113,1.5,,,rio,rio,,1,idle,,13,idle,,15,surprise
event_footstepwalkrun1_05_e_35,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_35,True,,113,113,1.0,,,rio,rio,,1,idle,,13,idle,,15,surprise
event_footstepwalkrun1_05_e_36,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_36,True,,113,113,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_37,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_37,True,,113,113,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_38,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_38,True,,113,15,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_39,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_39,True,,15,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_40,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_40,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_41,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_41,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_42,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_42,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_43,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_43,True,,10,10,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_44,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_44,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_45,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_45,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_46,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_46,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
