id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,speaker,characters/2/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01
re_event_ce02_1_prologue_1,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_1,False,product12,1,idle,Factory,15,15,1.0,sfx_scn_gunfire,ambient_scn_wind,Low_2,,,,,,,,,,,
re_event_ce02_1_prologue_2,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_2,False,,1,idle,,15,15,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_3,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_3,False,,1,idle,,15,1,2.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_4,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_4,False,,1,idle,,1,1,1.0,,,,product12,product12,,,,,,,,,
re_event_ce02_1_prologue_5,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_5,False,,1,idle,,1,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_6,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_6,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_7,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_7,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_8,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_8,False,,1,idle,,10,100,1.0,,,,product12,product12,,,,,,,,,
re_event_ce02_1_prologue_9,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_9,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_10,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_10,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_11,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_11,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_12,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_12,False,,1,idle,,100,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_13,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_13,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_14,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_14,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_15,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_15,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_16,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_16,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_17,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_17,False,,1,idle,,10,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_18,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_18,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_19,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_19,False,,1,idle,,100,10,1.0,,,,product12,product12,,,,,,,,,
re_event_ce02_1_prologue_20,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_20,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_21,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_21,False,,1,idle,,10,10,1.0,sfx_scn_aim,,,,,,,,,,,,,
re_event_ce02_1_prologue_22,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_22,False,,1,idle,,10,10,1.0,sfx_scn_rapturehowl,,,,,,,,,,,,,
re_event_ce02_1_prologue_23,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_23,False,,1,idle,,10,100,1.0,,,,product12,product12,,,,,,,,,
re_event_ce02_1_prologue_24,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_24,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_25,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_25,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_26,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_26,False,,1,idle,,black,black,1.0,sfx_scn_finishshot,,,,,,,,,,,,,
re_event_ce02_1_prologue_27,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_27,False,,1,idle,,black,black,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_28,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_28,False,,1,idle,,1,10,1.0,,,,,,,,,,,,,,
re_event_ce02_1_prologue_29,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_29,False,,1,idle,,10,10,1.0,sfx_scn_rapturehowl,,,,,,,,,,,,,
re_event_ce02_1_prologue_30,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_30,False,,1,idle,White,10,10,1.0,,none,,,,product12,white,,,,,,,
re_event_ce02_1_prologue_31,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_31,False,,,,,10,10,1.0,,,,product12,product12,,,,,,,,,
re_event_ce02_1_prologue_32,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_32,False,,,,Factory,black,black,1.0,,,,,,,,ce_02_01,1,idle,ce_02_npc_01,13,idle,
