id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_lordforjustice_01_e_1,40078,event_lordforjustice_01_e,Monologue,k,Locale_SubScenario:event_lordforjustice_01_e_1,False,CommanderRoom_n,black,black,1.0,none,,,,,k,1,think,,,
event_lordforjustice_01_e_2,40078,event_lordforjustice_01_e,Monologue,k,Locale_SubScenario:event_lordforjustice_01_e_2,False,,black,black,1.0,,,,,,,1,think,,,
event_lordforjustice_01_e_3,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_3,False,,S_10,S_10,1.0,,,,,,,1,think,,,
event_lordforjustice_01_e_4,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_4,True,,S_10,S_10,1.0,,k,,,,,1,surprise,,,
event_lordforjustice_01_e_5,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_5,True,,S_10,S_10,1.0,,k,,,,,1,surprise,,,
event_lordforjustice_01_e_6,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_6,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,
event_lordforjustice_01_e_7,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_7,True,,S_10,S_100,1.3,,k,,,,,1,think,,,
event_lordforjustice_01_e_8,40078,event_lordforjustice_01_e,Narration,k,Locale_SubScenario:event_lordforjustice_01_e_8,False,,S_100,S_100,1.0,,,sfx_scn_blanket,,,,1,think,,,
event_lordforjustice_01_e_9,40078,event_lordforjustice_01_e,Monologue,k,Locale_SubScenario:event_lordforjustice_01_e_9,False,,black,black,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_10,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_10,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_11,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_11,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_12,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_12,False,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_13,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_13,True,,2,2,1.0,bgm_intotheswarm,k,,,,,2,think,,,
event_lordforjustice_01_e_14,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_14,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_15,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_15,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_16,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_16,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_17,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_17,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_18,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_18,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_19,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_19,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_20,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_20,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_21,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_21,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_22,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_22,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_23,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_23,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_24,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_24,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_25,40078,event_lordforjustice_01_e,Monologue,k,Locale_SubScenario:event_lordforjustice_01_e_25,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_26,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_26,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_27,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_27,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_28,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_28,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_29,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_29,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_30,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_30,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_31,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_31,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_32,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_32,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_33,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_33,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_34,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_34,False,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_35,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_35,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_36,40078,event_lordforjustice_01_e,Speech,k,Locale_SubScenario:event_lordforjustice_01_e_36,True,,2,2,1.0,,k,,,,,2,think,,,
event_lordforjustice_01_e_37,40078,event_lordforjustice_01_e,Self,k,Locale_SubScenario:event_lordforjustice_01_e_37,False,,2,2,1.0,,,,,,,2,think,,,
event_lordforjustice_01_e_38,40078,event_lordforjustice_01_e,Choice,k,Locale_SubScenario:event_lordforjustice_01_e_38,False,,2,2,1.0,,,,event_lordforjustice_01_e_40,,,2,think,,,
