id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_boomtheghost1_05_e_1,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_1,False,CruiseShipPool_n,100,10,1.0,none,,,rapi_ss,1,worry,dorothy_s,13,think,
event_boomtheghost1_05_e_2,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_2,True,,10,10,1.0,,,,,1,worry,,13,think,
event_boomtheghost1_05_e_3,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_3,True,,10,10,1.0,bgm_story_whatsthat,,,,1,delight,,13,think,
event_boomtheghost1_05_e_4,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_4,True,,10,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_5,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_5,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_6,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_6,True,,113,113,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_7,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_7,True,,113,113,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_8,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_8,True,,113,113,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_9,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_9,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_10,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_10,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_11,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_11,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_12,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_12,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_13,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_13,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_14,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_14,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_15,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_15,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_16,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_16,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_17,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_17,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_18,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_18,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_19,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_19,True,,113,113,1.0,,,,,1,angry,,13,think,
event_boomtheghost1_05_e_20,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_20,True,,113,130,1.0,none,,,,1,delight,,13,special,
event_boomtheghost1_05_e_21,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_21,True,,130,130,1.0,,,,,1,delight,,13,special,
event_boomtheghost1_05_e_22,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_22,True,,130,130,1.0,,,,,1,delight,,13,special,
event_boomtheghost1_05_e_23,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_23,True,,130,10,1.0,,,,,1,think,,13,special,
event_boomtheghost1_05_e_24,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_24,True,,10,113,1.0,,,,,1,think,,13,special,
event_boomtheghost1_05_e_25,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_25,False,,113,113,1.0,,,,,1,think,,13,no,
event_boomtheghost1_05_e_26,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_26,True,,113,113,1.0,bgm_areah,,,,1,delight,,13,no,
event_boomtheghost1_05_e_27,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_27,False,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_28,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_28,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_29,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_29,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_30,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_30,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_31,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_31,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_32,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_32,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_33,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_33,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_34,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_34,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_35,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_35,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_36,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_36,True,,113,113,1.0,,,,,1,delight,,13,void,
event_boomtheghost1_05_e_37,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_37,True,,113,113,1.0,,,,,1,delight,,13,void,
event_boomtheghost1_05_e_38,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_38,True,,113,113,1.0,,,,,1,worry,,13,void,
event_boomtheghost1_05_e_39,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_39,True,,113,113,1.0,,,,,1,worry,,13,think,
event_boomtheghost1_05_e_40,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_40,True,,113,113,1.0,,,,,1,think,,13,think,
event_boomtheghost1_05_e_41,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_41,True,,113,113,1.0,,,,,1,think,,13,think,
event_boomtheghost1_05_e_42,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_42,True,,113,113,1.0,,,,,1,think,,13,think,
event_boomtheghost1_05_e_43,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_43,True,,113,113,1.0,,,,,1,think,,13,think,
event_boomtheghost1_05_e_44,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_44,False,,113,130,1.0,,,,,1,think,,13,think,
event_boomtheghost1_05_e_45,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_45,True,,130,1300,1.0,,,,,1,think,,13,surprise,
event_boomtheghost1_05_e_46,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_46,True,,1300,1300,1.0,,,,,1,think,,13,surprise,
event_boomtheghost1_05_e_47,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_47,True,,100,100,1.0,,,,,1,delight,,13,surprise,
event_boomtheghost1_05_e_48,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_48,True,,1300,130,1.0,,,,,1,delight,,13,surprise,
event_boomtheghost1_05_e_49,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_49,True,,130,130,1.0,,,,,1,delight,,13,surprise,
event_boomtheghost1_05_e_50,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_50,True,,130,130,1.0,,,,,1,delight,,13,surprise,
event_boomtheghost1_05_e_51,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_51,True,,130,113,1.0,,,,,1,delight,,13,surprise,
event_boomtheghost1_05_e_52,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_52,True,,113,113,1.0,,,,,1,delight,,13,surprise,
event_boomtheghost1_05_e_53,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_53,False,,113,113,1.0,,,,,1,sleep,,13,surprise,
event_boomtheghost1_05_e_54,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_54,False,,black,black,1.0,,,,,1,sleep,,13,surprise,
event_boomtheghost1_05_e_55,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_55,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_56,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_56,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_57,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_57,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_58,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_58,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_59,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_59,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_60,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_60,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_61,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_61,False,,130,130,1.0,,,,,1,delight,,13,think,
