id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_speech_noirblanc_05_1,80903,snowfall_speech_noirblanc_05,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_05_1,False,noir_c,1,surprise,blanc_c,13,shy,BigHotSpring_d,12,12,1.0,amb_so_hotspring_1,event_bgm_neverland_hugme_day,,,,
snowfall_speech_noirblanc_05_2,80903,snowfall_speech_noirblanc_05,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_05_2,False,,1,surprise,,13,shy,,12,12,1.0,,,,,,
snowfall_speech_noirblanc_05_3,80903,snowfall_speech_noirblanc_05,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_05_3,False,,1,surprise,,13,shy,,12,12,1.0,,,,,,
snowfall_speech_noirblanc_05_4,80903,snowfall_speech_noirblanc_05,Choice,Locale_SubScenario:snowfall_speech_noirblanc_05_4,False,,1,surprise,,13,shy,,12,12,1.0,,,snowfall_speech_noirblanc_05_7,,,
snowfall_speech_noirblanc_05_5,80903,snowfall_speech_noirblanc_05,Choice,Locale_SubScenario:snowfall_speech_noirblanc_05_5,False,,1,surprise,,13,shy,,12,12,1.0,,,snowfall_speech_noirblanc_05_6,,,
snowfall_speech_noirblanc_05_6,80903,snowfall_speech_noirblanc_05,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_05_6,False,,1,surprise,,13,shy,,black,black,1.0,,,,True,,
snowfall_speech_noirblanc_05_7,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_7,True,,1,surprise,,13,shy,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_8,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_8,True,,1,surprise,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_9,80903,snowfall_speech_noirblanc_05,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_05_9,False,,1,surprise,,13,shy,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_05_10,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_10,True,,1,idle,,13,shy,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_11,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_11,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_12,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_12,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_13,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_13,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_14,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_14,True,,1,idle,,13,delight,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_15,80903,snowfall_speech_noirblanc_05,Choice,Locale_SubScenario:snowfall_speech_noirblanc_05_15,False,,1,idle,,13,delight,,12,12,1.0,,,snowfall_speech_noirblanc_05_17,,blanc_c,
snowfall_speech_noirblanc_05_16,80903,snowfall_speech_noirblanc_05,Choice,Locale_SubScenario:snowfall_speech_noirblanc_05_16,False,,1,idle,,13,delight,,12,12,1.0,,,snowfall_speech_noirblanc_05_25,,blanc_c,
snowfall_speech_noirblanc_05_17,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_17,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_18,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_18,True,,1,delight,,13,delight,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_19,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_19,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_20,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_20,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_21,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_21,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_22,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_22,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_23,80903,snowfall_speech_noirblanc_05,Self,Locale_SubScenario:snowfall_speech_noirblanc_05_23,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_05_24,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_24,True,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_05_33,,noir_c,noir_c
snowfall_speech_noirblanc_05_25,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_25,True,,1,surprise,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_26,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_26,True,,1,surprise,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_27,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_27,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_05_28,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_28,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_29,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_29,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_30,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_30,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_31,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_31,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_05_32,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_32,True,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_05_33,,noir_c,noir_c
snowfall_speech_noirblanc_05_33,80903,snowfall_speech_noirblanc_05,Self,Locale_SubScenario:snowfall_speech_noirblanc_05_33,False,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,
snowfall_speech_noirblanc_05_34,80903,snowfall_speech_noirblanc_05,Speech,Locale_SubScenario:snowfall_speech_noirblanc_05_34,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
