id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_06_s_1,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_1,True,TreeOfWater,L_300,L_30,1.0,event_bgm_ubsphere_endlessblue,,mori,1,think,,littlemermaid,3,delight,mihara_b,5,think,,yuni_n,7,idle,
event_unbreakablesphere1_06_s_2,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_2,True,,50,50,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_3,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_3,False,,S_10,S_10,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_4,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_4,False,,L_70,L_70,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_5,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_5,True,,L_30,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_6,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_6,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_7,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_7,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_8,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_8,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_9,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_9,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_10,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_10,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_11,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_11,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_12,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_12,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_13,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_13,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_14,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_14,True,,L_300,L_30,1.0,,,,1,think,,,3,delight,,5,think,,,7,idle,
event_unbreakablesphere1_06_s_15,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_15,True,,L_30,53,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_16,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_16,True,,53,53,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_17,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_17,True,,53,53,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_18,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_18,True,,53,53,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_19,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_19,True,,53,53,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_20,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_20,True,,L_700,L_700,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_21,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_21,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_22,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_22,True,,L_300,L_300,1.0,,,,1,think,,,3,delight,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_23,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_23,False,,L_700,L_700,1.0,,,,1,think,,,3,delight,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_24,40075,event_unbreakablesphere1_06_s,Speech,yuni_n,yuni_n,Locale_MainScenario:event_unbreakablesphere1_06_s_24,True,,L_700,L_700,1.0,,,,1,think,,,3,delight,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_25,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_25,True,,L_300,L_30,1.0,,,,1,think,,,3,idle,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_26,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_26,True,,L_30,31,1.0,,,,1,idle,,,3,idle,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_27,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_27,True,,31,31,1.0,,,,1,idle,,,3,idle,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_28,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_28,True,,31,31,1.0,,,,1,idle,,,3,idle,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_29,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_29,True,,31,31,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_30,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_30,True,,31,31,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_31,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_31,True,,31,31,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_32,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_32,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_33,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_33,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_34,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_34,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_35,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_35,False,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_36,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_36,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_37,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_37,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_38,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_38,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_39,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_39,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_40,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_40,False,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_41,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_41,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_42,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_42,False,,L_30,L_300,0.5,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_43,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_43,True,,L_300,S_100,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_44,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_44,True,,S_100,S_100,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_45,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_45,True,,S_100,S_100,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_46,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_46,True,,L_300,L_30,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_47,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_47,True,,L_30,31,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_48,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_48,True,,31,31,1.0,,,,1,idle,,,3,surprise,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_49,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_49,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_50,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_50,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_51,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_51,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_52,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_52,True,,31,31,1.0,,,,1,idle,,,3,idle,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_53,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_53,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
