id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_npc_day3_03_1,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_1,True,Trail_n,1,10,1.0,amb_so_trail_3,event_bgm_neverland_snowflakes_night,ludmilla_w,1,idle
snowfall_speech_npc_day3_03_2,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_2,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_3,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_3,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_4,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_4,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_5,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_5,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_6,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_6,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_7,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_7,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_8,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_8,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_9,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_9,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_10,80903,snowfall_speech_npc_day3_03,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_03_10,True,,10,10,1.0,,,,1,idle
snowfall_speech_npc_day3_03_11,80903,snowfall_speech_npc_day3_03,Narration,,,Locale_SubScenario:snowfall_speech_npc_day3_03_11,False,,black,black,1.0,,,,1,idle
