id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_goldencoinrush2_03_s_1,40049,event_goldencoinrush2_03_s,Narration,Locale_MainScenario:event_goldencoinrush2_03_s_1,False,CoinRushDrinkZone,black,black,1.0,none,,,,alice_b,12,idle,,soda_b,2,void
event_goldencoinrush2_03_s_2,40049,event_goldencoinrush2_03_s,Narration,Locale_MainScenario:event_goldencoinrush2_03_s_2,False,,XS_120,XS_120,1.0,bgm_story_orangepop,sfx_scn_swallow,,,,12,idle,,,2,void
event_goldencoinrush2_03_s_3,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_3,True,,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,delight,,,2,void
event_goldencoinrush2_03_s_4,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_4,True,,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,delight,,,2,void
event_goldencoinrush2_03_s_5,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_5,True,,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,idle,,,2,void
event_goldencoinrush2_03_s_6,40049,event_goldencoinrush2_03_s,Self,Locale_MainScenario:event_goldencoinrush2_03_s_6,False,,XS_120,XS_120,1.0,,,alice_b,,,12,idle,,,2,void
event_goldencoinrush2_03_s_7,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_7,True,,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,idle,,,2,void
event_goldencoinrush2_03_s_8,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_8,True,,XS_120,XS_120,1.0,,,alice_b,alice_b,,12,idle,,,2,void
event_goldencoinrush2_03_s_9,40049,event_goldencoinrush2_03_s,Narration,Locale_MainScenario:event_goldencoinrush2_03_s_9,False,,XS_120,XS_120,1.0,,sfx_scn_dragchair,alice_b,,,12,idle,alice_b,,2,void
event_goldencoinrush2_03_s_10,40049,event_goldencoinrush2_03_s,Monologue,Locale_MainScenario:event_goldencoinrush2_03_s_10,False,,XS_120,19,1.6,,,,,,,,,,2,void
event_goldencoinrush2_03_s_11,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_11,False,,S_20,S_20,1.0,none,,soda_b,soda_b,,,,,,2,think
event_goldencoinrush2_03_s_12,40049,event_goldencoinrush2_03_s,Self,Locale_MainScenario:event_goldencoinrush2_03_s_12,False,,S_20,S_20,1.0,,,soda_b,,,,,,,2,think
event_goldencoinrush2_03_s_13,40049,event_goldencoinrush2_03_s,Self,Locale_MainScenario:event_goldencoinrush2_03_s_13,False,,S_20,S_20,1.0,,,soda_b,,,,,,,2,think
event_goldencoinrush2_03_s_14,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_14,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,surprise
event_goldencoinrush2_03_s_15,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_15,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,surprise
event_goldencoinrush2_03_s_16,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_16,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_17,40049,event_goldencoinrush2_03_s,Self,Locale_MainScenario:event_goldencoinrush2_03_s_17,False,,S_20,S_20,1.0,,,soda_b,,,,,,,2,sad
event_goldencoinrush2_03_s_18,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_18,False,,S_20,S_20,1.0,bgm_story_sunshinesorrow,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_19,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_19,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_20,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_20,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_21,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_21,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_22,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_22,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_23,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_23,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_24,40049,event_goldencoinrush2_03_s,Speech,Locale_MainScenario:event_goldencoinrush2_03_s_24,True,,S_20,S_20,1.0,,,soda_b,soda_b,,,,,,2,sad
event_goldencoinrush2_03_s_25,40049,event_goldencoinrush2_03_s,Self,Locale_MainScenario:event_goldencoinrush2_03_s_25,False,,S_20,S_20,1.0,,,soda_b,,,,,,,2,sad
