id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_icedragonsaga1_03_e_1,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_03_e_1,False,SnowTown_d,XS_30,XS_30,1.0,none,,,,maiden_w,5,no,guillotine_w_no,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_2,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_03_e_2,False,,XS_30,XS_30,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_3,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_3,True,,XS_30,XS_30,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_4,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_4,True,,XS_30,XS_30,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_5,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_5,True,,XS_30,L_50,1.0,bgm_story_tepidappleade,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_6,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_6,True,,L_50,L_50,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_7,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_7,True,,L_50,L_50,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_8,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_8,True,,L_50,L_50,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_9,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_9,True,,L_50,L_50,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_10,40064,event_icedragonsaga1_03_e,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga1_03_e_10,False,,L_50,5,0.7,,sfx_scn_woodplatebroke,Low_2,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_11,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_11,True,,5,5,1.0,,,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_12,40064,event_icedragonsaga1_03_e,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga1_03_e_12,False,,5,5,1.0,,sfx_scn_retroitemget,,,,5,no,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_13,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_13,True,,5,5,1.0,,,,,,5,worry,,3,idle,,,,,,,,,,
event_icedragonsaga1_03_e_14,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_14,True,,5,4,1.0,,,,,,5,worry,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_15,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_15,True,,4,4,1.0,,,,,,5,worry,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_16,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_16,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_17,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_17,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_18,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_18,True,,4,4,1.0,,,,,,5,no,,3,surprise,,,,,,,,,,
event_icedragonsaga1_03_e_19,40064,event_icedragonsaga1_03_e,Self,maiden_w,,Locale_MainScenario:event_icedragonsaga1_03_e_19,False,Crowncastlebedroom_d,4,4,1.0,,,,black,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_20,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_20,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_21,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_21,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_22,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_22,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_23,40064,event_icedragonsaga1_03_e,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_03_e_23,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
event_icedragonsaga1_03_e_24,40064,event_icedragonsaga1_03_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_03_e_24,True,,4,4,1.0,,,,,,5,no,,3,sad,,,,,,,,,,
