id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_phantomthiefvsdetective_04_e_1,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_1,True,City,1,1,1.0,bgm_story_fairytalesend_if,,phantom,2,idle,,miranda_c,12,idle,,,,
event_phantomthiefvsdetective_04_e_2,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_2,True,,1,1,1.0,,,,2,idle,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_3,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_3,True,,1,1,1.0,,,,2,idle,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_4,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_4,True,,1,1,1.0,,,,2,idle,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_5,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_5,True,,1,L_20,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_6,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_6,True,,L_20,L_20,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_7,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_7,True,,L_20,L_20,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_8,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_8,True,,L_20,L_20,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_9,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_9,True,,L_20,L_20,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_10,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_10,True,,L_20,L_20,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_11,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_11,True,,L_20,1,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_12,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_12,True,,1,1,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_13,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_13,True,,1,1,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_14,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_14,True,,1,1,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_15,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_15,True,,1,1,1.0,,,,2,smile,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_16,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_16,True,,1,1,1.0,,,,2,delight,,,12,delight,,,,
event_phantomthiefvsdetective_04_e_17,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_17,True,,1,1,1.0,,,,2,delight,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_18,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_18,True,,1,1,1.0,,,,2,surprise,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_19,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_19,True,,1,1,1.0,,,,2,surprise,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_20,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_20,True,,1,1,1.0,,,,2,angry,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_21,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_21,True,,1,1,1.0,,,,2,angry,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_22,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_22,True,,1,1,1.0,,,,2,angry,,,12,idle,,,,
event_phantomthiefvsdetective_04_e_23,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_23,True,,1,1,1.0,,,,2,angry,,,12,angry,,,,
event_phantomthiefvsdetective_04_e_24,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_24,True,,1,L_20,1.0,none,,,2,special,,,12,angry,,,,
event_phantomthiefvsdetective_04_e_25,40059,event_phantomthiefvsdetective_04_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_04_e_25,True,,L_20,L_20,1.0,,,,2,special,,,12,angry,,,,
event_phantomthiefvsdetective_04_e_26,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_26,True,,L_20,S_120,1.0,bgm_story_armageddon,,,2,special,,,12,shy,,,,
event_phantomthiefvsdetective_04_e_27,40059,event_phantomthiefvsdetective_04_e,Narration,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_04_e_27,False,,S_120,S_160,1.0,,sfx_scn_zipline,,2,special,,,16,shy,,,,
event_phantomthiefvsdetective_04_e_28,40059,event_phantomthiefvsdetective_04_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_04_e_28,True,,S_160,S_1600,1.0,,,,2,special,,,16,shy,,,,
