id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_seayouagain_18_1,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_1,False,LogHouseIn_n,17,17,1.0,none,,,,mast_s,1,surprise,anchor,3,idle,helm_s,5,idle,
d_ex_seayouagain_18_2,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_2,True,,17,2,1.0,bgm_story_leisuretime,mast_s,,,,1,surprise,anchor,3,idle,,5,idle,
d_ex_seayouagain_18_3,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_3,True,,2,2,1.0,,anchor,,,,1,surprise,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_4,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_4,True,,5,50,1.0,,helm_s,,,,1,surprise,anchor,3,sad,,5,angry,
d_ex_seayouagain_18_5,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_5,True,,50,50,1.0,,helm_s,,,,1,surprise,anchor,3,sad,,5,angry,
d_ex_seayouagain_18_6,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_6,True,,1,S_10,0.7,,mast_s,,,,1,surprise,anchor,3,sad,,5,angry,
d_ex_seayouagain_18_7,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_7,True,,S_10,S_10,1.0,,mast_s,,,,1,surprise,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_8,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_8,True,,S_10,S_10,1.0,,mast_s,,,,1,surprise,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_9,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_9,True,,S_10,S_10,1.0,,mast_s,,,,1,surprise,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_10,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_10,True,,S_10,S_30,1.0,,anchor,,,,1,surprise,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_11,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_11,True,,S_30,4,1.0,,helm_s,,,,1,surprise,anchor,3,sad,,5,think,
d_ex_seayouagain_18_12,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_12,False,,4,4,1.0,,,,,,1,surprise,anchor,3,sad,,5,think,
d_ex_seayouagain_18_13,80600,d_ex_seayouagain_18,Choice,,Locale_SuddenStory:d_ex_seayouagain_18_13,False,,4,4,1.0,,,d_ex_seayouagain_18_15,,,1,surprise,anchor,3,sad,,5,think,
d_ex_seayouagain_18_14,80600,d_ex_seayouagain_18,Choice,,Locale_SuddenStory:d_ex_seayouagain_18_14,False,,4,4,1.0,,,d_ex_seayouagain_18_15,,,1,surprise,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_15,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_15,False,,4,2,1.0,,mast_s,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_16,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_16,False,,2,2,1.0,,anchor,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_17,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_17,True,,2,2,1.0,,anchor,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_18,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_18,True,,2,2,1.0,,mast_s,,,,1,sad2,anchor,3,sad,,5,sad,
d_ex_seayouagain_18_19,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_19,True,,2,4,1.0,,helm_s,,,,1,sad2,anchor,3,sad,,5,sad,
d_ex_seayouagain_18_20,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_20,True,,4,4,1.0,,helm_s,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_21,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_21,True,,4,4,1.0,,helm_s,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_22,80600,d_ex_seayouagain_18,Speech,helm_s,Locale_SuddenStory:d_ex_seayouagain_18_22,True,,4,2,1.0,,helm_s,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_23,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_23,True,,2,2,1.0,,mast_s,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_24,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_24,True,,2,2,1.0,,anchor,,,,1,idle2,anchor,3,sad,,5,idle,
d_ex_seayouagain_18_25,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_25,False,,black,black,1.0,,,,,,1,idle2,anchor,3,sad,,5,idle,helm_s
d_ex_seayouagain_18_26,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_26,True,,2,2,1.0,,mast_s,,,,1,idle2,anchor,3,sad,,,,
d_ex_seayouagain_18_27,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_27,False,,2,2,1.0,,,,,,1,idle2,anchor,3,sad,,,,
d_ex_seayouagain_18_28,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_28,True,,2,2,1.0,,mast_s,,,,1,idle2,anchor,3,sad,,,,
d_ex_seayouagain_18_29,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_29,False,,2,2,1.0,,,,,,1,idle2,anchor,3,sad,,,,
d_ex_seayouagain_18_30,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_30,False,,black,black,1.0,,,,,,1,idle,anchor,3,sad,,,,
d_ex_seayouagain_18_31,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_31,False,,black,black,1.0,,,,,,1,idle,anchor,3,sad,,,,
d_ex_seayouagain_18_32,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_32,True,,2,2,1.0,,mast_s,,,,1,idle,anchor,3,sad,,,,
d_ex_seayouagain_18_33,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_33,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_34,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_34,True,,2,2,1.0,,mast_s,,,,1,delight2,anchor,3,idle,,,,
d_ex_seayouagain_18_35,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_35,True,,2,2,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_36,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_36,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,surprise,,,,
d_ex_seayouagain_18_37,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_37,True,,2,2,1.0,,mast_s,,,,1,idle2,anchor,3,surprise,,,,
d_ex_seayouagain_18_38,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_38,True,,2,2,1.0,,anchor,,,,1,idle2,anchor,3,surprise,,,,
d_ex_seayouagain_18_39,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_39,True,,2,S_10,1.0,,mast_s,,,,1,surprise,anchor,3,surprise,,,,
d_ex_seayouagain_18_40,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_40,True,,S_10,S_30,1.0,,anchor,,,,1,surprise,anchor,3,surprise,,,,
d_ex_seayouagain_18_41,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_41,True,,S_30,S_10,1.0,,mast_s,,,,1,idle,anchor,3,surprise,,,,
d_ex_seayouagain_18_42,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_42,True,,S_10,S_30,1.0,,anchor,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_43,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_43,False,,black,black,1.0,,,,Low_2,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_44,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_44,False,,17,1700,0.3,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_45,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_45,False,,1700,1700,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_46,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_46,False,,1700,1700,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_47,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_47,False,,1700,1700,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_48,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_48,False,,1700,1700,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_49,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_49,True,,S_30,S_300,0.5,,anchor,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_50,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_50,True,,S_300,S_300,1.0,,anchor,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_51,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_51,True,,S_10,S_100,0.5,,mast_s,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_52,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_52,False,,S_100,S_100,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_53,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_53,True,,S_100,S_100,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_54,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_54,True,,S_100,S_100,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_55,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_55,True,,S_100,S_30,1.0,,anchor,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_56,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_56,False,,S_30,2,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_57,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_57,True,,2,2,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_58,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_58,True,,2,2,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_59,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_59,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_60,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_60,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_61,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_61,True,,2,2,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_62,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_62,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_63,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_63,False,,17,170,0.5,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_64,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_64,False,,170,1700,1.0,,,,Low_2,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_65,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_65,True,,S_10,S_10,1.0,,mast_s,,Low_2,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_66,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_66,True,,S_10,S_10,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_67,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_67,True,,S_10,S_30,1.0,,anchor,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_68,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_68,False,,17,170,0.5,,,,Low_2,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_69,80600,d_ex_seayouagain_18,Narration,Narration,Locale_SuddenStory:d_ex_seayouagain_18_69,False,,170,1700,1.0,,,,Low_2,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_70,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_70,False,,black,black,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_71,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_71,False,,black,black,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_72,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_72,False,,1700,1700,1.0,,,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_73,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_73,True,,1,S_10,0.7,,mast_s,,,,1,angry,anchor,3,idle,,,,
d_ex_seayouagain_18_74,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_74,True,,S_10,S_10,1.0,,mast_s,,,,1,angry,anchor,3,idle,,,,
d_ex_seayouagain_18_75,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_75,True,,S_10,S_10,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_76,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_76,True,,S_10,S_100,1.0,,mast_s,,,,1,delight2,anchor,3,idle,,,,
