id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_boomtheghost2_intermission_01_1,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_1,True,EventScene_boomtheghost_05_1,ghostsad_02,ghostsad_01,1.5,bgm_areah,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_2,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_2,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_3,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_3,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_4,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_4,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_5,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_5,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_6,40085,event_boomtheghost2_intermission_01,Self,,,Locale_MainScenario:event_boomtheghost2_intermission_01_6,False,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_7,40085,event_boomtheghost2_intermission_01,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_intermission_01_7,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_8,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_8,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_9,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_9,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_10,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_10,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_intermission_01_11,40085,event_boomtheghost2_intermission_01,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_intermission_01_11,True,,ghostsad_01,ghostsad_01,1.0,,,,,,,,,,,,,,,,,,,,,,
