id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,play_ambient,fade
event_oldtales1_06_e_1,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_1,False,Desert_02,black,black,1.0,event_bgm_oldtales_apathwithbrokenheels,,,,,,,,,,,,,,
event_oldtales1_06_e_2,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_2,False,,1,1,1.0,,anarchyorr,anarchyorr,anarchyorr,1,idle_alt,,,,,,,,,
event_oldtales1_06_e_3,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_3,False,,1,1,1.0,,anarchyorr,,,1,idle_alt,,,,,,,,,
event_oldtales1_06_e_4,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_4,False,,1,1,1.0,,anarchyorr,,,1,idle_alt,,,,,,,,,
event_oldtales1_06_e_5,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_5,False,,1,16,1.0,,abe,,,1,idle_alt,abe,16,angry,,,,,,
event_oldtales1_06_e_6,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_6,False,,16,16,1.0,,abe,,,1,idle_alt,,16,angry,,,,,,
event_oldtales1_06_e_7,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_7,True,,16,160,1.0,,abe,abe,,1,idle_alt,,16,angry,,,,,,
event_oldtales1_06_e_8,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_8,True,,160,160,1.0,,abe,abe,,1,idle_alt,,16,angry,,,,,,
event_oldtales1_06_e_9,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_9,False,,1,S_10,1.0,,anarchyorr,anarchyorr,,1,idle_alt,,16,angry,,,,,,
event_oldtales1_06_e_10,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_10,False,EventScene_oldtales_12_1,S_10,1,1.0,,,,,1,idle_alt,,16,angry,anarchyorr,abe,sfx_scn_unstablewalk,,,
event_oldtales1_06_e_11,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_11,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_12,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_12,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_13,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_13,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_14,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_14,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_15,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_15,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_16,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_16,False,EventScene_oldtales_12_2,1,1,1.0,,,,,,,,,,,,sfx_scn_anabeam,Low_2,,
event_oldtales1_06_e_17,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_17,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_18,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_18,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_19,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_19,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_20,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_20,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_21,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_21,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_22,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_22,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_23,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_23,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_24,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_24,False,EventScene_oldtales_12_3,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_25,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_25,False,,1,1,1.0,,,,,,,,,,,,sfx_scn_anabeam,,,
event_oldtales1_06_e_26,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_26,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_27,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_27,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_28,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_28,False,EventScene_oldtales_12_4,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_29,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_29,False,,1,1,1.0,,anarchyorr,anarchyorr,,,,,,,,,,,,
event_oldtales1_06_e_30,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_30,False,EventScene_oldtales_12_5,1,1,1.0,,,,,,,,,,,,sfx_scn_lazerfire2,Low_2,,
event_oldtales1_06_e_31,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_31,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_32,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_32,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_33,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_33,False,,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_34,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_34,False,,1,1,1.0,,,,,,,,,,,,sfx_scn_hammerwhoosh,,,
event_oldtales1_06_e_35,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_35,False,EventScene_oldtales_08_2,1,1,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_36,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_36,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_37,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_37,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_38,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_38,True,,1,1,1.0,,abe,abe,,,,,,,,,,,,
event_oldtales1_06_e_39,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_39,False,,1,cinderellagrave_02,1.0,,,,,,,,,,,,,,,
event_oldtales1_06_e_40,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_40,False,,cinderellagrave_02,cinderellagrave_02,1.0,none,,,,,,,,,,,,,,
event_oldtales1_06_e_41,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_41,True,CinderellaSky_1,1,S_10,0.5,event_bgm_oldtales_wall,cinderella,cinderella,,,,cinderella,1,etc_blue,,,,Low_2,ambient_scn_mirrorwall,black
event_oldtales1_06_e_42,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_42,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,1,etc_blue,,,,Low_2,,
event_oldtales1_06_e_43,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_43,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,1,etc_blue,,,,,,
event_oldtales1_06_e_44,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_44,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,1,etc_blue,,,,,,
event_oldtales1_06_e_45,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_45,False,,black,black,1.0,,cinderella,,,,,,1,etc_blue,,,sfx_scn_run,,,
event_oldtales1_06_e_46,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_46,False,,black,black,1.0,,cinderella,,,,,,1,etc_blue,,,sfx_scn_emptyknock,,,
event_oldtales1_06_e_47,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_47,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,1,etc_blue,,,,,,
event_oldtales1_06_e_48,40061,event_oldtales1_06_e,Speech,Locale_MainScenario:event_oldtales1_06_e_48,True,,S_10,S_10,1.0,,cinderella,cinderella,,,,,1,etc_blue,,,,,,
event_oldtales1_06_e_49,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_49,False,Desert_02,black,black,1.0,,cinderella,,,,,,1,idle_alt,,,,,none,
event_oldtales1_06_e_50,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_50,False,,1,1,1.0,,cinderella,,,,,,1,idle_alt,,,sfx_scn_helmetkick,,,
event_oldtales1_06_e_51,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_51,False,,1,1,1.0,,cinderella,,,,,,1,idle_alt,,,,,,
event_oldtales1_06_e_52,40061,event_oldtales1_06_e,Narration,Locale_MainScenario:event_oldtales1_06_e_52,False,CinderellaSky_1,black,black,1.0,,cinderella,,,,,,1,idle_alt,,,,,,
