id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_nocallerid_04_e_1,40001,event_nocallerid_04_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_04_e_1,True,CityForest_02,3,3,1.0,bgm_floraltribute,,,neon,3,surprise,anis,1,idle,rapi,13,idle
event_nocallerid_04_e_2,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_2,True,,3,2,1.0,,,,,3,surprise,,1,idle,,13,idle
event_nocallerid_04_e_3,40001,event_nocallerid_04_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_04_e_3,True,,2,2,1.0,,,,,3,delight,,1,idle,,13,idle
event_nocallerid_04_e_4,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_4,True,,2,2,1.0,,,,,3,delight,,1,worry,,13,idle
event_nocallerid_04_e_5,40001,event_nocallerid_04_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_04_e_5,False,,2,2,1.0,,,,,3,idle,,1,worry,,13,idle
event_nocallerid_04_e_6,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_6,True,,2,10,1.0,,,,,3,idle,,1,worry,,13,idle
event_nocallerid_04_e_7,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_7,True,,10,10,1.0,,,,,3,idle,,1,worry,,13,idle
event_nocallerid_04_e_8,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_8,True,,10,10,1.0,,,,,3,idle,,1,worry,,13,idle
event_nocallerid_04_e_9,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_9,True,,10,10,1.0,,,,,3,idle,,1,worry,,13,idle
event_nocallerid_04_e_10,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_10,True,,10,10,1.0,,,,,3,idle,,1,worry,,13,idle
event_nocallerid_04_e_11,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_11,True,,10,10,1.0,,,,,3,idle,,1,sad,,13,idle
event_nocallerid_04_e_12,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_12,True,,10,10,1.0,,,,,3,idle,,1,sad,,13,idle
event_nocallerid_04_e_13,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_13,True,,10,10,1.0,,,,,3,idle,,1,pain,,13,idle
event_nocallerid_04_e_14,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_14,True,,10,10,1.0,,,,,3,idle,,1,pain,,13,idle
event_nocallerid_04_e_15,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_15,True,,10,1,2.0,,,,,3,idle,,1,pain,,13,idle
event_nocallerid_04_e_16,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_16,True,,1,1,1.0,,,,,3,idle,,1,pain,,13,idle
event_nocallerid_04_e_17,40001,event_nocallerid_04_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_04_e_17,False,,1,2,1.5,,,,,3,idle,,1,pain,,13,idle
event_nocallerid_04_e_18,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_18,True,,2,2,1.0,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_19,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_19,True,,2,2,1.0,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_20,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_20,True,,2,2,1.0,,,,,3,idle,,1,pain,,13,idle
event_nocallerid_04_e_21,40001,event_nocallerid_04_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_04_e_21,True,,2,2,1.0,,,,,3,worry,,1,pain,,13,idle
event_nocallerid_04_e_22,40001,event_nocallerid_04_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_04_e_22,True,,2,13,1.5,,,,,3,worry,,1,void,,13,idle
event_nocallerid_04_e_23,40001,event_nocallerid_04_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_04_e_23,True,,13,13,1.0,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_24,40001,event_nocallerid_04_e,Self,rapi,Self,Locale_SubScenario:event_nocallerid_04_e_24,False,,13,13,1.0,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_25,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_25,False,,13,13,1.0,,sfx_scn_phonevibration,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_26,40001,event_nocallerid_04_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_04_e_26,True,,13,130,2.0,,,,,3,idle,,1,void,,13,think
event_nocallerid_04_e_27,40001,event_nocallerid_04_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_04_e_27,True,,130,130,1.0,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_28,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_28,False,,130,13,2.0,none,sfx_scn_crackle,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_29,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_29,False,,13,1,1.5,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_30,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_30,False,,1,3,1.5,,,,,3,idle,,1,void,,13,idle
event_nocallerid_04_e_31,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_31,True,,3,1,0.5,,,,,3,idle,,1,no,,13,idle
event_nocallerid_04_e_32,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_32,False,,1,10,1.0,,sfx_scn_crackle,,,3,idle,,1,no,,13,idle
event_nocallerid_04_e_33,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_33,False,,10,10,1.0,bgm_story_trauma,sfx_scn_screamfilter,Low_2,,3,surprise,,1,angry,,13,angry
event_nocallerid_04_e_34,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_34,False,,10,1,0.3,,,,,3,surprise,,1,angry,,13,angry
event_nocallerid_04_e_35,40001,event_nocallerid_04_e,Narration,,Narration,Locale_SubScenario:event_nocallerid_04_e_35,False,,1,1,1.0,,,Low_2,,3,surprise,,1,angry,,13,angry
event_nocallerid_04_e_36,40001,event_nocallerid_04_e,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_04_e_36,False,,1,130,0.3,,,,,3,surprise,,1,angry,,13,angry
event_nocallerid_04_e_37,40001,event_nocallerid_04_e,Speech,anis,anis,Locale_SubScenario:event_nocallerid_04_e_37,True,,130,10,1.5,,,,,3,surprise,,1,angry,,13,angry
event_nocallerid_04_e_38,40001,event_nocallerid_04_e,Speech,neon,neon,Locale_SubScenario:event_nocallerid_04_e_38,True,,S_30,S_30,1.0,,,,,3,idle,,1,angry,,13,angry
event_nocallerid_04_e_39,40001,event_nocallerid_04_e,Self,neon,Self,Locale_SubScenario:event_nocallerid_04_e_39,False,,S_30,S_30,1.0,,,,,3,idle,,1,angry,,13,angry
