id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_beautyfullshot2_03_s_1,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_1,True,rosanna_s,1,void,viper_s,13,angry,UninhabitedIsland_n,113,113,1.0,bgm_areah
event_beautyfullshot2_03_s_2,40052,event_beautyfullshot2_03_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_s_2,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_3,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_3,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_4,40052,event_beautyfullshot2_03_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_s_4,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_5,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_5,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_6,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_6,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_7,40052,event_beautyfullshot2_03_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_s_7,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_8,40052,event_beautyfullshot2_03_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_s_8,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_9,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_9,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_10,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_10,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_11,40052,event_beautyfullshot2_03_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_s_11,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_12,40052,event_beautyfullshot2_03_s,Speech,viper_s,viper_s,Locale_MainScenario:event_beautyfullshot2_03_s_12,True,,1,void,,13,angry,,113,113,1.0,
event_beautyfullshot2_03_s_13,40052,event_beautyfullshot2_03_s,Speech,rosanna_s,rosanna_s,Locale_MainScenario:event_beautyfullshot2_03_s_13,True,,1,void,,13,angry,,113,113,1.0,
