id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,play_sound,set_filter_01,set_filter_02,fade,characters/0/hide_char_id,set_camera_shake
snowfall_episode_ludmilla_05_1,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_1,False,ludmilla_w,3,sad,BigHotSpring_s,3,3,1.0,amb_so_hotspring_3,event_bgm_neverland_hugme_sunset,,,,,,,
snowfall_episode_ludmilla_05_2,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_7,False,,3,surprise,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_3,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_8,True,,3,surprise,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_4,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_9,False,,3,think,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_5,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_10,False,,3,think,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_6,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_11,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_7,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_12,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_8,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_13,False,,3,idle,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_9,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_14,False,,3,idle,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_10,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_15,False,,3,idle,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_11,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_16,True,,3,think,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_12,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_17,False,,3,think,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_13,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_18,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_14,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_19,True,,3,smile,,30,300,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_15,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_20,False,,3,smile,,300,300,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_16,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_21,True,,3,delight,,300,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_17,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_22,True,,3,smile,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_18,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_23,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_19,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_24,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_20,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_25,False,,3,idle,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_21,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_26,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_22,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_27,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_23,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_28,True,,3,idle,,30,30,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_24,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_29,False,,3,idle,,30,30,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_25,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_30,False,,3,idle,,30,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_26,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_31,False,,3,idle,,black,black,1.0,,,,sfx_scn_blanket,,,,,
snowfall_episode_ludmilla_05_27,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_32,False,,3,idle,,black,black,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_28,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_33,True,,3,smile,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_29,80903,snowfall_episode_ludmilla_05,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_05_34,False,,3,smile,,3,3,1.0,,,,sfx_scn_splash,,,,,
snowfall_episode_ludmilla_05_30,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_35,True,,3,smile,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_31,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_36,True,,3,smile,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_32,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_37,False,,3,smile,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_33,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_38,True,,3,smile,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_34,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_39,False,,3,smile,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_35,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_40,False,,3,smile,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_36,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_41,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_37,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_42,False,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_38,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_43,True,,3,think,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_39,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_44,False,,3,think,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_40,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_45,False,,3,think,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_41,80903,snowfall_episode_ludmilla_05,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_05_46,False,,3,think,,3,3,1.0,,,,,,,,,
snowfall_episode_ludmilla_05_42,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_47,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_43,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_48,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_44,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_49,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
snowfall_episode_ludmilla_05_45,80903,snowfall_episode_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_05_50,True,,3,idle,,3,3,1.0,,,ludmilla_w,,,,,,
