id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id
event_nyanyaparadise_01_e_1,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_1,False,nero,1,idle,OuterRim,15,15,1.0,bgm_story_weare,,,,,,,
event_nyanyaparadise_01_e_2,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_2,False,,1,idle,,15,15,1.0,,,,,,,,
event_nyanyaparadise_01_e_3,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_3,False,,1,idle,,15,1,2.0,,,,,,,,
event_nyanyaparadise_01_e_4,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_4,True,,1,idle,,1,1,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_5,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_5,True,,1,idle,,1,1,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_6,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_6,False,,1,idle,,1,13,1.0,,,,,,,,
event_nyanyaparadise_01_e_7,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_7,True,,1,idle,,13,13,1.0,,nero,nero,,,,,
event_nyanyaparadise_01_e_8,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_8,False,,1,idle,,13,1,2.0,,,,,,,,
event_nyanyaparadise_01_e_9,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_9,True,,1,idle,,1,1,1.0,none,nero,nero,,,,,
event_nyanyaparadise_01_e_10,40022,event_nyanyaparadise_01_e,Narration,Locale_SubScenario:event_nyanyaparadise_01_e_10,False,,1,idle,,1,XS_130,2.0,,,,ruru,13,idle,,
event_nyanyaparadise_01_e_11,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_11,False,,1,idle,,XS_130,XS_130,1.0,,,,,13,idle,,
event_nyanyaparadise_01_e_12,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_12,True,,1,idle,,XS_130,XS_130,1.0,bgm_story_languor,ruru,ruru,,13,angry,,
event_nyanyaparadise_01_e_13,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_13,False,,1,idle,,XS_130,L_10,1.0,,,,,13,angry,,
event_nyanyaparadise_01_e_14,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_14,False,,1,idle,,L_10,L_10,1.0,,,,,13,angry,,
event_nyanyaparadise_01_e_15,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_15,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,13,angry,,
event_nyanyaparadise_01_e_16,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_16,True,,1,idle,,L_10,113,1.0,,nero,nero,,13,angry,,
event_nyanyaparadise_01_e_17,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_17,True,,1,delight,,113,113,1.0,,nero,nero,,13,angry,,
event_nyanyaparadise_01_e_18,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_18,True,,1,idle,,113,113,1.0,,nero,nero,,13,angry,,
event_nyanyaparadise_01_e_19,40022,event_nyanyaparadise_01_e,Choice,Locale_SubScenario:event_nyanyaparadise_01_e_19,False,,1,idle,,113,113,1.0,,,,,13,angry,event_nyanyaparadise_01_e_24,
event_nyanyaparadise_01_e_20,40022,event_nyanyaparadise_01_e,Choice,Locale_SubScenario:event_nyanyaparadise_01_e_20,False,,1,idle,,113,113,1.0,,,,,13,angry,event_nyanyaparadise_01_e_21,
event_nyanyaparadise_01_e_21,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_21,True,,1,idle,,113,113,1.0,,nero,nero,,13,surprise,,
event_nyanyaparadise_01_e_22,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_22,False,,1,idle,,113,113,1.0,,,,,13,surprise,,
event_nyanyaparadise_01_e_23,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_23,True,,1,idle,,113,113,1.0,,nero,nero,,13,surprise,event_nyanyaparadise_01_e_24,
event_nyanyaparadise_01_e_24,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_24,True,,1,idle,,113,113,1.0,,ruru,ruru,,13,surprise,,
event_nyanyaparadise_01_e_25,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_25,True,,1,idle,,113,113,1.0,,nero,nero,,13,surprise,,
event_nyanyaparadise_01_e_26,40022,event_nyanyaparadise_01_e,Self,Locale_SubScenario:event_nyanyaparadise_01_e_26,False,,1,idle,,113,113,1.0,,,,,13,surprise,,
event_nyanyaparadise_01_e_27,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_27,False,,1,idle,,113,113,1.0,,nero,nero,,13,special,,
event_nyanyaparadise_01_e_28,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_28,True,,1,idle,,113,113,1.0,,ruru,ruru,,13,special,,
event_nyanyaparadise_01_e_29,40022,event_nyanyaparadise_01_e,Monologue,Locale_SubScenario:event_nyanyaparadise_01_e_29,False,,1,idle,,113,113,1.0,,,,,13,special,,
event_nyanyaparadise_01_e_30,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_30,True,,1,idle,,113,L_10,2.0,,nero,nero,,13,special,,
event_nyanyaparadise_01_e_31,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_31,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,13,special,,
event_nyanyaparadise_01_e_32,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_32,True,,1,idle,,L_10,L_10,1.0,,nero,nero,,13,special,,
event_nyanyaparadise_01_e_33,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_33,True,,1,idle,,L_10,113,1.0,,ruru,ruru,,13,surprise,,
event_nyanyaparadise_01_e_34,40022,event_nyanyaparadise_01_e,Speech,Locale_SubScenario:event_nyanyaparadise_01_e_34,True,,1,idle,,113,113,1.0,,ruru,ruru,,13,surprise,,
event_nyanyaparadise_01_e_35,40022,event_nyanyaparadise_01_e,Narration,Locale_SubScenario:event_nyanyaparadise_01_e_35,False,,1,idle,,113,113,1.0,,,,,13,surprise,,
