id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_contents_madeinrush_05_1,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_1,True,ade_b,1,surprise2,blanc,3,delight,CoinRushDrinkZone,L_30,L_300,1.0,bgm_story_girlstalk
d_contents_madeinrush_05_2,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_2,True,,1,surprise2,,3,delight,,L_300,L_300,1.0,
d_contents_madeinrush_05_3,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_3,True,,1,shy2,,3,delight,,L_300,100,1.0,
d_contents_madeinrush_05_4,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_4,True,,1,shy2,,3,delight,,100,100,1.0,
d_contents_madeinrush_05_5,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_5,True,,1,shy2,,3,idle,,100,2,1.0,
d_contents_madeinrush_05_6,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_6,True,,1,shy2,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_7,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_7,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_8,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_8,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_9,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_9,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_10,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_10,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_11,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_11,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_12,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_12,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_13,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_13,True,,1,angry,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_14,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_14,True,,1,angry,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_15,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_15,True,,1,angry,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_16,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_16,True,,1,angry,,3,think,,2,2,1.0,
d_contents_madeinrush_05_17,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_17,True,,1,surprise,,3,think,,2,2,1.0,
d_contents_madeinrush_05_18,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_18,True,,1,surprise,,3,think,,2,2,1.0,
d_contents_madeinrush_05_19,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_19,True,,1,surprise,,3,think,,2,2,1.0,
d_contents_madeinrush_05_20,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_20,True,,1,delight,,3,think,,2,2,1.0,
d_contents_madeinrush_05_21,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_21,True,,1,delight,,3,think,,2,2,1.0,
d_contents_madeinrush_05_22,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_22,True,,1,delight,,3,think,,2,2,1.0,
d_contents_madeinrush_05_23,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_23,True,,1,idle,,3,think,,2,2,1.0,
d_contents_madeinrush_05_24,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_24,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_25,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_25,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_26,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_26,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_27,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_27,True,,1,idle,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_28,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_28,True,,1,surprise,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_29,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_29,True,,1,surprise,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_30,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_30,True,,1,surprise,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_31,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_31,True,,1,delight,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_32,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_32,True,,1,delight,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_33,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_33,True,,1,shy2,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_34,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_34,True,,1,shy2,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_35,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_35,True,,1,shy2,,3,think,,2,2,1.0,
d_contents_madeinrush_05_36,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_36,True,,1,worry,,3,think,,2,2,1.0,
d_contents_madeinrush_05_37,82501,d_contents_madeinrush_05,Narration,,,Locale_SubScenario:d_contents_madeinrush_05_37,False,,1,worry,,3,think,,2,2,1.0,
d_contents_madeinrush_05_38,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_38,True,,1,worry,,3,think,,2,L_30,1.0,
d_contents_madeinrush_05_39,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_39,True,,1,worry,,3,no,,L_30,L_300,1.0,
d_contents_madeinrush_05_40,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_40,True,,1,worry,,3,no,,L_300,100,1.0,
d_contents_madeinrush_05_41,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_41,True,,1,worry,,3,no,,100,2,1.0,
d_contents_madeinrush_05_42,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_42,True,,1,worry,,3,no,,2,2,1.0,
d_contents_madeinrush_05_43,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_43,True,,1,worry,,3,no,,2,2,1.0,
d_contents_madeinrush_05_44,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_44,False,,1,surprise,,3,no,,2,2,1.0,
d_contents_madeinrush_05_45,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_45,True,,1,delight,,3,no,,2,2,1.0,
d_contents_madeinrush_05_46,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_46,True,,1,delight,,3,no,,2,2,1.0,
d_contents_madeinrush_05_47,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_47,True,,1,delight,,3,no,,2,2,1.0,
d_contents_madeinrush_05_48,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_48,True,,1,delight,,3,delight,,2,2,1.0,
d_contents_madeinrush_05_49,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_49,True,,1,delight,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_50,82501,d_contents_madeinrush_05,Speech,blanc,blanc,Locale_SubScenario:d_contents_madeinrush_05_50,True,,1,delight,,3,idle,,2,2,1.0,
d_contents_madeinrush_05_51,82501,d_contents_madeinrush_05,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_05_51,True,,1,delight,,3,idle,,2,2,1.0,
