id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_unbreakablesphere2_04_e_1,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_1,False,SilentBeach,black,black,1.0,sfx_scn_whip_2,event_bgm_ubsphere_wardress,,,,,,mihara_b,1,idle,,yuni_n,3,idle,,mori,13,idle,
event_unbreakablesphere2_04_e_2,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_2,False,,black,black,1.0,,,,,,,,,1,idle,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_3,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_3,False,,black,black,1.0,sfx_scn_largewinchpull,,,,,,,,1,idle,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_4,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_4,False,,black,black,1.0,,,,,,,,,1,idle,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_5,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_5,True,,10,10,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_6,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_6,True,,10,100,0.5,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_7,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_7,False,,black,black,1.0,,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_8,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_8,False,,black,black,1.0,sfx_scn_swordhit,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_9,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_9,False,,black,black,1.0,,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_10,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_10,True,,100,10,0.5,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_11,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_11,True,,10,10,1.0,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_12,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_12,False,,10,10,1.0,sfx_scn_whip,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_13,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_13,False,,10,10,1.0,,,mihara_b,,,,,,1,angry,,,3,idle,,,13,idle,
event_unbreakablesphere2_04_e_14,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_14,True,,S_130,S_1300,0.5,,,mori,mori,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_15,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_15,False,,black,black,1.0,sfx_scn_mutateimpact,,mori,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_16,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_16,False,,100,10,0.5,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_17,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_17,False,,black,black,1.0,sfx_scn_bonescrew,,mihara_b,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_18,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_18,False,,black,black,1.0,,,mihara_b,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_19,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_19,True,,L_30,L_300,0.5,,,yuni_n,yuni_n,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_20,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_20,False,,L_300,L_300,1.0,sfx_scn_bonescrew,,yuni_n,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_21,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_21,False,,L_300,L_300,1.0,,,yuni_n,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_22,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_22,False,,L_300,L_30,1.0,,,yuni_n,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_23,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_23,True,,L_30,31,0.7,,,mihara_b,mihara_b,,,,,1,pain,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_24,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_24,False,,black,black,1.0,sfx_scn_mutatescream_1,,mihara_b,,,,,,1,pain,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_25,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_25,False,,black,black,1.0,,,mihara_b,,,,,,1,pain,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_26,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_26,False,,100,10,1.0,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_27,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_27,True,,10,S_130,0.7,,,mori,mori,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_28,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_28,True,,S_130,S_130,1.0,,,mori,mori,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_29,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_29,False,,S_130,S_130,1.0,sfx_scn_gunfire,,mori,,Low_2,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_30,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_30,False,,S_130,S_130,1.0,,,mori,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_31,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_31,False,,S_130,S_130,1.0,,,mori,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_32,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_32,False,,black,black,1.0,sfx_scn_smash,,mori,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_33,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_33,False,,black,black,1.0,,,mori,,,,,,1,angry,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_34,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_34,True,,13,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,angry,
event_unbreakablesphere2_04_e_35,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_35,True,,113,113,1.0,,,mori,mori,,,,,1,idle,,,3,idle,,,13,shy_02,
event_unbreakablesphere2_04_e_36,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_36,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,shy_02,
event_unbreakablesphere2_04_e_37,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_37,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,3,idle,,,13,shy_02,
event_unbreakablesphere2_04_e_38,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_38,True,,113,113,1.0,,,mihara_b,mihara_b,,,,,1,angry,,,3,idle,,,13,shy_02,
event_unbreakablesphere2_04_e_39,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_39,False,,113,1,1.0,sfx_scn_whip,,mihara_b,,,,,,1,angry,,,3,idle,,,13,shy_02,
event_unbreakablesphere2_04_e_40,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_40,False,,1,10,0.5,,,mihara_b,,,,,,1,angry,,,3,idle,yuni_n,,13,idle,mori
event_unbreakablesphere2_04_e_41,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_41,False,,black,black,1.0,sfx_scn_gluttonyopen,,mihara_b,,,,,,1,idle,,,,,,,,,
event_unbreakablesphere2_04_e_42,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_42,False,,black,black,1.0,,,mihara_b,,,,,,1,idle,,,,,,,,,
event_unbreakablesphere2_04_e_43,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_43,False,,black,black,1.0,sfx_scn_whiphit,,mihara_b,,,,,,1,idle,,,,,,,,,
event_unbreakablesphere2_04_e_44,40076,event_unbreakablesphere2_04_e,Narration,Locale_MainScenario:event_unbreakablesphere2_04_e_44,False,,black,black,1.0,,,mihara_b,,,,,,1,idle,,,,,,,,,
event_unbreakablesphere2_04_e_45,40076,event_unbreakablesphere2_04_e,Speech,Locale_MainScenario:event_unbreakablesphere2_04_e_45,True,,10,100,1.0,,,mihara_b,mihara_b,,,,,1,idle,,,,,,,,,
