id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_mica_17_1,80903,snowfall_speech_mica_17,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_17_1,False,BigHotSpring_d,1,1,1.0,amb_so_hotspring_1,event_bgm_neverland_hugme_day,,,,,mica_w,1,idle
snowfall_speech_mica_17_2,80903,snowfall_speech_mica_17,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_17_2,False,,1,1,1.0,,,,,,,,1,idle
snowfall_speech_mica_17_3,80903,snowfall_speech_mica_17,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_17_3,False,,1,1,1.0,,,,,,,,1,idle
snowfall_speech_mica_17_4,80903,snowfall_speech_mica_17,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_17_4,False,,1,1,1.0,,,snowfall_speech_mica_17_7,,,,,1,idle
snowfall_speech_mica_17_5,80903,snowfall_speech_mica_17,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_17_5,False,,1,1,1.0,,,snowfall_speech_mica_17_6,,,,,1,idle
snowfall_speech_mica_17_6,80903,snowfall_speech_mica_17,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_17_6,False,,black,black,1.0,,,,True,,,,1,idle
snowfall_speech_mica_17_7,80903,snowfall_speech_mica_17,Narration,mica_w,Locale_SubScenario:snowfall_speech_mica_17_7,False,,1,S_10,1.0,,,,,sfx_scn_spraywater,,,1,idle
snowfall_speech_mica_17_8,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_8,True,,S_10,S_10,1.0,,,,,,mica_w,,1,idle
snowfall_speech_mica_17_9,80903,snowfall_speech_mica_17,Self,mica_w,Locale_SubScenario:snowfall_speech_mica_17_9,False,,S_10,S_10,1.0,,,,,,,,1,idle
snowfall_speech_mica_17_10,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_10,True,,S_10,S_10,1.0,,,,,,mica_w,,1,delight
snowfall_speech_mica_17_11,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_11,True,,S_10,S_10,1.0,,,,,,mica_w,,1,idle
snowfall_speech_mica_17_12,80903,snowfall_speech_mica_17,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_17_12,True,,S_10,S_10,1.0,,,,,,mica_w,,1,delight
