id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_ce004_3_06_s_1,40057,event_ce004_3_06_s,Monologue,Locale_SubScenario:event_ce004_3_06_s_1,False,CityForest_03_d,black,black,1.0,sfx_scn_mechhatchopen,event_bgm_ce004_compte,,,ce004_01,1,idle,,ce004_02,3,idle,,ein,5,delight,,zwei,7,idle,,diesel,13,idle,,soline,15,idle,,brid,17,idle,
event_ce004_3_06_s_2,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_2,True,,75,75,1.0,,,ein,ein,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_3,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_3,True,,75,75,1.0,,,zwei,zwei,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_4,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_4,True,,75,31,1.5,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_5,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_5,False,,31,31,1.0,,,ce004_02,ce004_02,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_6,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_6,True,,31,13,1.5,,,diesel,diesel,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_7,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_7,True,,13,130,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_8,40057,event_ce004_3_06_s,Self,Locale_SubScenario:event_ce004_3_06_s_8,False,,130,130,1.0,,,diesel,,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_9,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_9,True,,130,130,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_10,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_10,True,,130,130,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_11,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_11,True,,130,130,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_12,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_12,True,,130,130,1.0,,,diesel,diesel,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_13,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_13,True,,130,S_150,1.0,,,soline,soline,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_14,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_14,True,,S_150,L_170,1.0,,,brid,brid,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_15,40057,event_ce004_3_06_s,Self,Locale_SubScenario:event_ce004_3_06_s_15,False,,L_170,L_170,1.0,,,brid,,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,,,15,idle,,,17,idle,
event_ce004_3_06_s_16,40057,event_ce004_3_06_s,Narration,Locale_SubScenario:event_ce004_3_06_s_16,False,,black,black,1.0,sfx_scn_trainrun,none,,,,1,idle,,,3,idle,,,5,delight,,,7,idle,,,13,idle,diesel,,15,idle,soline,,17,idle,brid
event_ce004_3_06_s_17,40057,event_ce004_3_06_s,Monologue,Locale_SubScenario:event_ce004_3_06_s_17,False,MassiveObject_1,black,black,1.0,,,,,,1,idle,ce004_01,,3,idle,ce004_02,,5,idle,ein,,7,idle,zwei,,,,,,,,,,,,
event_ce004_3_06_s_18,40057,event_ce004_3_06_s,Monologue,Locale_SubScenario:event_ce004_3_06_s_18,False,,3,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_s_19,40057,event_ce004_3_06_s,Narration,Locale_SubScenario:event_ce004_3_06_s_19,False,,1,1,1.0,sfx_scn_eba004energy,event_bgm_ce004_grosbidule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_s_20,40057,event_ce004_3_06_s,Monologue,Locale_SubScenario:event_ce004_3_06_s_20,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_s_21,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_21,True,,1,5,1.5,,,ein,ein,ce004_01,1,idle,,ce004_02,3,idle,,ein,5,idle,,zwei,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_22,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_22,True,,5,50,1.0,,,ein,ein,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_23,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_23,True,,50,50,1.0,,,ein,ein,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_24,40057,event_ce004_3_06_s,Self,Locale_SubScenario:event_ce004_3_06_s_24,False,,50,50,1.0,,,ein,,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,,,,,,,,,,,
event_ce004_3_06_s_25,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_25,True,,50,50,1.0,,,ce004_04_op,ce004_04_op,,1,idle,,,3,idle,,,5,idle,,,7,idle,,ce004_04_op,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_26,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_26,True,,50,50,1.0,,,ce004_04_op,ce004_04_op,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_27,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_27,True,,50,50,1.0,,,ce004_04_op,ce004_04_op,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_28,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_28,True,,50,50,1.0,,,ein,ein,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_29,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_29,True,,10,10,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_30,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_30,True,,10,100,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_31,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_31,True,,100,100,1.0,,,ce004_01,ce004_01,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,think,,,,,,,,,
event_ce004_3_06_s_32,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_32,True,,100,100,1.0,,,ce004_04_op,ce004_04_op,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,idle,,,,,,,,,
event_ce004_3_06_s_33,40057,event_ce004_3_06_s,Speech,Locale_SubScenario:event_ce004_3_06_s_33,True,,100,100,1.0,,,ce004_04_op,ce004_04_op,,1,idle,,,3,idle,,,5,idle,,,7,idle,,,OP_leftup,idle,,,,,,,,,
