id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_dirtybackyard_06_e_1,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_1,False,CommanderRoom,1,1,1.0,none,,,,,,,,,,
event_dirtybackyard_06_e_2,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_2,True,,1,10,1.0,bgm_blurredvision,announcer,announcer,,,,,,,,
event_dirtybackyard_06_e_3,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_3,True,,10,10,1.0,,announcer,announcer,,,,,,,,
event_dirtybackyard_06_e_4,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_4,True,,10,10,1.0,,announcer,announcer,,,,,,,,
event_dirtybackyard_06_e_5,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_5,True,,10,10,1.0,,announcer,announcer,,,,,,,,
event_dirtybackyard_06_e_6,40038,event_dirtybackyard_06_e,Narration,Locale_SubScenario:event_dirtybackyard_06_e_6,False,,10,1,1.0,,,,sfx_scn_remotesignal,,,,,,,
event_dirtybackyard_06_e_7,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_7,False,,black,black,1.0,,,,,,,,,,,
event_dirtybackyard_06_e_8,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_8,False,,black,black,1.0,,,,,,,,,,,
event_dirtybackyard_06_e_9,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_9,False,,black,black,1.0,,,,,,,,,,,
event_dirtybackyard_06_e_10,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_10,False,,black,black,1.0,,,,,,,,,,,
event_dirtybackyard_06_e_11,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_11,False,,1,1,1.0,,,,,,,,,,,
event_dirtybackyard_06_e_12,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_12,False,,1,1,1.0,,,,,,,,,,,
event_dirtybackyard_06_e_13,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_13,False,,black,black,1.0,,,,,sakura,1,idle,rosanna,3,idle,
event_dirtybackyard_06_e_14,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_14,True,Hotel_n,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,black
event_dirtybackyard_06_e_15,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_15,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_16,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_16,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_17,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_17,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_18,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_18,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_19,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_19,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_20,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_20,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_21,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_21,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_22,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_22,True,,2,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_23,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_23,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_24,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_24,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_25,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_25,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_26,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_26,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_27,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_27,False,,30,30,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_28,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_28,True,,30,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_29,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_29,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_30,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_30,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_31,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_31,True,,2,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_32,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_32,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_33,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_33,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_34,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_34,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_35,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_35,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_36,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_36,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_37,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_37,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_38,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_38,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_39,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_39,False,,30,30,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_40,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_40,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_41,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_41,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,idle,
event_dirtybackyard_06_e_42,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_42,True,,30,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_43,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_43,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_44,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_44,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_45,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_45,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_46,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_46,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_47,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_47,True,,2,2,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_48,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_48,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_49,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_49,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_50,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_50,True,,2,2,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_51,40038,event_dirtybackyard_06_e,Monologue,Locale_SubScenario:event_dirtybackyard_06_e_51,False,,black,black,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_52,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_52,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_53,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_53,False,,2,2,1.0,,,,,,1,idle,,3,idle,
event_dirtybackyard_06_e_54,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_54,True,,2,30,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_55,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_55,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_56,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_56,True,,30,30,1.0,,rosanna,rosanna,,,1,idle,,3,angry,
event_dirtybackyard_06_e_57,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_57,True,,30,10,1.0,,sakura,sakura,,,1,angry,,3,angry,
event_dirtybackyard_06_e_58,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_58,True,,10,10,1.0,,sakura,sakura,,,1,angry,,3,angry,
event_dirtybackyard_06_e_59,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_59,True,,10,10,1.0,,sakura,sakura,,,1,angry,,3,angry,
event_dirtybackyard_06_e_60,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_60,True,,10,10,1.0,,sakura,sakura,,,1,angry,,3,angry,
event_dirtybackyard_06_e_61,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_61,False,,10,10,1.0,,,,,,1,angry,,3,angry,
event_dirtybackyard_06_e_62,40038,event_dirtybackyard_06_e,Self,Locale_SubScenario:event_dirtybackyard_06_e_62,False,,10,10,1.0,,,,,,1,angry,,3,angry,
event_dirtybackyard_06_e_63,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_63,True,,10,10,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_64,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_64,True,,10,10,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_65,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_65,True,,10,10,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_66,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_66,True,,10,10,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_67,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_67,True,,10,10,1.0,,sakura,sakura,,,1,idle,,3,idle,
event_dirtybackyard_06_e_68,40038,event_dirtybackyard_06_e,Speech,Locale_SubScenario:event_dirtybackyard_06_e_68,True,,10,10,1.0,,sakura,sakura,,,1,idle,,3,idle,
