id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_brandnewyear_02_e_1,40005,event_brandnewyear_02_e,Speech,barista,barista,Locale_SubScenario:event_brandnewyear_02_e_1,True,Cafe,S_10,S_10,1.0,none,,sugar_p,1,idle
event_brandnewyear_02_e_2,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_2,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_3,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_3,True,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_4,40005,event_brandnewyear_02_e,Narration,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_4,False,,S_10,S_10,1.0,,,,1,idle
event_brandnewyear_02_e_5,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_5,False,,S_10,S_50,1.0,,,,1,idle
event_brandnewyear_02_e_6,40005,event_brandnewyear_02_e,Monologue,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_6,False,,S_50,S_50,1.0,,,,1,idle
event_brandnewyear_02_e_7,40005,event_brandnewyear_02_e,Monologue,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_7,False,,S_50,S_50,1.0,,,,1,idle
event_brandnewyear_02_e_8,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_8,True,,S_50,S_10,1.0,bgm_story_whosdumber,,,1,angry
event_brandnewyear_02_e_9,40005,event_brandnewyear_02_e,Self,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_9,False,,S_10,1,1.0,,,,1,angry
event_brandnewyear_02_e_10,40005,event_brandnewyear_02_e,Speech,sugar_p,sugar,Locale_SubScenario:event_brandnewyear_02_e_10,True,,1,1,1.0,,,,1,idle
event_brandnewyear_02_e_11,40005,event_brandnewyear_02_e,Choice,sugar_p,,Locale_SubScenario:event_brandnewyear_02_e_11,False,,1,1,1.0,,event_brandnewyear_02_e_13,,1,idle
