id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/1/hide_char_id,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/0/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
event_lastkingdom1_06_e_1,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_1,False,EventScene_lastkingdom_05,crownrun_01,crownrun_02,1.0,event_bgm_lastkingdom_tothelast,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_2,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_2,False,,crownrun_02,crownrun_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_3,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_3,True,,crownrun_02,crownrun_02,1.0,,crown,crown,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_4,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_4,True,,crownrun_02,crownrun_03,1.0,,crown,crown,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_5,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_5,False,,crownrun_03,crownrun_03,1.0,,crown,,sfx_scn_mechanichorse,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_6,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_6,False,,crownrun_03,crownrun_03,1.0,,crown,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_7,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_7,False,,crownrun_03,crownrun_03,1.0,,crown,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_8,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_8,False,,crownrun_03,crownrun_03,1.0,,crown,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_9,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_9,True,,crownrun_03,crownrun_02,1.0,,crown,crown,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_10,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_10,True,,crownrun_02,crownrun_02,1.0,,crown,crown,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_11,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_11,False,,black,black,1.0,,crown,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_12,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_12,False,land_n,black,black,1.0,,crown,,,indivilia,3,special,talkative,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_13,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_13,True,,31,31,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_14,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_14,True,,31,31,1.0,,talkative,talkative,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_15,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_15,True,,31,L_30,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_16,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_16,True,,L_30,L_30,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_17,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_17,True,,L_30,L_30,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_18,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_18,True,,L_30,XS_10,1.0,,talkative,talkative,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_19,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_19,True,,XS_10,XS_10,1.0,,talkative,talkative,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_20,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_20,True,,XS_10,31,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_21,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_21,True,,31,31,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_22,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_22,True,,31,31,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_23,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_23,True,,31,31,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_24,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_24,True,,31,31,1.0,,talkative,talkative,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_25,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_25,True,,31,31,1.0,,indivilia,indivilia,,,3,special,,1,idle,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_26,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_26,False,,31,31,1.0,,indivilia,,sfx_scn_rapturejump,,3,special,,1,idle,talkative,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_27,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_27,False,EventScene_lastkingdom_06_1,black,black,1.0,,indivilia,,,,3,special,,,,,indivilia,,,,,,,,,,,,,,
event_lastkingdom1_06_e_28,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_28,True,,15,1,1.0,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_29,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_29,True,,1,100,2.0,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_30,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_30,True,,100,100,1.0,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_31,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_31,True,,100,100,1.0,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_32,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_32,True,,100,100,1.0,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_33,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_33,False,,100,1,1.0,,indivilia,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_34,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_34,False,,1,1,1.0,,indivilia,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_35,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_35,True,,1,1,1.0,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_36,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_36,False,EventScene_lastkingdom_06_2,1,1,1.0,,indivilia,,sfx_scn_crownspearsmash,,,,,,,,,Low_2,,,,,,,,,,,,,
event_lastkingdom1_06_e_37,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_37,True,,1,100,0.7,,indivilia,indivilia,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_38,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_38,False,,100,100,1.0,,crown,,,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_39,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_39,False,land_n,black,black,1.0,,crown,,sfx_scn_rollingground,,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_e_40,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_40,False,,1,1,1.0,,crown,,,,,,,,,,,,crown,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_41,40045,event_lastkingdom1_06_e,Narration,Locale_MainScenario:event_lastkingdom1_06_e_41,False,,1,1,1.0,,crown,,,,,,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_42,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_42,False,,1,100,1.0,,crown,crown,,,,,,,,,,,,1,idle,,,,,,,,,,
event_lastkingdom1_06_e_43,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_43,True,CrownCastleFrontYard_d,3,S_300,1.0,,kilo,kilo,,,,,kilo,3,no,,,,,1,idle,talos,5,idle,marian_q,13,sad2,black,,,
event_lastkingdom1_06_e_44,40045,event_lastkingdom1_06_e,Speech,Locale_MainScenario:event_lastkingdom1_06_e_44,True,,S_300,S_300,1.0,,kilo,kilo,,,,,,3,no,,,,,1,idle,,5,idle,,13,sad2,,,,
