id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_noir_09_1,80903,snowfall_speech_noir_09,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_09_1,False,Trail_s,1,1,1.0,amb_so_trail_2,event_bgm_neverland_snowflakes_sunset,,,,noir_c,1,idle
snowfall_speech_noir_09_2,80903,snowfall_speech_noir_09,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_09_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_noir_09_3,80903,snowfall_speech_noir_09,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_09_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_noir_09_4,80903,snowfall_speech_noir_09,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_09_4,False,,1,1,1.0,,,snowfall_speech_noir_09_7,,,,1,idle
snowfall_speech_noir_09_5,80903,snowfall_speech_noir_09,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_09_5,False,,1,1,1.0,,,snowfall_speech_noir_09_6,,,,1,idle
snowfall_speech_noir_09_6,80903,snowfall_speech_noir_09,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_09_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_noir_09_7,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_7,True,,1,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_8,80903,snowfall_speech_noir_09,Self,noir_c,Locale_SubScenario:snowfall_speech_noir_09_8,False,,L_10,L_10,1.0,,,,,,,1,idle
snowfall_speech_noir_09_9,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_9,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_10,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_10,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_11,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_11,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_12,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_12,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_13,80903,snowfall_speech_noir_09,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_09_13,False,,L_10,L_10,1.0,,,snowfall_speech_noir_09_15,,,,1,idle
snowfall_speech_noir_09_14,80903,snowfall_speech_noir_09,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_09_14,False,,L_10,L_10,1.0,,,snowfall_speech_noir_09_18,,,,1,idle
snowfall_speech_noir_09_15,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_15,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_16,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_16,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_17,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_17,True,,L_10,L_10,1.0,,,snowfall_speech_noir_09_21,,noir_c,,1,delight
snowfall_speech_noir_09_18,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_18,True,,L_10,L_10,1.0,,,,,noir_c,,1,delight
snowfall_speech_noir_09_19,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_19,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_20,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_20,True,,L_10,L_10,1.0,,,snowfall_speech_noir_09_21,,noir_c,,1,idle
snowfall_speech_noir_09_21,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_21,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_22,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_22,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_23,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_23,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_24,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_24,True,,L_10,L_10,1.0,,,,,noir_c,,1,surprise
snowfall_speech_noir_09_25,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_25,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_26,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_26,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_09_27,80903,snowfall_speech_noir_09,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_09_27,False,,L_10,L_10,1.0,,,snowfall_speech_noir_09_29,,,,1,idle
snowfall_speech_noir_09_28,80903,snowfall_speech_noir_09,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_09_28,False,,L_10,L_10,1.0,,,snowfall_speech_noir_09_43,,,,1,idle
snowfall_speech_noir_09_29,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_29,True,,L_10,L_10,1.0,,,,,noir_c,,1,surprise
snowfall_speech_noir_09_30,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_30,True,,L_10,L_10,1.0,,,,,noir_c,,1,surprise
snowfall_speech_noir_09_31,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_31,True,,L_10,L_10,1.0,,,,,noir_c,,1,surprise
snowfall_speech_noir_09_32,80903,snowfall_speech_noir_09,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_09_32,True,,L_10,L_10,1.0,,,,,noir_c,,1,surprise
