id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
event_absolute1_01_e_1,40086,event_absolute1_01_e,Speech,signal_op,signal_op,Locale_MainScenario:event_absolute1_01_e_1,True,signal_op,OP_leftup,idle,eunhwa_t,3,idle,scarecommander,1,idle,soldiereg,13,idle,soldierfa,15,idle,IceLand_03,30,30,1.0,bgm_story_devastat,,,,,,,
event_absolute1_01_e_2,40086,event_absolute1_01_e,Speech,signal_op,signal_op,Locale_MainScenario:event_absolute1_01_e_2,True,,OP_leftup,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,
event_absolute1_01_e_3,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_3,True,,OP_leftup,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,
event_absolute1_01_e_4,40086,event_absolute1_01_e,Speech,signal_op,signal_op,Locale_MainScenario:event_absolute1_01_e_4,True,,OP_leftup,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,
event_absolute1_01_e_5,40086,event_absolute1_01_e,Speech,signal_op,signal_op,Locale_MainScenario:event_absolute1_01_e_5,True,,OP_leftup,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,
event_absolute1_01_e_6,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_6,True,,OP_leftup,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,,,,
event_absolute1_01_e_7,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_7,True,,OP_leftup,idle,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,signal_op,,,,,,
event_absolute1_01_e_8,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_8,True,,,,,3,idle,,1,idle,,13,idle,,15,idle,,30,2,1.3,,,,,,,,
event_absolute1_01_e_9,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_9,True,,,,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_10,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_10,True,,,,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_11,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_11,True,,,,,3,idle,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_12,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_12,True,,,,,3,no,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_13,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_13,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_14,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_14,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_15,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_15,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_16,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_16,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_17,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_17,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_18,40086,event_absolute1_01_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute1_01_e_18,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_19,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_19,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,2,2,1.0,,,,,,,,
event_absolute1_01_e_20,40086,event_absolute1_01_e,Speech,soldierfa,soldierfa,Locale_MainScenario:event_absolute1_01_e_20,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_21,40086,event_absolute1_01_e,Speech,soldierfa,soldierfa,Locale_MainScenario:event_absolute1_01_e_21,True,,,,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_22,40086,event_absolute1_01_e,Speech,soldierfa,soldierfa,Locale_MainScenario:event_absolute1_01_e_22,True,vesti_t,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_23,40086,event_absolute1_01_e,Speech,soldierfa,soldierfa,Locale_MainScenario:event_absolute1_01_e_23,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_24,40086,event_absolute1_01_e,Speech,soldierfa,soldierfa,Locale_MainScenario:event_absolute1_01_e_24,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_25,40086,event_absolute1_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute1_01_e_25,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_26,40086,event_absolute1_01_e,Narration,soldiereg,,Locale_MainScenario:event_absolute1_01_e_26,False,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,14,14,1.0,,,,,,,,
event_absolute1_01_e_27,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_27,True,,5,idle,,3,angry,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,,,
event_absolute1_01_e_28,40086,event_absolute1_01_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute1_01_e_28,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,,,
event_absolute1_01_e_29,40086,event_absolute1_01_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_01_e_29,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,4,1.0,,,,,,,,
event_absolute1_01_e_30,40086,event_absolute1_01_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute1_01_e_30,True,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,4,XS_50,1.3,,,,,,,,
event_absolute1_01_e_31,40086,event_absolute1_01_e,Narration,vesti_t,,Locale_MainScenario:event_absolute1_01_e_31,False,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,black,black,1.0,,vesti_t,eunhwa_t,,,,,
event_absolute1_01_e_32,40086,event_absolute1_01_e,Narration,emma_t,,Locale_MainScenario:event_absolute1_01_e_32,False,,,,,,,emma_t,1,idle,,13,idle,,15,idle,,black,black,1.0,,,,scarecommander,,,,
event_absolute1_01_e_33,40086,event_absolute1_01_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute1_01_e_33,True,,,,,,,,1,idle,,13,idle,,15,idle,,10,12,1.3,,,,,,,,
event_absolute1_01_e_34,40086,event_absolute1_01_e,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute1_01_e_34,True,,,,,,,,1,idle,,13,idle,,15,idle,,12,12,1.0,,,,,,,,
