id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_npc_day10_01_1,80903,snowfall_speech_npc_day10_01,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day10_01_1,True,DiningRoom_d,2,2,1.0,amb_so_restaurant_1,event_bgm_neverland_hugme_day,eunhwa,3,angry,vesti,1,idle
snowfall_speech_npc_day10_01_2,80903,snowfall_speech_npc_day10_01,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day10_01_2,True,,2,2,1.0,,,,3,angry,,1,idle
snowfall_speech_npc_day10_01_3,80903,snowfall_speech_npc_day10_01,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day10_01_3,True,,2,2,1.0,,,,3,angry,,1,idle
snowfall_speech_npc_day10_01_4,80903,snowfall_speech_npc_day10_01,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day10_01_4,True,,2,2,1.0,,,,3,angry,,1,idle
snowfall_speech_npc_day10_01_5,80903,snowfall_speech_npc_day10_01,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day10_01_5,True,,2,2,1.0,,,,3,angry,,1,idle
snowfall_speech_npc_day10_01_6,80903,snowfall_speech_npc_day10_01,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day10_01_6,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day10_01_7,80903,snowfall_speech_npc_day10_01,Speech,eunhwa,eunhwa,Locale_SubScenario:snowfall_speech_npc_day10_01_7,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day10_01_8,80903,snowfall_speech_npc_day10_01,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day10_01_8,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day10_01_9,80903,snowfall_speech_npc_day10_01,Speech,vesti,vesti,Locale_SubScenario:snowfall_speech_npc_day10_01_9,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day10_01_10,80903,snowfall_speech_npc_day10_01,Narration,,,Locale_SubScenario:snowfall_speech_npc_day10_01_10,False,,black,black,1.0,,,,3,idle,,1,idle
