id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,play_sound
event_neverland1_05_e_1,40034,event_neverland1_05_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_05_e_1,True,ludmilla_w,9,idle,blanc_c,7,idle,noir_c,5,delight,belorta,3,idle,signal,1,delight,delta,13,delight,vesti,15,idle,eunhwa,17,idle,emma,19,idle,HotSpringInnIn_s,90,90,1.0,event_bgm_neverland_hugme_day,,,,,,,,,,
event_neverland1_05_e_2,40034,event_neverland1_05_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_05_e_2,True,,9,idle,,7,idle,,5,delight,,3,idle,,1,delight,,13,delight,,15,idle,,17,idle,,19,idle,,90,90,1.0,,,,,,,,,,,
event_neverland1_05_e_3,40034,event_neverland1_05_e,Narration,,,Locale_MainScenario:event_neverland1_05_e_3,False,,9,idle,,7,idle,,5,delight,,3,idle,,1,delight,,13,delight,,15,idle,,17,idle,,19,idle,EventScene_NeverLand_01,black,black,1.0,,ludmilla_w,blanc_c,noir_c,belorta,signal,delta,vesti,eunhwa,emma,sfx_scn_naturalswitch
event_neverland1_05_e_4,40034,event_neverland1_05_e,Monologue,,,Locale_MainScenario:event_neverland1_05_e_4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,
event_neverland1_05_e_5,40034,event_neverland1_05_e,Monologue,,,Locale_MainScenario:event_neverland1_05_e_5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_01,neverlandchristmas_02,2.0,,,,,,,,,,,
event_neverland1_05_e_6,40034,event_neverland1_05_e,Monologue,,,Locale_MainScenario:event_neverland1_05_e_6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_7,40034,event_neverland1_05_e,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland1_05_e_7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_8,40034,event_neverland1_05_e,Speech,vesti,vesti,Locale_MainScenario:event_neverland1_05_e_8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_9,40034,event_neverland1_05_e,Speech,emma,emma,Locale_MainScenario:event_neverland1_05_e_9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_10,40034,event_neverland1_05_e,Monologue,,,Locale_MainScenario:event_neverland1_05_e_10,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_03,2.0,,,,,,,,,,,
event_neverland1_05_e_11,40034,event_neverland1_05_e,Monologue,,,Locale_MainScenario:event_neverland1_05_e_11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_03,neverlandchristmas_03,1.0,,,,,,,,,,,
event_neverland1_05_e_12,40034,event_neverland1_05_e,Monologue,,,Locale_MainScenario:event_neverland1_05_e_12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_03,neverlandchristmas_03,1.0,,,,,,,,,,,
event_neverland1_05_e_13,40034,event_neverland1_05_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_05_e_13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_03,neverlandchristmas_03,2.0,,,,,,,,,,,
event_neverland1_05_e_14,40034,event_neverland1_05_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_05_e_14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_03,neverlandchristmas_02,2.0,,,,,,,,,,,
event_neverland1_05_e_15,40034,event_neverland1_05_e,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland1_05_e_15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_16,40034,event_neverland1_05_e,Speech,blanc_c,blanc_c,Locale_MainScenario:event_neverland1_05_e_16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_17,40034,event_neverland1_05_e,Speech,noir_c,noir_c,Locale_MainScenario:event_neverland1_05_e_17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_18,40034,event_neverland1_05_e,Speech,belorta,belorta,Locale_MainScenario:event_neverland1_05_e_18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_19,40034,event_neverland1_05_e,Self,,,Locale_MainScenario:event_neverland1_05_e_19,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_20,40034,event_neverland1_05_e,Speech,signal,signal,Locale_MainScenario:event_neverland1_05_e_20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
event_neverland1_05_e_21,40034,event_neverland1_05_e,Speech,delta,delta,Locale_MainScenario:event_neverland1_05_e_21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neverlandchristmas_02,neverlandchristmas_02,1.0,,,,,,,,,,,
