id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_madeinrush_03_1,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_1,True,CoinRushIndoor,L_10,L_100,1.0,bgm_story_shopperholic,rupee_b,1,special,,,
d_contents_madeinrush_03_2,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_2,True,,L_100,L_100,1.0,,,1,special,ade_b,13,shy2
d_contents_madeinrush_03_3,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_3,True,,L_100,L_100,1.0,,,1,special,,13,shy2
d_contents_madeinrush_03_4,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_4,True,,L_100,L_100,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_5,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_5,True,,L_100,L_10,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_6,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_6,True,,L_10,12,0.5,,,1,delight,,13,shy2
d_contents_madeinrush_03_7,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_7,True,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_8,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_8,False,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_9,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_9,True,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_10,82501,d_contents_madeinrush_03,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_03_10,True,,12,12,1.0,,,1,delight,,13,shy2
d_contents_madeinrush_03_11,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_11,True,,12,12,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_12,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_12,True,,12,L_10,0.5,,,1,delight,,13,shy2
d_contents_madeinrush_03_13,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_13,True,,L_10,L_100,0.5,,,1,idle,,13,shy2
d_contents_madeinrush_03_14,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_14,True,,L_100,L_100,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_15,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_15,True,,L_100,L_100,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_16,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_16,True,,L_100,L_100,1.0,,,1,idle,,13,shy2
d_contents_madeinrush_03_17,82501,d_contents_madeinrush_03,Speech,rupee_b,rupee_b,Locale_SubScenario:d_contents_madeinrush_03_17,True,,L_100,L_100,1.0,,,1,idle,,13,shy2
