id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_blanc_03_1,80903,snowfall_speech_blanc_03,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_1,False,BambooForest_d,1,1,1.0,amb_so_bambooforest_1,event_bgm_neverland_snowflakes_day,,,,blanc_c,1,idle
snowfall_speech_blanc_03_2,80903,snowfall_speech_blanc_03,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_blanc_03_3,80903,snowfall_speech_blanc_03,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_blanc_03_4,80903,snowfall_speech_blanc_03,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_4,False,,1,1,1.0,,,snowfall_speech_blanc_03_7,,,,1,idle
snowfall_speech_blanc_03_5,80903,snowfall_speech_blanc_03,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_5,False,,1,1,1.0,,,snowfall_speech_blanc_03_6,,,,1,idle
snowfall_speech_blanc_03_6,80903,snowfall_speech_blanc_03,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_blanc_03_7,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_7,True,,1,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_8,80903,snowfall_speech_blanc_03,Self,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_8,False,,L_10,L_10,1.0,,,,,,,1,idle
snowfall_speech_blanc_03_9,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_9,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_10,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_10,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_11,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_11,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_12,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_12,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_13,80903,snowfall_speech_blanc_03,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_13,False,,L_10,L_10,1.0,,,,,,,1,idle
snowfall_speech_blanc_03_14,80903,snowfall_speech_blanc_03,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_14,False,,L_10,L_10,1.0,,,snowfall_speech_blanc_03_16,,,,1,idle
snowfall_speech_blanc_03_15,80903,snowfall_speech_blanc_03,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_15,False,,L_10,L_10,1.0,,,snowfall_speech_blanc_03_20,,,,1,idle
snowfall_speech_blanc_03_16,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_16,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_17,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_17,True,,L_10,L_10,1.0,,,,,blanc_c,,1,delight
snowfall_speech_blanc_03_18,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_18,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_19,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_19,True,,L_10,L_10,1.0,,,snowfall_speech_blanc_03_24,,blanc_c,,1,idle
snowfall_speech_blanc_03_20,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_20,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_21,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_21,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_03_22,80903,snowfall_speech_blanc_03,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_03_22,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
