id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id,fade,play_sound,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,set_camera_shake,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_boomtheghost2_01_e_1,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_1,True,alfred,1,idle,elegg_s,13,idle,tove_s,15,idle,centi_s,17,idle,rapi_ss,3,delight,yan_s,5,idle,Pilothouse_d,S_100,S_100,1.0,bgm_story_littlehauntedwaltz,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_2,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_2,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_100,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_3,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_3,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_4,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_4,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_5,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_5,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_6,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_6,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_7,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_7,False,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_8,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_8,False,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_9,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_9,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_10,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_10,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_11,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_11,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_12,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_12,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_13,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_13,True,,1,idle,,13,surprise,,15,idle,,17,idle,,3,delight,,5,idle,,S_10,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_14,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_14,True,,1,idle,,13,surprise,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_15,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_15,True,,1,idle,,13,surprise,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_16,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_16,True,,1,idle,,13,surprise,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_17,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_17,True,,1,idle,,13,surprise,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_18,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_18,True,,1,idle,,13,surprise,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_19,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_19,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_20,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_20,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_21,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_21,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_22,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_22,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_23,40085,event_boomtheghost2_01_e,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_01_e_23,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,delight,,5,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_24,40085,event_boomtheghost2_01_e,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_e_24,True,,1,idle,,13,idle,,15,surprise,,17,idle,,3,delight,,5,idle,,113,1315,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_25,40085,event_boomtheghost2_01_e,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_e_25,True,,1,idle,,13,idle,,15,surprise,,17,idle,,3,delight,,5,idle,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_26,40085,event_boomtheghost2_01_e,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_e_26,True,,1,idle,,13,idle,,15,surprise,,17,idle,,3,delight,,5,idle,,1315,1315,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_27,40085,event_boomtheghost2_01_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost2_01_e_27,True,,1,idle,,13,idle,,15,surprise,,17,angry,,3,delight,,5,idle,,L_170,L_1700,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_28,40085,event_boomtheghost2_01_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_01_e_28,True,,1,idle,,13,idle,,15,surprise,,17,angry,,3,delight,,5,idle,,S_1300,S_1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_29,40085,event_boomtheghost2_01_e,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost2_01_e_29,True,,1,idle,,13,idle,,15,worry,,17,angry,,3,delight,,5,idle,,S_1300,S_1500,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_30,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_30,True,,1,idle,,13,idle,,15,worry,,17,angry,,3,think,,5,idle,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_31,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_31,False,,1,idle,,13,idle,,15,worry,,17,idle,,3,think,,5,idle,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_32,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_32,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,300,30,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_33,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_33,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_34,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_34,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_35,40085,event_boomtheghost2_01_e,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_01_e_35,False,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,30,30,1.0,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_36,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_36,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,30,300,0.5,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_01_e_37,40085,event_boomtheghost2_01_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_01_e_37,True,,1,idle,,13,idle,,15,idle,,17,idle,,3,good,,5,idle,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,
