id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound,set_camera_shake,jump_target
event_romanticvalentine_03_e_1,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_1,False,MaidCafe,black,black,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_2,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_2,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_3,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_3,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_4,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_4,True,,S_10,S_10,1.0,event_bgm_perfectmaid,mast_m,mast_m,mast_m,1,delight,black,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_5,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_5,True,,S_10,S_10,1.0,,mast_m,mast_m,,1,shy1,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_6,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_6,True,,S_10,S_100,1.0,,mast_m,mast_m,,1,"expression_0,delight",,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_7,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_7,True,,S_100,S_100,1.0,,mast_m,mast_m,,1,delight,,anchor_m,15,idle,femaleguest,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_8,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_8,True,,S_100,16,1.0,,anchor_m,anchor_m,,1,delight,,,15,idle,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_9,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_9,True,,16,16,1.0,,femaleguest,femaleguest,,1,delight,,,15,idle,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_10,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_10,True,,16,16,1.0,,anchor_m,anchor_m,,1,delight,,,15,idle,,17,idle,mast_m,,,,,,,,,,,,,
event_romanticvalentine_03_e_11,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_11,True,,16,16,1.0,,femaleguest,femaleguest,,,,,,15,idle,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_12,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_12,True,,16,16,1.0,,femaleguest,femaleguest,,,,,,15,idle,,17,idle,,sin_m,7,smile,hesitantmaleguest,5,idle,,,,,,,
event_romanticvalentine_03_e_13,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_13,True,,16,6,1.0,,hesitantmaleguest,hesitantmaleguest,,,,,,15,idle,,17,idle,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_14,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_14,True,,6,6,1.0,,sin_m,sin_m,,,,,,15,idle,,17,idle,,,7,smile,,5,idle,anchor_m,femaleguest,,,,,
event_romanticvalentine_03_e_15,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_15,True,,6,6,1.0,,hesitantmaleguest,hesitantmaleguest,,,,,,,,,,,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_16,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_16,True,,6,6,1.0,,sin_m,sin_m,,,,,,,,,,,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_17,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_17,True,,6,6,1.0,,sin_m,sin_m,,,,,,,,,,,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_18,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_18,True,,6,6,1.0,,hesitantmaleguest,hesitantmaleguest,,,,,,,,,,,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_19,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_19,True,,6,6,1.0,,sin_m,sin_m,,,,,,,,,,,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_20,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_20,True,,6,6,1.0,,hesitantmaleguest,hesitantmaleguest,,,,,,,,,,,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_21,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_21,True,,6,6,1.0,,sin_m,sin_m,,,,,trony_m,15,surprise,calmguest,17,idle,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_22,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_22,True,,6,16,1.0,,calmguest,calmguest,,,,,,15,surprise,,17,idle,,,7,smile,,5,idle,,,,,,,
event_romanticvalentine_03_e_23,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_23,True,,16,16,1.0,,trony_m,trony_m,,,,,,15,surprise,,17,idle,,,7,smile,,5,idle,,,sin_m,hesitantmaleguest,,,
event_romanticvalentine_03_e_24,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_24,True,,16,16,1.0,,trony_m,trony_m,,,,,,15,smile,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_25,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_25,True,,16,16,1.0,,trony_m,trony_m,,,,,,15,smile,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_26,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_26,True,,16,16,1.0,,calmguest,calmguest,,,,,,15,smile,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_27,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_27,True,,16,16,1.0,,calmguest,calmguest,,,,,,15,smile,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_28,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_28,True,,16,16,1.0,,trony_m,trony_m,,,,,,15,shy,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_29,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_29,True,,16,16,1.0,,trony_m,trony_m,,,,,,15,shy,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_30,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_30,True,,16,16,1.0,,trony_m,trony_m,,,,,,15,no,,17,idle,,,,,,,,,,,,,,
event_romanticvalentine_03_e_31,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_31,False,,10,10,1.0,,,,sweetjohnny214,1,idle,,,15,no,,17,idle,,,,,,,,trony_m,calmguest,,,,,
event_romanticvalentine_03_e_32,40069,event_romanticvalentine_03_e,Self,Locale_SubScenario:event_romanticvalentine_03_e_32,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_33,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_33,True,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_34,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_34,True,,10,10,1.0,,sweetjohnny214,sweetjohnny214,,1,idle,,sin_m,7,delight,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_35,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_35,True,,70,70,1.0,,sin_m,sin_m,,1,idle,,,7,delight,,,,,,,,,,,,,,,,,
event_romanticvalentine_03_e_36,40069,event_romanticvalentine_03_e,Speech,Locale_SubScenario:event_romanticvalentine_03_e_36,True,,70,70,1.0,,sin_m,sin_m,,1,idle,,,7,smile,,,,sweetjohnny214,,,,,,,,,,,,,
event_romanticvalentine_03_e_37,40069,event_romanticvalentine_03_e,Monologue,Locale_SubScenario:event_romanticvalentine_03_e_37,False,,70,70,1.0,,sin_m,,,,,,,7,smile,,,,,,,,,,,,,,,,,
