id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_absolute1_02_e_1,40086,event_absolute1_02_e,Narration,emma_t,Locale_MainScenario:event_absolute1_02_e_1,False,Armory,black,black,1.0,sfx_scn_autodooropen,bgm_frostpillar,,,,emma_t,3,idle,,eunhwa_t,1,idle,,vesti_t,13,idle,
event_absolute1_02_e_2,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_2,True,,2,2,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_3,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_3,True,,2,2,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_4,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_4,True,,2,2,1.0,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_5,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_5,True,,2,2,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_6,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_6,True,,2,2,1.0,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_7,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_7,True,,2,2,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_8,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_8,True,,2,2,1.0,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_9,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_9,True,,2,2,1.0,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_10,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_10,True,,2,2,1.0,,,emma_t,,,,3,delight,,,1,idle,,,13,idle,
event_absolute1_02_e_11,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_11,True,,2,2,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_12,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_12,True,,2,2,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_13,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_13,True,,2,12,1.3,,,vesti_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_14,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_14,True,,12,12,1.0,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,idle,
event_absolute1_02_e_15,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_15,True,,12,12,1.0,,,vesti_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_16,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_16,True,,12,12,1.0,,,vesti_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_17,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_17,True,,12,12,1.0,,,vesti_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_18,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_18,True,,12,12,1.0,,,vesti_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_19,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_19,True,,12,12,1.0,,,vesti_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_20,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_20,True,,12,12,1.0,,,vesti_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_21,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_21,True,,30,30,1.0,,,emma_t,,,,3,delight,,,1,idle,,,13,worry,
event_absolute1_02_e_22,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_22,True,,30,30,1.0,,,emma_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_23,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_23,False,,30,2,1.3,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_24,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_24,True,,2,2,1.0,,none,eunhwa_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_25,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_25,True,,2,2,1.0,,,eunhwa_t,,,,3,idle,,,1,idle,,,13,worry,
event_absolute1_02_e_26,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_26,True,,2,2,1.0,,,emma_t,,,,3,angry,,,1,idle,,,13,worry,
event_absolute1_02_e_27,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_27,True,,2,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,sad,
event_absolute1_02_e_28,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_28,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_29,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_29,True,,12,12,1.0,,event_bgm_absolute_1,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_30,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_30,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_31,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_31,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,idle,,,13,sad,
event_absolute1_02_e_32,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_32,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_33,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_33,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_34,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_34,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_35,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_35,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_36,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_36,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_37,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_37,True,,30,30,1.0,,,emma_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_38,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_38,True,,30,30,1.0,,,emma_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_39,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_39,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_40,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_40,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_41,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_41,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_42,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_42,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_43,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_43,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_44,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_44,False,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_45,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_45,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_46,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_46,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,idle,,,13,idle,
event_absolute1_02_e_47,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_47,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_48,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_48,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_49,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_49,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_50,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_50,True,,12,10,1.3,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_51,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_51,True,,XS_130,XS_130,1.0,,,vesti_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_52,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_52,True,,XS_130,XS_130,1.0,,,vesti_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_53,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_53,False,,XS_130,XS_130,1.0,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,idle,
event_absolute1_02_e_54,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_54,True,,XS_130,XS_130,1.0,,,vesti_t,,,,3,angry,,,1,angry,,,13,sad,
event_absolute1_02_e_55,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_55,False,,XS_130,12,1.3,,,eunhwa_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_56,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_56,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_57,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_57,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_58,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_58,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_59,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_59,False,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_60,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_60,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_61,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_61,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_62,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_62,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_63,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_63,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_64,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_64,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_65,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_65,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_66,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_66,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_67,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_67,True,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,surprise,,,13,sad,
event_absolute1_02_e_68,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_68,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,sad,
event_absolute1_02_e_69,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_69,True,,12,12,1.0,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,sad,
event_absolute1_02_e_70,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_70,False,,12,12,1.0,,,vesti_t,,,,3,angry,,,1,angry,,,13,sad,
event_absolute1_02_e_71,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_71,True,,12,2,1.3,,,emma_t,,,,3,angry,,,1,angry,,,13,sad,
event_absolute1_02_e_72,40086,event_absolute1_02_e,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_02_e_72,True,,2,2,1.0,,,eunhwa_t,,,,3,angry,,,1,angry,,,13,sad,
event_absolute1_02_e_73,40086,event_absolute1_02_e,Narration,emma_t,Locale_MainScenario:event_absolute1_02_e_73,False,,black,black,1.0,,none,,,,,2,angry,,,1,angry,eunhwa_t,,12,sad,
event_absolute1_02_e_74,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_74,False,,1,1,1.0,,,emma_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_75,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_75,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_76,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_76,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_77,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_77,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_78,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_78,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_79,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_79,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_80,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_80,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_81,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_81,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_82,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_82,True,,1,1,1.0,,,emma_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_83,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_83,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_84,40086,event_absolute1_02_e,Speech,vesti_t,Locale_MainScenario:event_absolute1_02_e_84,True,,1,1,1.0,,,vesti_t,,,,2,worry,,,,,,,12,sad,
event_absolute1_02_e_85,40086,event_absolute1_02_e,Speech,emma_t,Locale_MainScenario:event_absolute1_02_e_85,True,,1,1,1.0,,,emma_t,,,,2,surprise,,,,,,,12,sad,
event_absolute1_02_e_86,40086,event_absolute1_02_e,Narration,emma_t,Locale_MainScenario:event_absolute1_02_e_86,False,,black,black,1.0,,,,,,,2,surprise,,,,,,,12,sad,vesti_t
