id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_boomtheghost2_05_s_1,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_1,True,dorothy_s,1,special,irregularghost,3,idle,rapi_ss,13,angry,CruiseShipPool_n,100,10,0.7,bgm_story_brokenwings,,,,,,,,,
event_boomtheghost2_05_s_2,40085,event_boomtheghost2_05_s,Self,rapi_ss,,Locale_MainScenario:event_boomtheghost2_05_s_2,False,,1,special,,3,idle,,13,angry,,10,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_3,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_3,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_4,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_4,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_5,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_5,False,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_6,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_6,True,,1,smile,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_7,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_7,True,,1,smile,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_8,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_8,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_9,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_9,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_10,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_10,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_11,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_11,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_12,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_12,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_13,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_13,True,,1,special,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_14,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_14,False,,1,sad,,3,idle,,13,angry,,113,31,1.5,,,,,,,,,,
event_boomtheghost2_05_s_15,40085,event_boomtheghost2_05_s,Speech,dorothy_s,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_15,False,,1,sad,,3,idle,,13,angry,,31,31,1.0,,,,,,,,,,
event_boomtheghost2_05_s_16,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_16,False,,1,sad,,3,idle,,13,angry,,31,31,1.0,,,,,,,,,,
event_boomtheghost2_05_s_17,40085,event_boomtheghost2_05_s,Speech,dorothy_s,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_17,False,,1,sad,,3,idle,,13,angry,,31,31,1.0,,,,,,,,,,
event_boomtheghost2_05_s_18,40085,event_boomtheghost2_05_s,Narration,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_18,False,,1,sad,,3,idle,,13,angry,,black,black,1.0,,sfx_scn_tablehit,,,,,,,,
event_boomtheghost2_05_s_19,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_19,False,,1,sad,,3,idle,,13,angry,,black,black,1.0,,,,,,,,,,
event_boomtheghost2_05_s_20,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_20,False,,1,sad,,3,idle,,13,angry,,1300,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_21,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_21,True,,1,sad,,3,idle,,13,angry,,1300,1300,1.0,,,,,,,,,,
event_boomtheghost2_05_s_22,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_22,True,,1,no,,3,idle,,13,angry,,1300,100,1.0,,,,,,,,,,
event_boomtheghost2_05_s_23,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_23,True,,1,no,,3,idle,,13,angry,,100,113,1.5,,,,,,,,,,
event_boomtheghost2_05_s_24,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_24,True,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_25,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_25,True,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_26,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_26,True,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_27,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_27,False,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_28,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_28,True,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_29,40085,event_boomtheghost2_05_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_s_29,True,,1,no,,3,idle,,13,angry,,113,113,1.0,,,,,,,,,,
event_boomtheghost2_05_s_30,40085,event_boomtheghost2_05_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_s_30,True,,1,special,,3,idle,,13,angry,,10,100,0.5,,,,,,,,,,
event_boomtheghost2_05_s_31,40085,event_boomtheghost2_05_s,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost2_05_s_31,False,,1,special,,3,idle,,13,angry,,black,black,1.0,,,,,,,,,,
