id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target
event_miraclesnow1_05_e_1,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_1,True,emma_c,7,idle,Winter_AmusementPark,75,75,1.0,bgm_story_sunnycarnival,,,,,,,,,,
event_miraclesnow1_05_e_2,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_2,True,,7,delight,,75,75,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_3,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_3,True,,7,delight,,75,75,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_4,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_4,True,,7,delight,,75,75,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_5,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_5,True,,7,delight,,75,75,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_6,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_6,True,,7,delight,,75,5,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_7,40003,event_miraclesnow1_05_e,Narration,,,Locale_SubScenario:event_miraclesnow1_05_e_7,True,,7,delight,,5,S_50,1.0,,emma_c,sfx_scn_catyummy,,,,,,,,
event_miraclesnow1_05_e_8,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_8,False,,,,,S_50,S_50,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_9,40003,event_miraclesnow1_05_e,Narration,,,Locale_SubScenario:event_miraclesnow1_05_e_9,True,,,,,S_50,S_500,1.0,,,sfx_scn_catyummy,,,,,,,,
event_miraclesnow1_05_e_10,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_10,True,,,,,S_500,S_500,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_11,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_11,True,anne,7,idle,,S_500,S_50,1.0,,,,,,,,,,,
event_miraclesnow1_05_e_12,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_12,True,,7,idle,,S_50,75,1.0,,,,rupee_w,1,idle_02,,,,,
event_miraclesnow1_05_e_13,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_13,True,,7,delight,,75,75,1.0,,,,,1,idle_02,,,,,
event_miraclesnow1_05_e_14,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_14,True,,7,delight,,75,75,1.0,,,,,1,idle_02,,,,,
event_miraclesnow1_05_e_15,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_15,True,,7,delight,,75,75,1.0,,,,,1,idle_02,,,,,
event_miraclesnow1_05_e_16,40003,event_miraclesnow1_05_e,Speech,adultwoman,citizen,Locale_SubScenario:event_miraclesnow1_05_e_16,True,,7,delight,,75,75,1.0,,,,,1,idle_02,,,,,
event_miraclesnow1_05_e_17,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_17,True,,7,delight,,75,75,1.0,,,,,1,idle_02,,,,,
event_miraclesnow1_05_e_18,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_18,True,,3,idle,,L_10,L_10,1.0,,,,,1,idle_02,black,,,,
event_miraclesnow1_05_e_19,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_19,True,,3,idle,,L_10,31,1.0,,,,,1,idle_02,,,,,
event_miraclesnow1_05_e_20,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_20,True,,3,idle,,31,31,1.0,,,,,1,idle_02,,emma_c,5,delight,
event_miraclesnow1_05_e_21,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_21,True,,3,idle,,50,50,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_22,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_22,True,,3,idle,,L_10,L_10,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_23,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_23,True,,3,idle,,50,50,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_24,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_24,True,,3,idle,,50,5,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_25,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_25,True,,3,idle,,5,5,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_26,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_26,True,,3,idle,,1,1,1.0,,,,,1,think,,,5,idle,
event_miraclesnow1_05_e_27,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_27,True,,3,delight,,1,53,1.0,,,,,1,think,,,5,idle,
event_miraclesnow1_05_e_28,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_28,False,,3,delight,,53,53,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_29,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_29,True,,3,delight,,53,53,1.0,,,,,1,idle_02,,,5,surprise,
event_miraclesnow1_05_e_30,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_30,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,surprise,
event_miraclesnow1_05_e_31,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_31,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_32,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_32,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_33,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_33,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,delight,
event_miraclesnow1_05_e_34,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_34,True,,3,idle,,53,53,1.0,,,,,1,idle_02,,,5,idle,
event_miraclesnow1_05_e_35,40003,event_miraclesnow1_05_e,Speech,rupee_w,rupee,Locale_SubScenario:event_miraclesnow1_05_e_35,True,,3,idle,,L_10,L_10,1.0,,,,,1,surprise,,,5,idle,
event_miraclesnow1_05_e_36,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_36,True,,3,delight,,XS_30,XS_30,1.0,,,,,1,surprise,,,5,idle,
event_miraclesnow1_05_e_37,40003,event_miraclesnow1_05_e,Speech,emma_c,emma,Locale_SubScenario:event_miraclesnow1_05_e_37,True,,3,delight,,XS_30,53,1.0,,,,,1,surprise,,,5,delight,
event_miraclesnow1_05_e_38,40003,event_miraclesnow1_05_e,Speech,anne,anne,Locale_SubScenario:event_miraclesnow1_05_e_38,True,,3,idle,,53,53,1.0,,,,,1,surprise,,,5,delight,
