id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_ce003_1_02_1,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_1,True,Office,L_10,L_10,1.0,bgm_story_fairytalesend_if,andersen,1,think
event_ce003_1_02_2,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_2,True,,L_10,L_10,1.0,,,1,think
event_ce003_1_02_3,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_3,False,,L_10,L_10,1.0,,,1,think
event_ce003_1_02_4,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_4,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_5,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_5,False,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_6,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_6,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_7,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_7,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_8,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_8,False,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_9,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_9,False,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_10,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_10,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_11,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_11,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_12,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_12,False,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_13,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_13,True,,L_10,L_100,1.0,,,1,idle
event_ce003_1_02_14,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_14,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_15,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_15,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_16,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_16,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_17,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_17,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_18,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_18,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_19,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_19,False,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_20,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_20,True,,L_100,L_100,1.0,,,1,angry
event_ce003_1_02_21,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_21,True,,L_100,L_100,1.0,,,1,angry
event_ce003_1_02_22,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_22,False,,L_100,L_100,1.0,,,1,angry
event_ce003_1_02_23,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_23,True,,L_100,L_10,1.0,,,1,idle
event_ce003_1_02_24,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_24,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_25,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_25,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_26,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_26,False,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_27,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_27,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_28,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_28,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_29,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_29,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_30,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_30,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_31,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_31,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_32,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_32,True,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_33,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_33,False,,L_10,L_10,1.0,,,1,idle
event_ce003_1_02_34,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_34,True,,L_10,L_10,1.0,,,1,angry
event_ce003_1_02_35,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_35,True,,L_10,L_10,1.0,,,1,angry
event_ce003_1_02_36,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_36,True,,L_10,L_10,1.0,,,1,angry
event_ce003_1_02_37,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_37,True,,L_10,L_10,1.0,,,1,angry
event_ce003_1_02_38,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_38,True,,L_10,L_10,1.0,,,1,angry
event_ce003_1_02_39,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_39,True,,L_10,L_10,1.0,,,1,angry
event_ce003_1_02_40,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_40,True,,L_10,L_100,1.0,,,1,idle
event_ce003_1_02_41,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_41,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_42,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_42,False,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_43,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_43,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_44,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_44,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_45,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_45,False,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_46,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_46,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_47,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_47,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_48,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_48,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_49,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_49,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_50,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_50,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_51,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_51,False,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_52,40041,event_ce003_1_02,Self,andersen,,Locale_SubScenario:event_ce003_1_02_52,False,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_53,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_53,True,,L_100,L_100,1.0,,,1,idle
event_ce003_1_02_54,40041,event_ce003_1_02,Speech,andersen,andersen,Locale_SubScenario:event_ce003_1_02_54,True,,L_100,L_100,1.0,,,1,idle
