id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_absolute2_02_e_1,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_1,False,RuinIndoor,black,black,1.0,sfx_scn_rapturestepwreck,bgm_story_ash,,,,,,,,,,,,,
event_absolute2_02_e_2,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_2,False,,black,black,1.0,,,,,,,,,,,,,,,
event_absolute2_02_e_3,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_3,False,,black,black,1.0,sfx_scn_predatorgrowl,,,,,,,,,,,,,,
event_absolute2_02_e_4,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_4,False,,black,black,1.0,,,,,,,,,,,,,,,
event_absolute2_02_e_5,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_5,False,,black,black,1.0,sfx_scn_rapturestepwreck,,,,,,,,,,,,,,
event_absolute2_02_e_6,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_6,False,,black,black,1.0,,,,,,,,,,,,,,,
event_absolute2_02_e_7,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_7,False,,black,black,1.0,,,,,,,,,,,,,,,
event_absolute2_02_e_8,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_8,False,,5,3,1.5,,,predator,predator,3,idle,,,,,,,,,
event_absolute2_02_e_9,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_9,False,,3,3,1.0,sfx_scn_scifimachinegun,,predator,,3,idle,Low_2,,,,,,,,
event_absolute2_02_e_10,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_10,False,,3,3,1.0,,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_11,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_11,False,,3,3,1.0,,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_12,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_12,False,,3,3,1.0,sfx_scn_predatorgrowl,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_13,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_13,False,,3,3,1.0,,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_14,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_14,False,,3,3,1.0,sfx_scn_rapturestepwreck,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_15,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_15,False,,3,3,1.0,,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_16,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_16,False,,3,3,1.0,,,predator,,3,idle,,,,,,,,,
event_absolute2_02_e_17,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_17,True,,3,31,1.0,,,eunhwa_t,,3,idle,,eunhwa_t,eunhwa_t,1,angry,,,,
event_absolute2_02_e_18,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_18,False,,31,31,1.0,,,eunhwa_t,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_19,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_19,False,,31,31,1.0,sfx_scn_c092_fire,,eunhwa_t,,3,idle,Low_2,,,1,angry,,,,
event_absolute2_02_e_20,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_20,False,,31,31,1.0,,,predator,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_21,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_21,False,,31,31,1.0,sfx_scn_heavydown,,predator,,3,idle,,,,1,angry,predator,,,
event_absolute2_02_e_22,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_22,True,,31,1,1.0,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_23,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_23,True,,1,1,1.0,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_24,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_24,True,,1,10,1.0,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_25,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_25,True,,10,10,1.0,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_26,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_26,True,,10,10,1.0,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_27,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_27,False,,black,black,1.0,sfx_scn_aim,,eunhwa_t,,,,,,,1,angry,,,,
event_absolute2_02_e_28,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_28,False,,black,black,1.0,,,eunhwa_t,,,,,,,1,idle,,,,
event_absolute2_02_e_29,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_29,False,RuinTechIndoor,black,black,1.0,,,eunhwa_t,,,,,,,1,idle,,,,
event_absolute2_02_e_30,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_30,False,,black,black,1.0,,,eunhwa_t,,,,,,,1,idle,,,,
event_absolute2_02_e_31,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_31,True,,100,100,1.0,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_32,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_32,False,,black,black,1.0,sfx_scn_predatorgrowl,,eunhwa_t,,,,,,,1,angry,,,,
event_absolute2_02_e_33,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_33,False,,black,black,1.0,,,eunhwa_t,,,,,,,1,angry,,,,
event_absolute2_02_e_34,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_34,False,,100,10,0.7,,,eunhwa_t,,,,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_35,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_35,False,,10,31,1.0,,,predator,predator,3,idle,,,,1,angry,,,,
event_absolute2_02_e_36,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_36,False,,31,31,1.0,,,eunhwa_t,,3,idle,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_37,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_37,False,,31,31,1.0,,,eunhwa_t,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_38,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_38,True,,31,31,1.0,,,eunhwa_t,,3,idle,,eunhwa_t,,1,angry,,,,
event_absolute2_02_e_39,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_39,False,,31,31,1.0,,,eunhwa_t,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_40,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_40,False,,31,31,1.0,sfx_scn_predatorlowgrowl,,eunhwa_t,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_41,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_41,False,,31,31,1.0,,,predator,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_42,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_42,False,,31,31,1.0,,,predator,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_43,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_43,False,,31,31,1.0,,none,predator,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_44,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_44,False,,black,black,1.0,sfx_scn_fireblindly,,predator,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_45,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_45,False,,31,31,1.0,sfx_scn_predatorgrowl,,predator,,3,idle,,,,1,angry,,,,
event_absolute2_02_e_46,40086,event_absolute2_02_e,Narration,Locale_MainScenario:event_absolute2_02_e_46,False,,31,31,1.0,,,predator,,3,idle,,,,1,angry,predator,,,
event_absolute2_02_e_47,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_47,True,,130,1300,0.7,,bgm_heartdestroyer,emma_t,,,,,emma_t,,1,angry,,emma_t,13,angry
event_absolute2_02_e_48,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_48,True,,1300,1300,1.0,,,emma_t,,,,,emma_t,,1,angry,,,13,angry
event_absolute2_02_e_49,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_49,True,,100,10,0.7,,,eunhwa_t,,,,,eunhwa_t,,1,surprise,,,13,angry
event_absolute2_02_e_50,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_50,True,,10,113,1.0,,,emma_t,,,,,emma_t,,1,surprise,,,13,worry
event_absolute2_02_e_51,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_51,True,,113,113,1.0,,,emma_t,,,,,emma_t,,1,surprise,,,13,worry
event_absolute2_02_e_52,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_52,True,,113,113,1.0,,,emma_t,,,,,emma_t,,1,surprise,,,13,worry
event_absolute2_02_e_53,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_53,True,,113,113,1.0,,,emma_t,,,,,emma_t,,1,surprise,,,13,worry
event_absolute2_02_e_54,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_54,True,,113,113,1.0,,,emma_t,,,,,emma_t,,1,surprise,,,13,worry
event_absolute2_02_e_55,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_55,True,,113,13,1.0,,,emma_t,,,,,emma_t,,1,surprise,,,13,worry
event_absolute2_02_e_56,40086,event_absolute2_02_e,Speech,Locale_MainScenario:event_absolute2_02_e_56,True,,13,130,0.5,,,emma_t,,,,,emma_t,,1,surprise,,,13,rage
