id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_ludmilla_05_1,80903,snowfall_speech_ludmilla_05,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_1,False,BambooForest_s,1,1,1.0,amb_so_bambooforest_2,event_bgm_neverland_snowflakes_sunset,,,,ludmilla_w,1,idle
snowfall_speech_ludmilla_05_2,80903,snowfall_speech_ludmilla_05,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_3,80903,snowfall_speech_ludmilla_05,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_4,80903,snowfall_speech_ludmilla_05,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_4,False,,1,1,1.0,,,snowfall_speech_ludmilla_05_7,,,,1,idle
snowfall_speech_ludmilla_05_5,80903,snowfall_speech_ludmilla_05,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_5,False,,1,1,1.0,,,snowfall_speech_ludmilla_05_6,,,,1,idle
snowfall_speech_ludmilla_05_6,80903,snowfall_speech_ludmilla_05,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_ludmilla_05_7,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_7,True,,1,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_8,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_8,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_9,80903,snowfall_speech_ludmilla_05,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_9,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_10,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_10,True,,10,10,1.0,,,,,ludmilla_w,,1,smile
snowfall_speech_ludmilla_05_11,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_11,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_12,80903,snowfall_speech_ludmilla_05,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_12,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_13,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_13,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_14,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_14,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_15,80903,snowfall_speech_ludmilla_05,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_15,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_16,80903,snowfall_speech_ludmilla_05,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_16,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_17,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_17,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_18,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_18,True,,10,10,1.0,,,,,ludmilla_w,,1,smile
snowfall_speech_ludmilla_05_19,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_19,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_20,80903,snowfall_speech_ludmilla_05,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_20,False,,10,10,1.0,,,snowfall_speech_ludmilla_05_22,,,,1,idle
snowfall_speech_ludmilla_05_21,80903,snowfall_speech_ludmilla_05,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_21,False,,10,10,1.0,,,snowfall_speech_ludmilla_05_24,,,,1,idle
snowfall_speech_ludmilla_05_22,80903,snowfall_speech_ludmilla_05,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_22,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_05_23,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_23,True,,10,10,1.0,,,snowfall_speech_ludmilla_05_28,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_24,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_24,True,,10,10,1.0,,,,,ludmilla_w,,1,delight
snowfall_speech_ludmilla_05_25,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_25,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_26,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_26,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_27,80903,snowfall_speech_ludmilla_05,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_27,False,,10,10,1.0,,,snowfall_speech_ludmilla_05_28,,,,1,idle
snowfall_speech_ludmilla_05_28,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_28,True,,10,10,1.0,,,,,ludmilla_w,,1,smile
snowfall_speech_ludmilla_05_29,80903,snowfall_speech_ludmilla_05,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_29,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_05_30,80903,snowfall_speech_ludmilla_05,Narration,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_05_30,False,,black,black,1.0,,,,,,,1,idle
