id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_ludmilla_29_1,80903,snowfall_speech_ludmilla_29,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_1,False,ludmilla_w,1,think,BambooForest_n,1,1,1.0,amb_so_bambooforest_3,event_bgm_neverland_snowflakes_night,,,
snowfall_speech_ludmilla_29_2,80903,snowfall_speech_ludmilla_29,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_2,False,,1,think,,1,1,1.0,,,,,
snowfall_speech_ludmilla_29_3,80903,snowfall_speech_ludmilla_29,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_3,False,,1,think,,1,1,1.0,,,,,
snowfall_speech_ludmilla_29_4,80903,snowfall_speech_ludmilla_29,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_4,False,,1,think,,1,1,1.0,,,snowfall_speech_ludmilla_29_7,,
snowfall_speech_ludmilla_29_5,80903,snowfall_speech_ludmilla_29,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_5,False,,1,think,,1,1,1.0,,,snowfall_speech_ludmilla_29_6,,
snowfall_speech_ludmilla_29_6,80903,snowfall_speech_ludmilla_29,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_6,False,,1,think,,black,black,1.0,,,,True,
snowfall_speech_ludmilla_29_7,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_7,True,,1,think,,1,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_8,80903,snowfall_speech_ludmilla_29,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_8,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_29_9,80903,snowfall_speech_ludmilla_29,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_9,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_29_10,80903,snowfall_speech_ludmilla_29,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_10,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_29_11,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_11,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_12,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_12,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_13,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_13,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_14,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_14,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_15,80903,snowfall_speech_ludmilla_29,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_15,False,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_29_17,,
snowfall_speech_ludmilla_29_16,80903,snowfall_speech_ludmilla_29,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_16,False,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_29_21,,
snowfall_speech_ludmilla_29_17,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_17,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_18,80903,snowfall_speech_ludmilla_29,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_18,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_29_19,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_19,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_20,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_20,True,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_29_24,,ludmilla_w
snowfall_speech_ludmilla_29_21,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_21,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_22,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_22,True,,1,think,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_29_23,80903,snowfall_speech_ludmilla_29,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_23,True,,1,think,,10,10,1.0,,,snowfall_speech_ludmilla_29_24,,ludmilla_w
snowfall_speech_ludmilla_29_24,80903,snowfall_speech_ludmilla_29,Narration,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_29_24,False,,1,think,,black,black,1.0,,,,,
