id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_infinite_blanc_02_1,80903,snowfall_infinite_blanc_02,Monologue,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_1,False,blanc_c,1,idle,DiningRoom_s,1,1,1.0,amb_so_restaurant_2,event_bgm_neverland_snowflakes_sunset,,,
snowfall_infinite_blanc_02_2,80903,snowfall_infinite_blanc_02,Monologue,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_infinite_blanc_02_3,80903,snowfall_infinite_blanc_02,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_3,False,,1,idle,,1,1,1.0,,,snowfall_infinite_blanc_02_6,,
snowfall_infinite_blanc_02_4,80903,snowfall_infinite_blanc_02,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_4,False,,1,idle,,1,1,1.0,,,snowfall_infinite_blanc_02_5,,
snowfall_infinite_blanc_02_5,80903,snowfall_infinite_blanc_02,Monologue,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_5,False,,1,idle,,black,black,1.0,,,,True,
snowfall_infinite_blanc_02_6,80903,snowfall_infinite_blanc_02,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_6,True,,1,idle,,1,L_10,1.0,,,,,blanc_c
snowfall_infinite_blanc_02_7,80903,snowfall_infinite_blanc_02,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_7,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_infinite_blanc_02_8,80903,snowfall_infinite_blanc_02,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_8,False,,1,idle,,L_10,L_10,1.0,,,snowfall_infinite_blanc_02_10,,
snowfall_infinite_blanc_02_9,80903,snowfall_infinite_blanc_02,Choice,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_9,False,,1,idle,,L_10,L_10,1.0,,,snowfall_infinite_blanc_02_12,,
snowfall_infinite_blanc_02_10,80903,snowfall_infinite_blanc_02,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_10,True,,1,delight,,L_10,L_10,1.0,,,,,blanc_c
snowfall_infinite_blanc_02_11,80903,snowfall_infinite_blanc_02,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_11,True,,1,delight,,L_10,L_10,1.0,,,snowfall_infinite_blanc_02_14,,blanc_c
snowfall_infinite_blanc_02_12,80903,snowfall_infinite_blanc_02,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_12,True,,1,no,,L_10,L_10,1.0,,,,,blanc_c
snowfall_infinite_blanc_02_13,80903,snowfall_infinite_blanc_02,Speech,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_13,True,,1,no,,L_10,L_10,1.0,,,snowfall_infinite_blanc_02_14,,blanc_c
snowfall_infinite_blanc_02_14,80903,snowfall_infinite_blanc_02,Narration,blanc_c,Locale_SubScenario:snowfall_infinite_blanc_02_14,False,,1,idle,,black,black,1.0,,,,,
