id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_claymore_04_s_1,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_1,True,NikkeRoom,S_30,S_30,1.0,none,clay,5,idle,milk,3,surprise
event_claymore_04_s_2,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_2,True,,50,50,1.0,bgm_story_orangepop,,5,delight,,3,surprise
event_claymore_04_s_3,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_3,True,,50,50,1.0,,,5,special,,3,surprise
event_claymore_04_s_4,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_4,True,,50,50,1.0,,,5,special,,3,surprise
event_claymore_04_s_5,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_5,True,,50,50,1.0,,,5,special,,3,surprise
event_claymore_04_s_6,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_6,True,,50,S_30,1.0,,,5,special,,3,idle
event_claymore_04_s_7,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_7,True,,S_30,S_30,1.0,,,5,special,,3,idle
event_claymore_04_s_8,40050,event_claymore_04_s,Self,milk,,Locale_SubScenario:event_claymore_04_s_8,False,,S_30,S_30,1.0,,,5,special,,3,idle
event_claymore_04_s_9,40050,event_claymore_04_s,Self,milk,,Locale_SubScenario:event_claymore_04_s_9,False,,S_30,S_30,1.0,,,5,special,,3,idle
event_claymore_04_s_10,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_10,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_04_s_11,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_11,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_04_s_12,40050,event_claymore_04_s,Monologue,clay,,Locale_SubScenario:event_claymore_04_s_12,False,,50,4,1.0,,,5,idle,,3,idle
event_claymore_04_s_13,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_13,True,,4,4,1.0,,,5,idle,,3,good
event_claymore_04_s_14,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_14,True,,4,4,1.0,,,5,idle,,3,idle
event_claymore_04_s_15,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_15,True,,4,4,1.0,,,5,idle,,3,idle
event_claymore_04_s_16,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_16,True,,4,4,1.0,,,5,surprise,,3,idle
event_claymore_04_s_17,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_17,True,,4,4,1.0,,,5,delight,,3,idle
event_claymore_04_s_18,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_18,True,,4,4,1.0,,,5,delight,,3,good
event_claymore_04_s_19,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_19,True,,4,4,1.0,,,5,idle,,3,good
event_claymore_04_s_20,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_20,True,,4,4,1.0,,,5,idle,,3,good
event_claymore_04_s_21,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_21,False,,4,4,1.0,,,5,no,,3,good
event_claymore_04_s_22,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_22,True,,4,4,1.0,,,5,delight,,3,good
event_claymore_04_s_23,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_23,True,,4,4,1.0,,,5,delight,,3,idle
event_claymore_04_s_24,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_24,True,,4,4,1.0,,,5,idle,,3,idle
event_claymore_04_s_25,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_25,True,,4,50,1.0,,,5,special,,3,idle
event_claymore_04_s_26,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_26,True,,50,50,1.0,,,5,special,,3,idle
event_claymore_04_s_27,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_27,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_04_s_28,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_28,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_04_s_29,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_29,True,,black,black,1.0,,,5,no,,3,idle
event_claymore_04_s_30,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_30,False,,black,black,1.0,,,5,no,,3,idle
event_claymore_04_s_31,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_31,True,,50,50,1.0,,,5,no,,3,idle
event_claymore_04_s_32,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_32,True,,50,50,1.0,,,5,no,,3,idle
event_claymore_04_s_33,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_33,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_04_s_34,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_34,True,,50,50,1.0,,,5,idle,,3,idle
event_claymore_04_s_35,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_35,True,,S_30,S_30,1.0,,,5,idle,,3,no
event_claymore_04_s_36,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_36,True,,S_30,S_30,1.0,,,5,idle,,3,no
event_claymore_04_s_37,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_37,True,,S_30,S_30,1.0,,,5,idle,,3,no
event_claymore_04_s_38,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_38,True,,S_30,S_30,1.0,,,5,idle,,3,no
event_claymore_04_s_39,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_39,True,,S_30,4,1.0,,,5,no,,3,no
event_claymore_04_s_40,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_40,True,,4,4,1.0,,,5,no,,3,no
event_claymore_04_s_41,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_41,True,,4,4,1.0,,,5,no,,3,good
event_claymore_04_s_42,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_42,True,,4,4,1.0,,,5,sad,,3,good
event_claymore_04_s_43,40050,event_claymore_04_s,Speech,milk,milk,Locale_SubScenario:event_claymore_04_s_43,True,,4,4,1.0,,,5,sad,,3,no
event_claymore_04_s_44,40050,event_claymore_04_s,Speech,clay,clay,Locale_SubScenario:event_claymore_04_s_44,True,,4,4,1.0,,,5,shy,,3,no
event_claymore_04_s_45,40050,event_claymore_04_s,Monologue,clay,,Locale_SubScenario:event_claymore_04_s_45,False,,black,black,1.0,,,5,shy,,3,idle
event_claymore_04_s_46,40050,event_claymore_04_s,Monologue,clay,,Locale_SubScenario:event_claymore_04_s_46,False,,black,black,1.0,,,5,shy,,3,idle
event_claymore_04_s_47,40050,event_claymore_04_s,Monologue,clay,,Locale_SubScenario:event_claymore_04_s_47,False,,black,black,1.0,,,5,shy,,3,idle
