id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_newyearnewsword_02_s_1,40036,event_newyearnewsword_02_s,Narration,Locale_SubScenario:event_newyearnewsword_02_s_1,False,Armory,1,S_10,1.0,sfx_scn_swordswing,none,,,,hongryeon_o,1,angry,janghwa,13,angry,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_2,40036,event_newyearnewsword_02_s,Monologue,Locale_SubScenario:event_newyearnewsword_02_s_2,False,,S_10,S_10,1.0,,,,,,,1,surprise,,13,angry,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_3,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_3,False,,S_10,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,surprise,,13,angry,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_4,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_4,False,,S_10,12,1.0,,,janghwa,janghwa,,,1,sad,,13,angry,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_5,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_5,True,,12,12,1.0,,bgm_intotheswarm,hongryeon_o,hongryeon_o,,,1,sad,,13,angry,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_6,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_6,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_7,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_7,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_8,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_8,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_9,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_9,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,angry,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_10,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_10,True,,12,12,1.0,,,janghwa,janghwa,,,1,angry,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_11,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_11,False,,12,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_12,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_12,True,,S_10,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_13,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_13,True,,S_10,S_100,1.0,,,hongryeon_o,hongryeon_o,,,1,angry,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_14,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_14,True,,S_100,S_1300,1.0,,,janghwa,janghwa,,,1,angry,,13,delight,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_15,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_15,True,,S_1300,12,1.0,,,hongryeon_o,hongryeon_o,,,1,sad,,13,delight,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_16,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_16,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_17,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_17,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_18,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_18,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_19,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_19,True,,12,12,1.0,,,janghwa,janghwa,,,1,sad,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_20,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_20,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_21,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_21,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_22,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_22,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_23,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_23,True,,12,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_24,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_24,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_25,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_25,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_26,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_26,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_27,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_27,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_28,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_28,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,idle,,13,delight,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_29,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_29,True,,S_130,12,1.0,,,hongryeon_o,hongryeon_o,,,1,angry,,13,delight,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_30,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_30,True,,12,12,1.0,,,janghwa,janghwa,,,1,angry,,13,delight,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_31,40036,event_newyearnewsword_02_s,Narration,Locale_SubScenario:event_newyearnewsword_02_s_31,False,,12,12,1.0,sfx_scn_successsignal,none,janghwa,,,,1,surprise,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_32,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_32,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,surprise,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_33,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_33,True,,12,12,1.0,,,janghwa,janghwa,,,1,surprise,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_34,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_34,True,,12,12,1.0,,,speaker,speaker,,,1,surprise,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_35,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_35,True,,12,12,1.0,,,speaker,speaker,,,1,surprise,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_36,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_36,True,,12,12,1.0,,,speaker,speaker,,,1,surprise,,13,surprise,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_37,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_37,True,,12,12,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_38,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_38,True,,12,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_39,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_39,True,,S_10,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,,,,,,,,,,,,,,
event_newyearnewsword_02_s_40,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_40,True,SimulationRoom,15,12,2.0,,bgm_recognition,officer,officer,black,,1,idle,,13,idle,nearbattlenikke1,15,idle,nearbattlenikke2,17,idle,nearbattlenikke3,3,idle,nearbattlenikke4,5,idle,nearbattlenikke5,7,idle
event_newyearnewsword_02_s_41,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_41,True,,12,12,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_42,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_42,False,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_43,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_43,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_44,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_44,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_45,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_45,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_46,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_46,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_47,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_47,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_48,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_48,True,,12,12,1.0,,,janghwa,janghwa,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_49,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_49,True,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_50,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_50,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_51,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_51,True,,12,12,1.0,,,janghwa,janghwa,,,1,idle,,13,delight,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_52,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_52,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_53,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_53,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_54,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_54,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_55,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_55,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_56,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_56,True,,12,12,1.0,,,officer,officer,,,1,idle,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_57,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_57,True,,12,S_10,1.0,,,hongryeon_o,hongryeon_o,,,1,surprise,,13,surprise,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
event_newyearnewsword_02_s_58,40036,event_newyearnewsword_02_s,Speech,Locale_SubScenario:event_newyearnewsword_02_s_58,True,,S_130,S_130,1.0,,,janghwa,janghwa,,,1,surprise,,13,idle,,15,idle,,17,idle,,3,idle,,5,idle,,7,idle
