id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_exnii2_04_e_1,40071,event_exnii2_04_e,Speech,shifty_c,shifty_c,Locale_SubScenario:event_exnii2_04_e_1,True,RedOcean_s,1,1,1.0,event_bgm_ce005_field_2,,,,,rapi,3,idle,,anis,1,idle,,shifty_c,OP_centerup,idle,,,,,,,,,
event_exnii2_04_e_2,40071,event_exnii2_04_e,Self,anis,,Locale_SubScenario:event_exnii2_04_e_2,False,,1,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,OP_centerup,idle,,,,,,,,,
event_exnii2_04_e_3,40071,event_exnii2_04_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_04_e_3,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,OP_centerup,idle,,,,,,,,,
event_exnii2_04_e_4,40071,event_exnii2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_04_e_4,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,worry,,,1,idle,,,OP_centerup,idle,,,,,,,,,
event_exnii2_04_e_5,40071,event_exnii2_04_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_04_e_5,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,worry,,,1,idle,,,OP_centerup,idle,,,,,,,,,
event_exnii2_04_e_6,40071,event_exnii2_04_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_04_e_6,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,OP_centerup,idle,,,,,,,,,
event_exnii2_04_e_7,40071,event_exnii2_04_e,Speech,shifty_c,shifty_c,Locale_SubScenario:event_exnii2_04_e_7,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,OP_centerup,surprise,,,,,,,,,
event_exnii2_04_e_8,40071,event_exnii2_04_e,Speech,shifty_c,shifty_c,Locale_SubScenario:event_exnii2_04_e_8,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,idle,,,1,idle,,,OP_centerup,surprise,,,,,,,,,
event_exnii2_04_e_9,40071,event_exnii2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_04_e_9,True,,event_exnii_talk_04,30,1.0,,,,,,,3,idle,,,1,idle,,,OP_centerup,surprise,shifty_c,,,,,,,,
event_exnii2_04_e_10,40071,event_exnii2_04_e,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_e_10,True,,30,3,1.0,,,,,,,3,idle,,,1,idle,,,,,,ce004_03_op,OP_leftup,idle,,,,,
event_exnii2_04_e_11,40071,event_exnii2_04_e,Speech,ce005_02_op,ce004_01,Locale_SubScenario:event_exnii2_04_e_11,True,,3,3,1.0,,,,,,,3,angry,,,1,angry,,,,,,,OP_leftup,idle,,ce005_02_op,OP_rightup,idle,
event_exnii2_04_e_12,40071,event_exnii2_04_e,Speech,anis,anis,Locale_SubScenario:event_exnii2_04_e_12,True,,3,3,1.0,,,,,,,3,angry,,,1,angry,,,,,,,OP_leftup,idle,,,OP_rightup,idle,
event_exnii2_04_e_13,40071,event_exnii2_04_e,Speech,,shifty_c,Locale_SubScenario:event_exnii2_04_e_13,False,MassiveObject_Q,1,1,1.0,,black,,,,,3,angry,rapi,,1,angry,anis,,,,,,OP_leftup,idle,ce004_03_op,,OP_rightup,idle,ce005_02_op
event_exnii2_04_e_14,40071,event_exnii2_04_e,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_e_14,True,,1,1,1.0,,,,,,,,,,,,,,,,,,ce004_03_op,OP_leftup,surprise,,,,,
event_exnii2_04_e_15,40071,event_exnii2_04_e,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_e_15,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,OP_leftup,surprise,,,,,
event_exnii2_04_e_16,40071,event_exnii2_04_e,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_e_16,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,OP_leftup,angry,,,,,
event_exnii2_04_e_17,40071,event_exnii2_04_e,Narration,,,Locale_SubScenario:event_exnii2_04_e_17,False,,black,black,1.0,,,sfx_scn_laserexplosions,,,,,,,,,,,,,,,,OP_leftup,angry,ce004_03_op,,,,
event_exnii2_04_e_18,40071,event_exnii2_04_e,Narration,,,Locale_SubScenario:event_exnii2_04_e_18,False,,black,black,1.0,,,sfx_scn_explosionfar,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_e_19,40071,event_exnii2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_04_e_19,True,RedOcean_s,3,3,1.0,,black,,,,rapi,3,worry,,anis,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_20,40071,event_exnii2_04_e,Speech,rapi,rapi,Locale_SubScenario:event_exnii2_04_e_20,True,,3,3,1.0,,,,,,,3,worry,,,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_21,40071,event_exnii2_04_e,Self,rapi,,Locale_SubScenario:event_exnii2_04_e_21,False,,3,3,1.0,,,,,,,3,idle,,,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_22,40071,event_exnii2_04_e,Speech,shifty,shifty,Locale_SubScenario:event_exnii2_04_e_22,,,3,3,1.0,,,,,,,3,idle,,,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_23,40071,event_exnii2_04_e,Self,rapi,,Locale_SubScenario:event_exnii2_04_e_23,False,,3,3,1.0,,,,,,,3,idle,,,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_24,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_24,True,Freezerout,1,1,1.0,,black,,,,,3,idle,rapi,pepper,1,idle,anis,,,,,,,,,,,,
event_exnii2_04_e_25,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_25,False,,1,3,1.0,,,,,,ce005_01,3,idle,,,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_26,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_26,True,,3,30,1.0,,,,,,,3,sad,,,1,idle,,,,,,,,,,,,,
event_exnii2_04_e_27,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_27,True,,30,event_exnii_talk_04,1.0,,,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_exnii2_04_e_28,40071,event_exnii2_04_e,Speech,ce005_01,ce005_01,Locale_SubScenario:event_exnii2_04_e_28,False,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_exnii2_04_e_29,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_29,True,,event_exnii_talk_04,event_exnii_talk_04,1.0,,,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_exnii2_04_e_30,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_30,True,,event_exnii_talk_04,1,1.0,,,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_exnii2_04_e_31,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_31,True,,1,1,1.0,,,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_exnii2_04_e_32,40071,event_exnii2_04_e,Narration,ce005_01,,Locale_SubScenario:event_exnii2_04_e_32,False,,1,event_exnii_talk_04,1.0,,,,,,,3,sad,,,1,surprise,,,,,,,,,,,,,
event_exnii2_04_e_33,40071,event_exnii2_04_e,Speech,npc_massnikke,npc_massnikke,Locale_SubScenario:event_exnii2_04_e_33,True,,event_exnii_talk_04,event_exnii_talk_02,1.0,,,,,,,3,sad,,,1,surprise,,idollflower,13,idle,,,,,,,,,
event_exnii2_04_e_34,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_34,True,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,3,sad,,,1,idle,,,13,idle,,,,,,,,,
event_exnii2_04_e_35,40071,event_exnii2_04_e,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_e_35,False,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,3,sad,,,1,idle,,,13,idle,,,,,,,,,
