id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_secretgarden_04_s_1,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_1,True,SecretGarden,XS_130,XS_130,1.0,bgm_story_backtonormal,,flora,1,sad,biscuit,13,idle,nero,3,idle
event_secretgarden_04_s_2,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_2,True,,XS_130,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_3,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_3,True,,113,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_4,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_4,False,,113,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_5,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_5,True,,113,113,1.0,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_6,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_6,True,,113,31,1.5,,,,1,sad,,13,idle,,3,idle
event_secretgarden_04_s_7,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_7,True,,31,31,1.0,,,,1,delight,,13,idle,,3,idle
event_secretgarden_04_s_8,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_8,True,,XS_130,XS_130,1.0,,,,1,delight,,13,delight,,3,idle
event_secretgarden_04_s_9,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_9,True,,XS_130,XS_1300,1.0,,,,1,delight,,13,delight,,3,idle
event_secretgarden_04_s_10,40063,event_secretgarden_04_s,Self,biscuit,,Locale_SubScenario:event_secretgarden_04_s_10,False,,XS_1300,XS_1300,1.0,,,,1,delight,,13,delight,,3,idle
event_secretgarden_04_s_11,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_11,True,,XS_1300,XS_1300,1.0,,,,1,delight,,13,delight,,3,idle
event_secretgarden_04_s_12,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_12,True,,XS_1300,XS_130,1.0,,,,1,delight,,13,delight,,3,idle
event_secretgarden_04_s_13,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_13,True,,XS_130,113,1.0,,,,1,shy,,13,delight,,3,idle
event_secretgarden_04_s_14,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_14,True,,113,113,1.0,,,,1,shy,,13,delight,,3,idle
event_secretgarden_04_s_15,40063,event_secretgarden_04_s,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_04_s_15,True,,113,113,1.0,,,,1,shy,,13,delight,,3,idle
event_secretgarden_04_s_16,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_16,True,,113,113,1.0,,,,1,shy,,13,delight,,3,idle
event_secretgarden_04_s_17,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_17,False,,113,113,1.0,,,,1,shy,,13,delight,,3,idle
event_secretgarden_04_s_18,40063,event_secretgarden_04_s,Narration,flora,,Locale_SubScenario:event_secretgarden_04_s_18,False,,113,113,1.0,none,sfx_scn_phonevibration,,1,shy,,13,delight,,3,idle
event_secretgarden_04_s_19,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_19,True,,113,10,1.0,,,,1,surprise,,13,delight,,3,idle
event_secretgarden_04_s_20,40063,event_secretgarden_04_s,Monologue,flora,,Locale_SubScenario:event_secretgarden_04_s_20,False,,10,10,1.0,,,,1,angry,,13,delight,,3,idle
event_secretgarden_04_s_21,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_21,False,,10,10,1.0,,,,1,angry,,13,delight,,3,idle
event_secretgarden_04_s_22,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_22,True,,10,10,1.0,bgm_frostpillar,,,1,angry,,13,delight,,3,idle
event_secretgarden_04_s_23,40063,event_secretgarden_04_s,Self,flora,,Locale_SubScenario:event_secretgarden_04_s_23,False,,10,10,1.0,,,,1,angry,,13,delight,,3,idle
event_secretgarden_04_s_24,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_24,True,,10,10,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_25,40063,event_secretgarden_04_s,Speech,nero,nero,Locale_SubScenario:event_secretgarden_04_s_25,True,,10,31,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_26,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_26,True,,31,31,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_27,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_27,True,,31,31,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_28,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_28,True,,31,31,1.0,,,,1,angry,,13,idle,,3,idle
event_secretgarden_04_s_29,40063,event_secretgarden_04_s,Speech,flora,flora,Locale_SubScenario:event_secretgarden_04_s_29,True,,31,31,1.0,,,,1,angry,,13,idle,,3,idle
